B1,B2,A1,B3,B4,B5,B6,B7,B8,A2,class
23 ,30 ,1 ,20850 ,21900 ,16 ,7 ,2751 ,1470 ,3 ,0 
31 ,41 ,1 ,21942 ,25555 ,14 ,8 ,2426 ,1731 ,3 ,0 
6 ,8 ,1 ,16922 ,20655 ,10 ,10 ,1485 ,1539 ,3 ,0 
33 ,42 ,1 ,10588 ,16663 ,17 ,7 ,2813 ,1758 ,3 ,0 
31 ,44 ,1 ,18962 ,22911 ,13 ,9 ,2071 ,1995 ,3 ,0 
9 ,9 ,1 ,17971 ,21692 ,14 ,11 ,1864 ,1514 ,3 ,0 
6 ,6 ,1 ,23431 ,25533 ,10 ,9 ,1482 ,1347 ,3 ,0 
14 ,21 ,1 ,19500 ,23290 ,14 ,9 ,2140 ,1432 ,3 ,0 
27 ,49 ,1 ,22432 ,23915 ,19 ,51 ,47537 ,299761 ,3 ,0 
20 ,36 ,1 ,18542 ,21919 ,10 ,8 ,1290 ,1393 ,3 ,0 
11 ,7 ,1 ,19397 ,22843 ,16 ,7 ,2539 ,1387 ,3 ,0 
8 ,8 ,1 ,19825 ,23728 ,12 ,10 ,1842 ,1751 ,3 ,0 
10 ,6 ,1 ,19491 ,23634 ,12 ,9 ,2057 ,1605 ,3 ,0 
18 ,28 ,1 ,16465 ,20984 ,15 ,8 ,2326 ,1266 ,3 ,0 
10 ,7 ,1 ,18143 ,20912 ,15 ,8 ,2149 ,1234 ,3 ,0 
30 ,43 ,1 ,20362 ,21311 ,11 ,8 ,2074 ,2191 ,3 ,0 
10 ,8 ,1 ,19771 ,22231 ,15 ,8 ,2191 ,1232 ,3 ,0 
20 ,34 ,1 ,15212 ,21140 ,9 ,8 ,1724 ,1971 ,3 ,0 
8 ,7 ,1 ,18304 ,21438 ,13 ,10 ,1774 ,1465 ,3 ,0 
6 ,6 ,1 ,16294 ,19819 ,10 ,9 ,1491 ,1497 ,3 ,0 
18 ,31 ,1 ,15508 ,18966 ,13 ,9 ,2122 ,1775 ,3 ,0 
24 ,38 ,1 ,18955 ,24277 ,10 ,9 ,1775 ,1713 ,3 ,0 
31 ,43 ,1 ,22070 ,25612 ,13 ,7 ,2204 ,1861 ,3 ,0 
6 ,7 ,1 ,16431 ,20414 ,10 ,10 ,1415 ,1440 ,3 ,0 
16 ,32 ,1 ,20873 ,23700 ,10 ,8 ,1794 ,1860 ,3 ,0 
15 ,26 ,1 ,23089 ,23139 ,14 ,8 ,2174 ,1518 ,3 ,0 
12 ,6 ,1 ,16325 ,22509 ,17 ,7 ,2615 ,948 ,3 ,0 
17 ,32 ,1 ,19621 ,21275 ,12 ,10 ,1833 ,1614 ,3 ,0 
10 ,9 ,1 ,21207 ,23222 ,13 ,9 ,1995 ,1571 ,3 ,0 
28 ,50 ,1 ,19908 ,22963 ,12 ,8 ,1886 ,1547 ,3 ,0 
14 ,31 ,1 ,21476 ,23987 ,11 ,9 ,1480 ,1406 ,3 ,0 
20 ,30 ,1 ,20031 ,22442 ,16 ,7 ,2482 ,1256 ,3 ,0 
4 ,5 ,2 ,13558 ,17420 ,9 ,8 ,1481 ,1564 ,3 ,0 
14 ,28 ,3 ,21716 ,24930 ,12 ,9 ,1906 ,1649 ,3 ,0 
10 ,11 ,1 ,22468 ,23992 ,13 ,10 ,1871 ,1426 ,3 ,0 
10 ,8 ,1 ,16699 ,21794 ,12 ,9 ,1818 ,1407 ,3 ,0 
16 ,26 ,1 ,21363 ,24988 ,10 ,8 ,1586 ,1590 ,3 ,0 
16 ,27 ,1 ,18831 ,22620 ,10 ,9 ,1742 ,1601 ,3 ,0 
10 ,18 ,1 ,20919 ,22668 ,29 ,83 ,59907 ,335817 ,3 ,0 
18 ,33 ,1 ,20190 ,23926 ,10 ,9 ,1568 ,1687 ,3 ,0 
16 ,30 ,1 ,22810 ,23937 ,14 ,8 ,2222 ,1760 ,3 ,0 
19 ,36 ,1 ,20353 ,22801 ,9 ,7 ,1585 ,1520 ,3 ,0 
18 ,27 ,1 ,19023 ,22141 ,13 ,9 ,2050 ,1628 ,3 ,0 
34 ,43 ,1 ,17257 ,20180 ,13 ,9 ,1897 ,1524 ,3 ,0 
25 ,34 ,1 ,17644 ,20763 ,13 ,9 ,2145 ,1897 ,3 ,0 
21 ,47 ,1 ,18542 ,22825 ,12 ,8 ,2012 ,1814 ,3 ,0 
9 ,8 ,1 ,22373 ,24394 ,13 ,9 ,2039 ,1684 ,3 ,0 
22 ,36 ,1 ,18467 ,22728 ,12 ,9 ,2043 ,1924 ,3 ,0 
13 ,17 ,1 ,17871 ,21229 ,12 ,9 ,1909 ,1650 ,3 ,0 
10 ,8 ,1 ,19782 ,23531 ,15 ,10 ,2241 ,1593 ,3 ,0 
0 ,0 ,1 ,32852 ,25126 ,6 ,1 ,588 ,71 ,3 ,1 
0 ,0 ,1 ,32529 ,24809 ,7 ,1 ,627 ,13 ,3 ,1 
7 ,8 ,1 ,17342 ,20803 ,11 ,10 ,1589 ,1539 ,3 ,0 
24 ,36 ,1 ,16819 ,19542 ,14 ,8 ,2238 ,1499 ,3 ,0 
7 ,8 ,1 ,20731 ,24746 ,11 ,10 ,1441 ,1461 ,3 ,0 
12 ,7 ,1 ,20100 ,21614 ,18 ,8 ,2696 ,1543 ,3 ,0 
15 ,31 ,1 ,15539 ,19720 ,10 ,8 ,1762 ,1974 ,3 ,0 
10 ,7 ,1 ,18408 ,22183 ,17 ,10 ,2350 ,1474 ,3 ,0 
6 ,4 ,1 ,16958 ,19225 ,10 ,8 ,1498 ,1299 ,3 ,0 
23 ,37 ,1 ,17334 ,18621 ,15 ,9 ,2462 ,1869 ,3 ,0 
12 ,12 ,1 ,16431 ,20253 ,13 ,9 ,1920 ,1537 ,3 ,0 
23 ,39 ,1 ,18321 ,21122 ,13 ,9 ,1951 ,1871 ,3 ,0 
18 ,35 ,1 ,15151 ,20610 ,13 ,9 ,1994 ,1553 ,3 ,0 
17 ,30 ,1 ,21382 ,21937 ,14 ,8 ,2101 ,1489 ,3 ,0 
15 ,30 ,1 ,22374 ,27323 ,11 ,8 ,1744 ,1301 ,3 ,0 
15 ,20 ,1 ,17424 ,21336 ,14 ,8 ,2388 ,1821 ,3 ,0 
10 ,5 ,1 ,19213 ,21799 ,15 ,7 ,2177 ,1166 ,3 ,0 
14 ,22 ,1 ,16009 ,20821 ,11 ,8 ,1816 ,1670 ,3 ,0 
18 ,27 ,1 ,13903 ,18429 ,12 ,9 ,2020 ,1959 ,3 ,0 
19 ,32 ,1 ,19305 ,21175 ,13 ,9 ,1823 ,1539 ,3 ,0 
24 ,35 ,1 ,18480 ,22785 ,13 ,10 ,2047 ,1657 ,3 ,0 
13 ,27 ,1 ,20281 ,23151 ,11 ,9 ,1718 ,1676 ,3 ,0 
13 ,21 ,1 ,23219 ,24485 ,8 ,7 ,1707 ,1908 ,3 ,0 
15 ,26 ,1 ,20312 ,21956 ,14 ,9 ,2116 ,1556 ,3 ,0 
14 ,14 ,2 ,15278 ,19766 ,14 ,9 ,2111 ,1519 ,3 ,0 
29 ,42 ,2 ,18542 ,22148 ,14 ,8 ,2636 ,2184 ,3 ,0 
24 ,36 ,2 ,17256 ,21469 ,9 ,8 ,1851 ,2187 ,3 ,0 
13 ,8 ,2 ,11461 ,16515 ,17 ,10 ,2437 ,1365 ,3 ,0 
22 ,34 ,1 ,21510 ,24015 ,11 ,8 ,1948 ,1972 ,3 ,0 
21 ,31 ,1 ,24897 ,27529 ,16 ,10 ,2478 ,1766 ,3 ,0 
18 ,33 ,1 ,22269 ,22702 ,11 ,10 ,1594 ,1567 ,3 ,0 
14 ,22 ,1 ,19133 ,22692 ,12 ,10 ,1800 ,1734 ,3 ,0 
16 ,27 ,1 ,21946 ,24611 ,13 ,9 ,2080 ,1850 ,3 ,0 
12 ,8 ,1 ,16641 ,21430 ,16 ,9 ,2192 ,1413 ,3 ,0 
8 ,9 ,1 ,21414 ,24139 ,15 ,13 ,11005 ,38488 ,3 ,0 
7 ,6 ,1 ,21215 ,23790 ,11 ,9 ,1855 ,1501 ,3 ,0 
0 ,0 ,1 ,30854 ,22960 ,7 ,1 ,555 ,26 ,3 ,1 
33 ,44 ,1 ,18997 ,21696 ,11 ,8 ,1819 ,2016 ,3 ,0 
0 ,0 ,1 ,32307 ,24584 ,6 ,1 ,631 ,208 ,3 ,1 
27 ,54 ,1 ,19366 ,21670 ,10 ,9 ,1405 ,1419 ,3 ,0 
28 ,43 ,1 ,20315 ,24957 ,12 ,9 ,2033 ,2211 ,3 ,0 
35 ,52 ,1 ,20773 ,22800 ,12 ,8 ,2036 ,2092 ,3 ,0 
24 ,39 ,1 ,21222 ,24612 ,13 ,9 ,1898 ,1433 ,3 ,0 
17 ,31 ,1 ,20344 ,23578 ,11 ,10 ,1628 ,1790 ,3 ,0 
7 ,7 ,1 ,15514 ,21256 ,10 ,9 ,1465 ,1378 ,3 ,0 
15 ,26 ,1 ,20359 ,23823 ,13 ,8 ,1887 ,1366 ,3 ,0 
12 ,18 ,1 ,17513 ,20139 ,9 ,6 ,1548 ,1551 ,3 ,0 
7 ,6 ,1 ,16418 ,22288 ,10 ,7 ,1727 ,1210 ,3 ,0 
32 ,62 ,1 ,21512 ,24330 ,9 ,8 ,1252 ,1327 ,3 ,0 
18 ,30 ,1 ,19328 ,22649 ,13 ,10 ,1930 ,1752 ,3 ,0 
18 ,32 ,1 ,20223 ,21441 ,10 ,9 ,1755 ,1970 ,3 ,0 
13 ,11 ,1 ,17789 ,20913 ,15 ,9 ,2204 ,1463 ,3 ,0 
15 ,21 ,1 ,21396 ,23398 ,13 ,9 ,1847 ,1596 ,3 ,0 
32 ,59 ,1 ,17381 ,23320 ,9 ,8 ,1297 ,1335 ,3 ,0 
8 ,9 ,1 ,20046 ,24814 ,8 ,9 ,1085 ,1318 ,3 ,0 
23 ,32 ,1 ,17692 ,20037 ,16 ,10 ,2083 ,1435 ,3 ,0 
17 ,31 ,2 ,20609 ,23587 ,10 ,8 ,1705 ,1841 ,3 ,0 
16 ,30 ,3 ,18180 ,23014 ,12 ,8 ,1988 ,1867 ,3 ,0 
18 ,33 ,1 ,20390 ,23744 ,12 ,9 ,1897 ,1712 ,3 ,0 
10 ,9 ,1 ,16954 ,22322 ,15 ,11 ,1991 ,1523 ,3 ,0 
11 ,9 ,1 ,20327 ,24035 ,14 ,9 ,2184 ,1480 ,3 ,0 
25 ,39 ,1 ,20962 ,24490 ,14 ,10 ,2015 ,1666 ,3 ,0 
17 ,18 ,1 ,18048 ,22928 ,14 ,11 ,2287 ,2021 ,3 ,0 
24 ,42 ,1 ,21253 ,23195 ,10 ,9 ,1544 ,1431 ,3 ,0 
7 ,6 ,1 ,17077 ,20488 ,11 ,9 ,1718 ,1396 ,3 ,0 
1 ,8 ,1 ,32691 ,24901 ,6 ,1 ,859 ,495 ,3 ,1 
0 ,0 ,1 ,32779 ,25010 ,6 ,1 ,811 ,465 ,3 ,1 
8 ,8 ,1 ,15856 ,21527 ,11 ,10 ,1602 ,1439 ,3 ,0 
8 ,5 ,1 ,16964 ,21289 ,11 ,7 ,1805 ,1293 ,3 ,0 
12 ,12 ,1 ,19609 ,21570 ,14 ,10 ,1884 ,1462 ,3 ,0 
10 ,5 ,1 ,17245 ,22010 ,14 ,6 ,2293 ,1096 ,3 ,0 
17 ,27 ,1 ,15710 ,19357 ,14 ,9 ,2064 ,1368 ,3 ,0 
9 ,8 ,1 ,15537 ,21030 ,14 ,10 ,2067 ,1532 ,3 ,0 
35 ,47 ,1 ,18838 ,20156 ,11 ,8 ,2255 ,2484 ,3 ,0 
31 ,45 ,1 ,18299 ,20050 ,9 ,7 ,1625 ,1697 ,3 ,0 
31 ,43 ,1 ,17271 ,19872 ,16 ,7 ,2436 ,1268 ,3 ,0 
20 ,33 ,1 ,20114 ,21056 ,12 ,10 ,2152 ,2223 ,3 ,0 
28 ,38 ,1 ,15396 ,19287 ,13 ,8 ,2368 ,2074 ,3 ,0 
5 ,8 ,1 ,14272 ,19176 ,8 ,8 ,1190 ,1464 ,3 ,0 
16 ,12 ,1 ,17988 ,21025 ,18 ,7 ,2952 ,1228 ,3 ,0 
16 ,27 ,1 ,18861 ,21663 ,11 ,10 ,1678 ,1919 ,3 ,0 
8 ,7 ,1 ,20477 ,23419 ,12 ,10 ,1617 ,1460 ,3 ,0 
6 ,9 ,1 ,21084 ,25039 ,10 ,7 ,1572 ,1125 ,3 ,0 
9 ,8 ,1 ,22016 ,25361 ,12 ,9 ,1722 ,1448 ,3 ,0 
17 ,34 ,1 ,15241 ,21288 ,9 ,10 ,1656 ,2238 ,3 ,0 
18 ,36 ,1 ,19523 ,23295 ,10 ,8 ,1644 ,1753 ,3 ,0 
14 ,14 ,1 ,24819 ,25726 ,16 ,9 ,2209 ,1290 ,3 ,0 
27 ,11 ,1 ,12791 ,18559 ,4 ,3 ,1036 ,3036 ,8 ,0 
9 ,8 ,1 ,19042 ,21500 ,13 ,9 ,2067 ,1731 ,3 ,0 
31 ,43 ,1 ,17648 ,21116 ,11 ,8 ,1724 ,1679 ,3 ,0 
26 ,40 ,2 ,16711 ,19902 ,11 ,9 ,1888 ,1926 ,3 ,0 
10 ,8 ,3 ,14308 ,19625 ,14 ,10 ,1997 ,1547 ,3 ,0 
28 ,42 ,1 ,15937 ,20678 ,12 ,9 ,1934 ,2021 ,3 ,0 
32 ,44 ,1 ,18870 ,22244 ,14 ,10 ,2344 ,1882 ,3 ,0 
21 ,40 ,1 ,23285 ,23599 ,8 ,7 ,1261 ,1568 ,3 ,0 
9 ,12 ,1 ,18618 ,20839 ,11 ,8 ,1771 ,1620 ,3 ,0 
12 ,12 ,1 ,16356 ,19737 ,11 ,11 ,2066 ,2188 ,6 ,0 
7 ,6 ,1 ,20651 ,22753 ,11 ,9 ,1594 ,1371 ,3 ,0 
23 ,38 ,1 ,17153 ,21126 ,13 ,10 ,2078 ,1861 ,3 ,0 
7 ,7 ,1 ,17473 ,19794 ,13 ,9 ,1792 ,1373 ,3 ,0 
18 ,31 ,1 ,16159 ,20069 ,12 ,11 ,1899 ,2123 ,3 ,0 
18 ,28 ,1 ,20283 ,24411 ,11 ,9 ,1878 ,1958 ,3 ,0 
26 ,43 ,1 ,19757 ,21799 ,12 ,5 ,1738 ,1079 ,3 ,0 
26 ,41 ,1 ,15115 ,18189 ,13 ,7 ,2227 ,1723 ,3 ,0 
6 ,4 ,1 ,26266 ,25786 ,13 ,7 ,1956 ,1201 ,3 ,0 
20 ,42 ,1 ,21942 ,23688 ,12 ,10 ,1787 ,1589 ,3 ,0 
22 ,35 ,1 ,21286 ,24360 ,14 ,8 ,2194 ,1689 ,3 ,0 
31 ,0 ,1 ,497 ,417 ,4 ,3 ,155 ,109 ,8 ,0 
18 ,34 ,1 ,16108 ,21373 ,11 ,9 ,1974 ,2004 ,3 ,0 
12 ,7 ,1 ,18488 ,21930 ,16 ,9 ,2471 ,1468 ,3 ,0 
17 ,29 ,1 ,14755 ,20176 ,14 ,10 ,2203 ,1684 ,3 ,0 
10 ,8 ,1 ,15334 ,19411 ,15 ,10 ,2051 ,1424 ,3 ,0 
26 ,42 ,1 ,16884 ,22088 ,14 ,8 ,2127 ,1596 ,3 ,0 
10 ,40 ,1 ,27417 ,22371 ,7 ,2 ,620 ,123 ,3 ,1 
21 ,38 ,1 ,20241 ,23210 ,11 ,9 ,1851 ,1766 ,3 ,0 
16 ,31 ,1 ,20810 ,23252 ,11 ,8 ,1535 ,1315 ,3 ,0 
24 ,35 ,1 ,19305 ,21684 ,15 ,10 ,2169 ,1528 ,3 ,0 
21 ,32 ,1 ,17984 ,20305 ,16 ,7 ,2360 ,1252 ,3 ,0 
21 ,43 ,1 ,19477 ,21900 ,16 ,8 ,2398 ,1354 ,3 ,0 
10 ,7 ,1 ,18768 ,21131 ,14 ,9 ,2065 ,1607 ,3 ,0 
0 ,0 ,1 ,32885 ,25155 ,7 ,1 ,864 ,498 ,3 ,1 
10 ,18 ,1 ,20458 ,23959 ,11 ,9 ,1755 ,1528 ,3 ,0 
6 ,8 ,1 ,18614 ,21887 ,9 ,9 ,1380 ,1310 ,3 ,0 
7 ,8 ,1 ,18325 ,22404 ,11 ,11 ,1580 ,1578 ,3 ,0 
22 ,45 ,1 ,14507 ,20913 ,12 ,9 ,1797 ,1612 ,3 ,0 
2 ,14 ,1 ,32652 ,24865 ,6 ,1 ,584 ,83 ,3 ,1 
0 ,0 ,1 ,32771 ,25002 ,6 ,1 ,589 ,70 ,3 ,1 
27 ,43 ,1 ,21758 ,23423 ,13 ,8 ,2081 ,1929 ,3 ,0 
26 ,38 ,1 ,16336 ,19666 ,12 ,8 ,2137 ,2066 ,3 ,0 
20 ,35 ,1 ,18865 ,24193 ,14 ,9 ,2325 ,1616 ,3 ,0 
21 ,33 ,1 ,18039 ,20916 ,13 ,8 ,2212 ,1575 ,3 ,0 
8 ,6 ,1 ,17922 ,22372 ,13 ,8 ,1978 ,1308 ,3 ,0 
9 ,6 ,1 ,16096 ,20256 ,11 ,8 ,1735 ,1386 ,3 ,0 
29 ,44 ,1 ,16543 ,18803 ,12 ,8 ,2311 ,2088 ,3 ,0 
9 ,8 ,1 ,20280 ,23362 ,13 ,10 ,1821 ,1521 ,3 ,0 
27 ,43 ,1 ,21679 ,25560 ,9 ,8 ,1715 ,2311 ,3 ,0 
33 ,91 ,1 ,21239 ,21851 ,9 ,8 ,1217 ,1353 ,3 ,0 
9 ,7 ,1 ,18991 ,22547 ,12 ,10 ,1730 ,1435 ,3 ,0 
34 ,51 ,1 ,20937 ,23530 ,16 ,8 ,2243 ,1397 ,3 ,0 
37 ,47 ,1 ,19042 ,23030 ,10 ,8 ,1807 ,1855 ,3 ,0 
19 ,32 ,1 ,21121 ,24929 ,13 ,8 ,2337 ,1952 ,3 ,0 
15 ,30 ,1 ,20622 ,22600 ,9 ,8 ,1385 ,1486 ,3 ,0 
25 ,41 ,1 ,14216 ,17091 ,10 ,9 ,1601 ,1817 ,3 ,0 
15 ,28 ,1 ,20277 ,22867 ,13 ,8 ,2147 ,1495 ,3 ,0 
25 ,43 ,1 ,17759 ,22683 ,10 ,10 ,1226 ,1477 ,3 ,0 
13 ,12 ,1 ,17675 ,20686 ,14 ,11 ,2062 ,1805 ,3 ,0 
17 ,27 ,1 ,20439 ,23145 ,14 ,9 ,2078 ,1391 ,3 ,0 
11 ,6 ,1 ,19249 ,20919 ,16 ,8 ,2404 ,1129 ,3 ,0 
20 ,30 ,1 ,20188 ,24177 ,15 ,7 ,2426 ,1369 ,3 ,0 
22 ,34 ,1 ,19244 ,23581 ,15 ,10 ,2215 ,1821 ,3 ,0 
28 ,40 ,1 ,22318 ,24325 ,12 ,9 ,1757 ,1510 ,3 ,0 
21 ,36 ,1 ,19909 ,22535 ,9 ,9 ,1252 ,1470 ,3 ,0 
21 ,35 ,1 ,18351 ,21909 ,9 ,8 ,1513 ,1847 ,3 ,0 
27 ,35 ,1 ,18376 ,22932 ,15 ,8 ,2228 ,1754 ,3 ,0 
6 ,8 ,1 ,14238 ,18845 ,8 ,8 ,1222 ,1324 ,3 ,0 
20 ,30 ,1 ,18956 ,21599 ,17 ,8 ,2719 ,1802 ,3 ,0 
22 ,36 ,1 ,16515 ,18044 ,16 ,8 ,2484 ,1321 ,3 ,0 
11 ,6 ,1 ,16290 ,22301 ,17 ,7 ,2622 ,1229 ,3 ,0 
0 ,0 ,1 ,32312 ,24567 ,7 ,1 ,598 ,162 ,3 ,1 
0 ,0 ,1 ,32315 ,24592 ,6 ,1 ,1152 ,575 ,3 ,1 
26 ,35 ,1 ,21495 ,25391 ,18 ,8 ,2368 ,1258 ,3 ,0 
26 ,37 ,1 ,20268 ,24661 ,14 ,9 ,2021 ,1264 ,3 ,0 
29 ,43 ,1 ,18309 ,22873 ,10 ,7 ,2111 ,2038 ,3 ,0 
14 ,11 ,1 ,21347 ,22233 ,13 ,10 ,1876 ,1589 ,3 ,0 
11 ,10 ,1 ,19861 ,24108 ,13 ,10 ,1802 ,1503 ,3 ,0 
19 ,34 ,1 ,18988 ,21208 ,10 ,8 ,1295 ,1325 ,3 ,0 
28 ,35 ,1 ,23572 ,25629 ,14 ,9 ,2246 ,1536 ,3 ,0 
19 ,28 ,1 ,18746 ,22340 ,15 ,10 ,2048 ,1426 ,3 ,0 
9 ,5 ,1 ,17794 ,20378 ,15 ,7 ,2283 ,1151 ,3 ,0 
6 ,7 ,1 ,21527 ,22051 ,11 ,9 ,1582 ,1415 ,3 ,0 
16 ,31 ,1 ,15351 ,19711 ,10 ,8 ,1534 ,1375 ,3 ,0 
12 ,11 ,1 ,16555 ,21191 ,11 ,10 ,1599 ,1572 ,3 ,0 
5 ,8 ,1 ,11351 ,17304 ,9 ,10 ,1141 ,1453 ,3 ,0 
9 ,8 ,1 ,23807 ,26193 ,11 ,10 ,1589 ,1409 ,3 ,0 
17 ,27 ,1 ,21847 ,23650 ,17 ,8 ,2677 ,1619 ,3 ,0 
18 ,28 ,1 ,15201 ,18759 ,12 ,8 ,2150 ,1944 ,3 ,0 
44 ,48 ,1 ,18285 ,21637 ,16 ,8 ,2626 ,1820 ,3 ,0 
21 ,39 ,1 ,18171 ,21738 ,16 ,13 ,2732 ,2601 ,3 ,0 
21 ,41 ,1 ,18519 ,23772 ,10 ,8 ,1292 ,1200 ,3 ,0 
29 ,44 ,1 ,16358 ,19511 ,9 ,7 ,1840 ,2222 ,3 ,0 
0 ,0 ,1 ,32242 ,25130 ,6 ,1 ,591 ,69 ,3 ,1 
19 ,30 ,1 ,19526 ,23656 ,14 ,8 ,2184 ,1381 ,3 ,0 
15 ,26 ,1 ,16526 ,20298 ,14 ,11 ,2178 ,1753 ,3 ,0 
8 ,6 ,1 ,21687 ,23098 ,13 ,8 ,1960 ,1222 ,3 ,0 
8 ,8 ,1 ,18219 ,21218 ,10 ,9 ,1593 ,1688 ,3 ,0 
25 ,40 ,1 ,19598 ,22518 ,9 ,8 ,1733 ,2299 ,3 ,0 
8 ,7 ,1 ,18938 ,22511 ,12 ,9 ,1948 ,1467 ,3 ,0 
22 ,40 ,1 ,22621 ,24470 ,10 ,8 ,1881 ,1760 ,3 ,0 
31 ,48 ,1 ,19443 ,22654 ,12 ,10 ,1843 ,1753 ,3 ,0 
12 ,11 ,1 ,18752 ,21799 ,14 ,12 ,1834 ,1752 ,3 ,0 
14 ,26 ,1 ,20086 ,24128 ,10 ,8 ,1559 ,1952 ,3 ,0 
31 ,41 ,1 ,23666 ,24905 ,15 ,10 ,2657 ,2080 ,3 ,0 
14 ,30 ,1 ,19088 ,22178 ,12 ,7 ,1987 ,1388 ,3 ,0 
18 ,26 ,1 ,19935 ,23179 ,12 ,9 ,1899 ,1865 ,3 ,0 
22 ,30 ,1 ,20902 ,22758 ,14 ,9 ,2206 ,1706 ,3 ,0 
8 ,8 ,1 ,15207 ,19067 ,12 ,10 ,1832 ,1669 ,3 ,0 
11 ,6 ,1 ,16991 ,21521 ,18 ,7 ,2488 ,1177 ,3 ,0 
8 ,6 ,1 ,19265 ,22235 ,12 ,9 ,1827 ,1458 ,3 ,0 
18 ,33 ,1 ,21537 ,23242 ,9 ,8 ,1534 ,1786 ,3 ,0 
20 ,39 ,1 ,13354 ,18839 ,6 ,8 ,1107 ,1894 ,2 ,0 
21 ,36 ,1 ,22320 ,24156 ,12 ,10 ,1895 ,2005 ,3 ,0 
6 ,5 ,1 ,20772 ,21194 ,11 ,8 ,1711 ,1367 ,3 ,0 
23 ,38 ,1 ,23001 ,24634 ,14 ,8 ,2472 ,1999 ,3 ,0 
18 ,29 ,1 ,19949 ,22272 ,15 ,8 ,2177 ,1379 ,3 ,0 
19 ,34 ,1 ,19688 ,23053 ,12 ,11 ,1568 ,1610 ,3 ,0 
28 ,54 ,1 ,20663 ,23347 ,14 ,10 ,2052 ,1490 ,3 ,0 
12 ,10 ,1 ,19415 ,21937 ,15 ,10 ,2141 ,1494 ,3 ,0 
8 ,8 ,1 ,25484 ,26241 ,14 ,10 ,2010 ,1530 ,3 ,0 
6 ,8 ,1 ,16896 ,21309 ,10 ,9 ,1351 ,1375 ,3 ,0 
16 ,31 ,1 ,22345 ,24416 ,11 ,9 ,1833 ,1905 ,3 ,0 
21 ,34 ,1 ,21427 ,23013 ,16 ,7 ,2485 ,1445 ,3 ,0 
5 ,7 ,1 ,17914 ,20468 ,9 ,10 ,1208 ,1472 ,10 ,0 
13 ,28 ,1 ,17581 ,20930 ,11 ,8 ,1746 ,1414 ,3 ,0 
15 ,31 ,1 ,18512 ,22033 ,12 ,9 ,1822 ,1660 ,3 ,0 
12 ,8 ,1 ,17247 ,23123 ,15 ,9 ,2255 ,1383 ,3 ,0 
9 ,8 ,1 ,17926 ,24187 ,14 ,10 ,1944 ,1398 ,3 ,0 
8 ,10 ,1 ,15951 ,20005 ,7 ,8 ,1087 ,1315 ,3 ,0 
16 ,13 ,1 ,21205 ,22086 ,16 ,8 ,2390 ,1183 ,3 ,0 
34 ,58 ,1 ,32231 ,24484 ,6 ,2 ,479 ,203 ,3 ,1 
24 ,37 ,1 ,23272 ,25635 ,13 ,8 ,2230 ,1764 ,3 ,0 
23 ,38 ,1 ,21390 ,24285 ,13 ,9 ,2067 ,1719 ,3 ,0 
8 ,6 ,1 ,25254 ,25605 ,12 ,8 ,1941 ,1405 ,3 ,0 
14 ,8 ,1 ,22698 ,24525 ,16 ,7 ,2327 ,1049 ,3 ,0 
23 ,37 ,1 ,14988 ,18476 ,10 ,9 ,1706 ,1776 ,3 ,0 
29 ,43 ,1 ,20587 ,22762 ,14 ,10 ,1798 ,1456 ,3 ,0 
29 ,47 ,1 ,22576 ,23198 ,9 ,7 ,1842 ,2557 ,3 ,0 
20 ,37 ,1 ,20378 ,22725 ,11 ,10 ,1627 ,1595 ,3 ,0 
15 ,28 ,1 ,18974 ,22962 ,12 ,9 ,1901 ,1491 ,3 ,0 
41 ,50 ,1 ,21807 ,24052 ,12 ,8 ,2214 ,2205 ,3 ,0 
19 ,27 ,1 ,17646 ,21843 ,16 ,7 ,2460 ,1350 ,3 ,0 
10 ,7 ,1 ,16823 ,21886 ,13 ,9 ,2004 ,1530 ,3 ,0 
29 ,44 ,1 ,18358 ,20755 ,14 ,10 ,1990 ,1537 ,3 ,0 
44 ,56 ,1 ,18782 ,22621 ,9 ,6 ,1738 ,2055 ,3 ,0 
17 ,28 ,1 ,19842 ,21284 ,14 ,10 ,1913 ,1564 ,3 ,0 
19 ,25 ,1 ,20701 ,24208 ,10 ,9 ,1753 ,1888 ,3 ,0 
17 ,34 ,1 ,11626 ,15544 ,7 ,7 ,1129 ,1334 ,3 ,0 
29 ,48 ,1 ,20736 ,22542 ,10 ,9 ,1670 ,1726 ,3 ,0 
30 ,41 ,1 ,18447 ,23332 ,16 ,8 ,2377 ,1268 ,3 ,0 
13 ,14 ,1 ,23240 ,24787 ,14 ,9 ,2079 ,1362 ,3 ,0 
19 ,31 ,1 ,20302 ,22537 ,13 ,7 ,2170 ,1548 ,3 ,0 
11 ,7 ,1 ,17359 ,21177 ,16 ,8 ,2302 ,1433 ,3 ,0 
24 ,38 ,1 ,15341 ,18814 ,13 ,8 ,2328 ,1953 ,3 ,0 
14 ,28 ,1 ,19972 ,24112 ,11 ,9 ,1581 ,1325 ,3 ,0 
4 ,6 ,1 ,20515 ,24237 ,6 ,7 ,1075 ,1308 ,3 ,0 
11 ,7 ,1 ,14224 ,19411 ,17 ,8 ,2487 ,1217 ,3 ,0 
14 ,29 ,1 ,16523 ,20339 ,10 ,8 ,1808 ,1828 ,3 ,0 
6 ,6 ,1 ,17846 ,20321 ,10 ,9 ,1607 ,1804 ,3 ,0 
