B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,class,A1
14,9,16898,21708,16898,21708,13,8,2093,1671,0,3
8,6,16991,21642,15360,21130,14,9,2212,1550,0,3
19,32,21536,23975,21536,23975,11,9,2042,2106,0,3
25,38,20178,22059,20178,22059,10,8,1717,1877,0,3
15,32,21930,25632,21930,25632,10,9,1646,1964,0,3
9,7,19531,21407,19519,21415,14,8,1946,1318,0,3
25,37,19233,22133,19233,22133,14,7,2299,1342,0,3
17,35,21217,22819,21217,22819,9,9,1365,1479,0,3
15,30,19876,21823,18926,21964,11,7,1843,1507,0,3
10,6,19015,22887,19015,22887,16,7,2504,1263,0,3
25,35,18192,21193,18192,21193,14,8,2541,2139,0,3
15,13,22282,23994,22282,23994,17,8,2625,1399,0,3
22,36,17654,21726,17654,21726,12,9,1787,1470,0,3
19,29,12213,15355,12213,15355,14,8,2434,1946,0,3
25,38,20496,21696,20496,21696,14,7,2385,1619,0,3
16,25,21084,22022,21084,22022,13,6,2453,1788,0,3
26,43,17413,21144,17413,21144,13,7,2202,1674,0,3
15,24,19640,23085,19639,23085,16,8,2622,1605,0,3
31,59,17919,22265,17919,22265,9,8,1713,1986,0,3
26,40,17024,21314,17024,21314,14,7,2363,1607,0,3
25,36,15685,20388,15685,20388,12,8,1774,1355,0,3
9,7,18256,21529,18256,21529,14,8,2338,1567,0,3
8,7,22017,24459,22016,24460,13,10,1961,1578,0,3
25,39,16659,20614,16397,20755,14,8,2251,1577,0,3
11,8,19084,22591,19084,22591,14,9,2271,1801,0,3
17,35,20220,24152,19185,23906,14,7,2164,1354,0,3
6,7,20028,21879,20028,21879,10,9,1405,1415,0,3
14,15,23154,25358,21518,24998,13,7,2195,1710,0,3
0,0,32863,25124,32863,25124,6,0,1154,573,1,3
32,36,19033,22997,19033,22997,15,9,2407,1948,0,3
16,24,19616,22279,19616,22279,13,7,2296,1794,0,3
10,6,19747,24557,19747,24557,13,8,2048,1362,0,3
17,29,13257,19146,13257,19146,11,10,1672,1680,0,3
26,40,15754,20987,15754,20987,14,9,1868,1428,0,3
11,8,17597,22572,17597,22572,15,7,2349,1418,0,3
10,7,21197,24708,20060,24864,16,8,2319,1215,0,3
9,7,19105,23133,19105,23133,14,9,2115,1487,0,3
9,7,15843,20726,15843,20726,11,7,1767,1365,0,3
13,28,15916,20268,15916,20268,9,9,1487,1868,0,3
17,35,21039,23035,18357,22185,8,8,1642,1618,0,3
27,41,18726,22497,18719,22501,8,7,1615,2258,0,3
6,7,19379,22334,17125,21466,10,10,1433,1525,0,3
20,34,17688,22248,17688,22248,13,9,1982,1477,0,3
34,47,16924,18244,16924,18244,11,8,1865,1692,0,3
21,34,18630,20824,18630,20824,15,8,2294,1431,0,3
14,24,19647,22459,19647,22459,13,7,2207,1409,0,3
5,6,21842,22222,21842,22222,7,8,974,1292,0,3
31,47,21459,24954,21459,24954,10,8,1566,1653,0,3
17,30,21091,24952,21091,24952,13,9,2257,2012,0,3
0,0,33059,25332,33059,25332,6,0,591,69,1,3
0,0,33125,25406,33125,25406,6,0,625,15,1,3
15,26,20973,22283,20973,22283,12,8,2273,1807,0,3
7,7,18731,21821,18731,21821,11,9,1737,1399,0,3
30,45,20726,23786,20722,23789,12,8,2439,2211,0,3
9,5,20913,22668,20913,22668,14,7,2201,1199,0,3
17,28,18115,21410,18115,21410,13,9,2284,1917,0,3
9,8,20008,21956,16140,20679,12,10,1648,1521,0,3
10,5,16261,20540,16261,20540,14,7,2342,1345,0,3
18,32,18786,23381,18784,23381,10,9,2000,2181,0,3
19,32,19994,21780,19994,21780,14,9,2312,1955,0,3
17,33,23866,24682,23866,24682,9,7,1732,1989,0,3
11,7,18633,23352,18633,23352,15,8,2448,1446,0,3
15,13,18510,21008,18510,21008,13,8,1933,1393,0,3
8,8,17512,20628,16245,20330,9,9,1493,1654,0,3
16,27,18465,22067,18465,22067,12,7,1842,1271,0,3
16,31,16165,18912,16164,18912,8,9,1247,1578,0,3
20,27,16363,21571,16364,21571,14,7,2450,1799,0,3
13,19,20135,22622,20118,22633,11,9,1970,1979,0,3
26,41,20286,21754,20286,21754,12,8,2189,2134,0,3
9,7,19114,21595,19114,21595,12,8,1813,1325,0,3
25,39,17989,22514,17982,22517,12,7,2133,1620,0,3
7,6,22528,24684,20766,24007,13,8,1982,1426,0,3
9,8,19257,20670,19257,20670,13,9,2099,1686,0,3
25,36,21444,23556,19206,23392,9,8,2085,2166,0,3
24,38,21656,23247,21656,23247,12,9,1861,1527,0,3
7,7,17397,21301,17397,21301,11,9,1711,1470,0,3
17,30,18401,21874,18401,21874,11,8,1770,1632,0,3
19,24,16698,21326,16689,21331,17,8,2588,1283,0,3
6,6,18701,23434,15948,21842,11,9,1619,1548,0,3
17,31,19581,22307,19655,22246,12,7,1789,1283,0,3
20,27,21065,22748,21065,22748,16,9,2561,1762,0,3
12,28,17696,21628,17696,21628,8,8,1273,1412,0,3
23,36,16685,18561,16685,18561,13,10,2020,1665,0,3
7,6,23130,24478,23130,24478,10,8,1818,1674,0,3
9,5,21379,23490,21379,23490,13,8,2007,1255,0,3
10,8,17963,20854,17963,20854,14,8,2199,1448,0,3
24,37,19062,22036,19062,22036,14,9,2104,1666,0,3
0,0,32859,25110,32859,25110,6,0,600,61,1,3
12,17,20607,22767,20607,22767,11,8,1786,1420,0,3
28,43,21098,24568,21098,24568,10,8,1689,1614,0,3
21,40,18641,21548,18630,21555,15,9,2217,1402,0,3
23,40,17875,20569,17875,20569,12,8,2272,2095,0,3
10,5,21877,24393,21877,24393,13,8,2191,1511,0,3
28,40,21723,23242,21723,23242,14,7,2325,1649,0,3
19,30,20887,22185,20887,22185,11,10,1801,1730,0,3
24,41,21391,22810,21391,22810,12,9,2076,1883,0,3
11,14,15656,20019,15440,20148,11,9,1807,1615,0,3
15,29,19346,21065,19346,21065,11,9,1733,1578,0,3
31,45,20693,23195,20693,23195,13,8,2183,1664,0,3
19,33,16847,18465,16847,18465,13,8,2104,1452,0,3
9,7,16084,21439,16084,21439,12,9,2006,1630,0,3
17,23,15578,18853,15578,18853,11,8,2412,2249,0,3
20,33,20712,23753,20712,23753,13,8,2415,2060,0,3
15,30,18150,20634,16049,19327,10,9,1634,1880,0,3
24,40,20397,22415,20397,22415,12,7,2240,2185,0,3
22,31,20303,22339,20303,22339,15,8,2373,1694,0,3
23,41,17585,20645,17585,20645,10,9,1432,1564,0,3
14,13,19715,24763,19715,24763,14,7,2471,1468,0,3
11,9,18196,20303,18195,20303,14,8,2240,1438,0,3
10,8,17122,21226,17122,21226,15,9,2157,1328,0,3
13,19,14115,18864,14115,18864,8,9,1385,1712,0,1
5,4,19737,24090,19737,24090,10,7,1731,1373,0,3
45,56,20123,20992,20123,20992,9,8,1679,2036,0,3
9,6,18836,22293,19238,22379,12,9,1915,1430,0,3
26,48,19287,21693,19287,21693,13,7,1943,1314,0,3
7,9,17618,19280,17618,19280,11,11,1569,1804,0,2
24,38,16699,21737,16699,21737,9,8,1478,1577,0,3
12,24,19443,22838,18550,22741,12,8,1818,1426,0,3
15,29,18879,22166,18879,22166,11,8,2108,1932,0,3
11,10,19504,22763,19504,22763,14,11,1978,1562,0,3
6,6,9132,13277,9132,13277,10,8,1812,1559,0,3
15,30,18599,21369,18599,21369,12,8,1867,1458,0,3
7,8,21255,23735,19391,22815,9,9,1412,1529,0,3
16,26,20543,24744,21247,24501,13,8,2207,1847,0,3
23,46,20619,22805,20619,22805,13,8,2063,1607,0,3
9,11,14023,16579,14455,16325,11,9,1967,2046,0,3
11,6,18132,22868,18132,22867,17,7,2641,1179,0,3
21,31,17846,22430,17846,22430,12,8,2272,2077,0,3
5,5,20144,21941,20144,21941,11,8,1740,1293,0,3
17,31,18461,21615,18461,21615,12,10,1674,1455,0,3
11,6,19879,22682,19879,22682,17,8,2681,1284,0,3
5,8,22214,21879,22214,21879,8,10,998,1431,0,2
18,33,20619,23329,20681,23295,9,7,1795,1937,0,3
6,6,18844,23709,18841,23710,11,9,1803,1562,0,3
15,30,16318,22127,16318,22127,11,8,1588,1399,0,3
19,28,19722,22776,19722,22776,15,8,2345,1396,0,3
24,44,18734,21560,18734,21560,7,7,1339,1797,0,3
22,31,16491,22901,16491,22901,16,8,2268,1292,0,3
49,56,17075,20085,17075,20085,9,7,1634,2009,0,3
7,7,23683,23496,23683,23496,11,8,1663,1377,0,3
18,30,16057,21121,14373,19865,10,9,1571,1754,0,3
8,5,19395,24217,18698,24420,11,8,1696,1574,0,3
17,31,15674,21323,13596,19848,9,8,1341,1381,0,3
11,7,21763,25233,21763,25233,15,10,2064,1546,0,3
12,13,19333,24416,19333,24416,10,9,1806,1830,0,3
27,43,18248,21105,16619,20145,11,7,2134,2033,0,3
24,41,19998,22148,19998,22148,13,8,2070,1581,0,3
22,39,19324,23488,19324,23488,9,8,1582,1678,0,3
20,30,18123,22371,18124,22371,16,9,2363,1300,0,3
11,9,18550,22356,18550,22356,13,9,1911,1450,0,3
16,28,20438,23298,20438,23298,13,8,2187,1930,0,3
20,21,17320,19282,17320,19282,14,9,2553,2019,0,3
7,6,16531,21005,16531,21005,11,9,1753,1426,0,3
25,43,13722,17702,13722,17702,8,8,1489,2139,0,3
22,32,23254,25021,23254,25021,13,8,2638,2350,0,3
17,31,17329,20695,15891,20650,13,6,2137,1347,0,3
11,10,15299,20561,15299,20561,10,8,1482,1311,0,3
50,58,19546,23709,19546,23709,9,8,1914,2264,0,3
31,46,16689,18781,16689,18781,9,7,2226,2493,0,3
12,6,19188,22881,19188,22881,18,7,2563,1108,0,3
6,6,11226,15060,11226,15060,6,7,1169,1645,0,4
18,28,15786,20037,15786,20037,10,8,1589,1320,0,3
0,0,28222,22123,28222,22123,6,0,586,68,1,3
12,8,14446,17314,14446,17314,17,7,2671,1168,0,3
12,10,16902,20573,16902,20573,12,9,1794,1402,0,3
8,7,19760,22191,19760,22191,9,9,1473,1497,0,3
22,33,19686,23384,19686,23384,13,9,2219,1655,0,3
16,22,18241,20698,18241,20698,14,11,2231,1954,0,3
15,17,16218,18229,16218,18229,16,6,2707,1443,0,3
20,37,20970,23915,20092,24051,10,9,1572,1487,0,3
11,6,17130,19629,17130,19629,16,8,2428,1567,0,3
12,11,18633,20892,18633,20892,11,7,1895,1745,0,3
10,9,20850,23419,20850,23419,15,10,2212,1670,0,3
9,7,16508,19880,16508,19880,14,9,2021,1467,0,3
0,3,32719,24919,32719,24919,6,0,589,69,1,3
0,0,32701,24935,32701,24935,6,0,590,71,1,3
23,41,18397,23451,18394,23452,6,8,1024,1314,0,6
13,31,18698,19828,18698,19828,5,6,763,1122,0,3
9,12,18972,23622,18902,23673,12,9,2075,1752,0,3
9,7,21327,23624,21327,23624,10,7,1436,1341,0,3
25,39,18955,21091,18955,21091,12,8,2369,2169,0,3
25,38,18673,21997,18673,21997,12,9,2146,2292,0,3
9,9,19551,22869,20328,24194,9,8,1354,1441,0,3
32,46,16870,19644,16870,19644,11,7,1984,1871,0,3
15,28,21722,24560,21723,24560,10,8,1813,1725,0,3
14,26,14517,20648,14517,20648,10,8,1564,1425,0,3
20,27,15080,21148,15079,21148,15,9,2327,1750,0,3
13,29,15389,20178,15390,20178,10,8,1637,1558,0,3
16,35,18012,22671,17885,22749,10,10,1668,1765,0,3
20,31,18085,19941,18085,19941,16,9,2233,1341,0,3
23,39,20048,20914,17439,20793,12,7,2198,1898,0,3
15,30,19311,21815,19311,21815,9,8,1480,1344,0,3
11,6,19354,23837,19354,23837,15,9,2323,1522,0,3
9,9,16086,19904,16086,19904,14,11,1918,1669,0,3
14,13,17009,20233,17009,20233,14,14,2537,2586,0,3
8,10,18663,20850,18663,20850,12,8,2059,1536,0,3
15,19,13461,18263,13461,18263,13,7,2186,1504,0,3
29,45,19179,20668,19179,20668,12,6,2372,2066,0,3
6,4,16470,19948,16383,19995,13,6,2146,988,0,3
11,16,16900,18386,16900,18386,10,7,1895,1715,0,3
25,43,20117,22660,20117,22660,10,9,1605,1381,0,3
32,41,18614,22816,18614,22816,14,7,2569,1941,0,3
13,13,27997,28407,27997,28407,7,7,1013,1246,0,3
27,38,17798,21415,17798,21415,15,7,2742,1917,0,3
14,30,21291,22105,21291,22105,11,8,1948,2042,0,3
9,8,19048,21403,19048,21403,12,9,1912,1613,0,3
23,40,23379,23315,23379,23315,9,10,1786,2223,0,3
19,36,21466,22567,20309,22413,11,9,1677,1494,0,3
13,18,20212,22944,20212,22944,14,8,2148,1444,0,3
18,28,21917,24054,21917,24054,13,9,1984,1380,0,3
20,29,16596,21579,16596,21579,15,9,2416,1853,0,3
4,4,18546,22309,18546,22309,8,7,1313,1413,0,3
20,31,16775,22278,16774,22278,14,10,1973,1443,0,3
7,8,22655,24473,22655,24473,10,9,1396,1382,0,3
19,30,21570,24351,21570,24351,11,8,2030,1927,0,3
9,7,17629,19831,17629,19831,13,9,2015,1357,0,3
21,36,21947,24861,21947,24861,11,7,1913,1775,0,3
30,48,18556,20870,18556,20870,9,6,1987,2329,0,3
14,27,19175,22873,19175,22873,13,7,2038,1278,0,3
29,44,17985,20986,18154,20855,10,8,2112,2341,0,3
25,32,21242,24336,21242,24336,14,7,2372,1523,0,3
6,5,21352,22790,21352,22790,11,8,1669,1424,0,3
15,24,19480,23298,19480,23298,9,9,1650,2192,0,3
11,7,17775,21620,17775,21620,16,8,2323,1309,0,3
23,36,16105,18999,16105,18999,10,9,1640,1661,0,3
25,41,20991,23139,20991,23139,12,9,1897,1732,0,3
12,7,15981,20809,15981,20809,17,8,2609,1206,0,3
11,5,21795,24263,21795,24263,17,6,2613,1031,0,3
8,7,16420,20728,14769,20234,12,10,1766,1494,0,3
3,24,32096,24992,32096,24992,6,1,602,108,1,3
16,27,19342,23681,19342,23681,13,8,2064,1740,0,3
43,43,18561,23796,16843,23824,12,9,2536,2642,0,3
20,30,17891,22409,17891,22409,13,8,2362,1965,0,3
11,9,18600,23182,18598,23182,12,9,2055,1701,0,3
0,10,32656,24859,32656,24859,6,0,866,500,1,3
0,0,32713,24946,32713,24946,6,0,811,465,1,3
14,11,23374,24455,23374,24455,14,6,2090,1130,0,3
17,25,19849,23586,19849,23586,15,7,2409,1313,0,3
33,34,15125,17754,15125,17754,8,6,2158,2657,0,3
9,8,19470,22161,19470,22161,13,10,1801,1515,0,3
16,20,17836,21584,17836,21584,13,8,2150,1994,0,3
9,21,20489,24668,20489,24668,7,7,992,1190,0,3
26,41,18468,21438,18468,21438,10,9,1607,1661,0,3
34,41,17531,18767,17520,18773,11,9,2341,2419,0,3
9,8,19930,23249,19865,23152,12,8,1734,1392,0,3
22,32,19334,21798,19334,21798,14,9,2345,1871,0,3
8,4,21242,22243,21242,22243,13,7,2014,1270,0,3
16,32,19756,24041,18695,24243,9,9,1683,2027,0,3
8,6,15701,17749,15701,17749,14,8,2051,1311,0,3
8,7,18243,24542,18243,24542,14,9,1930,1438,0,3
16,24,15908,19358,15903,19361,13,10,1963,1528,0,3
19,29,24043,25271,24043,25271,13,8,2267,1786,0,3
14,25,15749,19214,15749,19214,12,8,1732,1420,0,3
21,36,18803,22326,18803,22326,9,9,1583,1751,0,3
14,19,21863,23568,21863,23568,14,8,2341,1637,0,3
21,36,19726,22399,19726,22399,11,6,1777,1276,0,3
29,40,20389,22708,20389,22708,14,9,2293,1920,0,3
20,36,17245,20750,17245,20750,12,8,2079,2136,0,3
10,10,17039,21494,17039,21494,13,8,2061,1319,0,3
18,27,21546,23277,21546,23277,10,8,2016,2075,0,3
14,27,20518,23386,20518,23386,12,7,2146,1759,0,3
9,17,10696,17332,10697,17332,5,8,728,1134,0,10
12,12,22725,23917,21470,24054,12,11,2163,2289,0,3
17,29,19137,22322,19137,22322,13,8,2066,1497,0,3
7,7,18200,20359,17377,20402,10,9,1458,1447,0,3
19,29,22779,24194,22779,24194,14,8,2122,1492,0,3
9,7,19633,23133,19633,23133,13,9,1942,1502,0,3
7,20,32943,25204,32943,25204,6,0,584,65,1,3
17,29,16188,20319,15244,20347,13,9,1871,1512,0,3
17,31,17723,21050,17722,21050,12,8,1931,1629,0,3
7,7,20014,22480,18535,22081,12,9,1782,1411,0,3
26,33,18738,23095,18738,23095,15,9,2392,1899,0,3
15,35,13802,17614,13864,17589,7,9,1203,1769,0,3
13,32,24265,22413,24265,22413,7,8,1182,1421,0,3
9,6,17878,22407,17878,22407,14,8,2283,1676,0,3
17,28,15730,19669,15657,19703,11,9,2042,1943,0,3
6,6,14791,19537,14787,19539,10,9,1470,1382,0,3
8,6,23377,24347,23377,24347,13,8,1910,1273,0,3
20,30,21467,23744,21467,23744,11,8,1623,1472,0,3
27,42,17451,20848,17451,20848,10,8,1668,1579,0,3
32,48,24254,24396,24254,24396,11,7,1776,1313,0,3
19,37,21460,21064,21460,21064,9,8,1664,2100,0,3
35,46,18330,22392,18330,22392,11,10,1766,2062,0,3
28,42,18142,22263,18142,22263,14,7,2436,1826,0,3
8,7,17764,21190,17764,21190,13,9,1962,1490,0,3
15,23,20602,24170,18255,23116,13,8,2088,1542,0,3
16,31,17312,23050,17302,23056,9,9,1343,1408,0,3
15,30,23114,25906,23114,25906,10,8,1740,1908,0,3
16,29,16365,19605,16365,19605,12,8,1881,1406,0,3
0,0,32756,25038,32756,25038,6,0,863,498,1,3
19,27,17310,19464,17310,19464,17,9,2584,1800,0,3
14,26,18966,21852,18966,21852,13,9,2027,1556,0,3
20,28,17921,21474,17921,21474,17,7,2814,1380,0,3
17,20,23283,25524,23283,25524,14,7,2423,1840,0,3
17,31,22470,24986,22470,24986,13,8,2210,1859,0,3
12,32,16422,18790,14983,18427,6,8,988,1243,0,3
5,7,24188,25682,24188,25682,8,9,1295,1547,0,3
21,37,19821,20506,19821,20506,12,9,2363,2374,0,3
6,6,23852,25992,23852,25992,11,8,1610,1373,0,3
18,28,19960,21992,19960,21992,15,7,2228,1177,0,3
18,18,24912,25653,24912,25653,13,8,1927,1255,0,3
30,41,18449,20961,18449,20961,16,7,2301,1103,0,3
20,36,20287,22652,18834,22101,11,8,2031,1991,0,3
9,8,19856,24316,19856,24316,12,9,1774,1408,0,3
17,31,13004,15992,13004,15992,11,10,1561,1526,0,3
17,25,23221,24192,23221,24192,10,7,2103,2097,0,3
24,35,21178,24996,21178,24996,11,9,2049,2231,0,3
37,44,21552,24763,21552,24763,11,8,2240,2333,0,3
8,5,20540,22813,20541,22812,14,8,2269,1465,0,3
20,28,18253,22052,18253,22052,17,8,2495,1160,0,3
8,7,16120,20861,16120,20861,12,9,1773,1414,0,3
9,8,19277,23725,19277,23725,14,10,2035,1492,0,3
13,20,17385,21403,17385,21403,13,8,2176,1584,0,3
20,16,19943,22719,19943,22719,17,7,2668,1338,0,3
23,49,19256,23011,19256,23011,11,9,1642,1468,0,3
27,41,24228,24750,24228,24750,9,7,1528,1866,0,3
13,21,14863,19560,14863,19560,8,7,1292,1533,0,3
30,44,21050,23609,21050,23609,10,7,1811,1614,0,3
18,30,22316,24721,22316,24721,15,8,2378,1316,0,3
5,4,20348,22520,18414,22820,12,7,1956,1268,0,3
9,7,16258,20996,16258,20996,12,10,1956,1733,0,3
22,35,18854,21164,18854,21164,15,4,2804,1661,0,3
15,22,18045,21996,18045,21996,14,8,2132,1288,0,3
39,44,16412,23600,14719,23248,16,9,2441,1523,0,3
25,36,23073,24513,23073,24513,10,7,2051,2233,0,3
7,7,21808,22449,19122,21434,11,9,1739,1452,0,3
14,26,21051,24019,19623,23697,10,7,1584,1379,0,3
16,31,17690,19282,17690,19282,11,9,1964,1817,0,3
0,0,32334,24612,32334,24612,6,0,1152,573,1,3
26,36,21072,23566,21072,23566,13,9,1809,1474,0,3
12,17,22597,25018,22597,25018,13,9,2213,1824,0,3
17,42,18942,21166,18941,21166,13,8,1954,1335,0,3
27,44,21216,23454,21216,23454,11,9,1755,1528,0,3
7,7,17470,20929,17470,20929,10,9,1650,1423,0,3
12,18,16404,21350,16399,21352,10,10,1747,2005,0,3
9,7,22781,24123,22781,24123,12,9,1927,1481,0,3
16,31,19435,21735,19435,21735,10,8,1542,1460,0,3
27,33,19952,23913,17999,23368,10,8,2185,2222,0,3
25,41,19884,23203,19884,23203,9,7,1386,1318,0,3
12,21,18205,20345,18196,20350,11,8,2092,1908,0,3
23,36,20685,23739,20685,23739,15,9,2160,1348,0,3
18,28,19976,22704,19970,22708,15,7,2430,1661,0,3
7,35,27772,22121,27772,22121,6,1,708,334,1,3
23,37,18239,21033,18239,21033,11,9,1803,1982,0,3
13,9,22714,24236,22714,24236,15,7,2556,1485,0,3
21,37,17988,20368,17988,20368,10,7,1557,1490,0,3
15,31,22469,23650,22469,23650,10,9,1886,2053,0,3
23,40,22415,22295,20854,22596,8,8,1738,2102,0,3
16,29,17605,20205,17605,20205,13,7,1971,1224,0,3
10,10,13893,18947,13891,18948,11,10,1568,1487,0,3
10,7,20105,21950,19115,21721,14,8,2224,1367,0,3
21,27,20496,23480,19491,23523,17,7,2760,1543,0,3
10,11,16574,20976,16574,20976,8,7,1491,1647,0,3
14,26,19061,23295,19061,23295,11,9,1865,1877,0,3
0,0,32710,24911,32710,24911,6,0,589,70,1,3
0,0,32695,24924,32695,24924,6,0,591,68,1,3
0,0,32871,25092,32871,25092,6,0,626,17,1,3
0,0,31513,23670,31513,23670,6,0,630,20,1,3
5,5,19446,22592,19446,22592,10,8,1517,1387,0,3
11,7,19026,21384,19026,21384,15,7,2184,1236,0,3
17,30,24908,25651,24908,25651,11,8,1855,1653,0,3
27,39,22216,23163,22216,23163,16,7,2426,1150,0,3
30,44,16011,19096,16011,19096,13,8,1838,1349,0,3
20,42,16848,21523,16848,21523,10,10,1598,1639,0,3
11,7,19081,20902,19081,20902,15,9,2321,1523,0,3
11,11,19415,21029,19096,20493,14,7,2290,1389,0,3
20,31,18671,24510,18666,24513,11,8,1824,1513,0,3
20,35,19099,20572,19099,20572,8,8,1512,1864,0,3
10,8,20442,22367,20442,22367,14,8,2127,1392,0,3
9,3,18643,21613,18643,21613,16,5,2352,1062,0,3
16,31,17284,20915,16469,21171,10,11,1665,2094,0,3
9,17,17314,21392,17314,21392,9,8,1680,1648,0,3
11,8,19854,23209,19854,23209,15,9,2061,1462,0,3
15,30,18391,22510,18391,22510,11,9,1804,1742,0,3
19,32,21040,23784,21040,23784,12,8,2001,1699,0,3
18,33,21422,23480,21422,23480,10,9,1768,1919,0,3
21,30,16514,20102,16514,20102,13,7,2136,1318,0,3
35,48,22540,23502,22540,23502,12,10,2097,2224,0,3
22,34,22140,24713,22140,24713,15,7,2636,1618,0,3
7,6,17974,20946,17974,20946,11,9,1551,1434,0,3
11,7,19823,23846,19823,23845,16,9,2296,1361,0,3
15,32,17353,21534,17353,21534,10,8,1471,1424,0,3
20,38,14761,19059,14761,19059,9,8,1259,1364,0,3
30,46,18659,22000,18659,22000,10,8,1751,1702,0,3
9,6,22314,23805,22314,23805,14,8,2251,1384,0,3
13,21,19857,24260,19857,24260,9,9,1531,1612,0,3
31,36,17313,20202,17313,20202,13,9,2513,2276,0,3
23,38,20629,22933,20629,22933,9,7,1539,1530,0,3
23,32,19407,22781,18559,22789,15,8,2480,1719,0,3
22,35,20076,23216,20076,23217,15,7,2632,1719,0,3
7,7,20331,23438,19404,23707,11,10,1562,1570,0,3
7,5,14728,18002,14728,18002,12,8,1964,1485,0,3
21,34,18217,21642,18217,21642,12,8,2063,1776,0,3
14,25,18565,22152,18565,22152,14,9,2205,1652,0,3
10,6,19084,22258,19083,22258,13,8,2002,1399,0,3
7,6,20922,23669,20922,23669,12,9,1860,1466,0,3
11,7,19978,22040,19978,22040,16,9,2341,1511,0,3
13,16,19455,23713,15489,21894,13,7,2210,1427,0,3
9,5,20045,22866,20045,22866,13,8,1992,1358,0,3
26,38,17190,21235,17190,21235,12,9,1943,1808,0,3
35,44,16425,19351,16425,19351,12,9,2628,2560,0,3
13,26,20075,23496,20073,23497,8,8,1330,1418,0,3
13,13,14756,21183,14756,21182,15,10,2237,1734,0,3
8,4,22756,25144,22756,25144,13,7,1919,1264,0,3
12,28,21196,23801,18517,22770,11,8,1574,1368,0,3
21,34,19506,22374,19497,22379,12,9,1713,1424,0,3
15,26,19128,22546,19128,22546,13,7,2276,1595,0,3
24,33,20089,22931,20089,22931,13,9,2106,1678,0,3
8,5,17518,21197,17518,21197,14,7,2209,1192,0,3
0,0,32774,25055,32774,25055,6,0,588,70,1,3
0,0,32959,25233,32959,25233,6,0,626,12,1,3
15,27,16924,20519,16913,20525,10,8,1636,1344,0,3
31,54,17977,20689,16912,20647,10,8,1477,1430,0,3
37,47,20671,23613,20671,23613,11,8,1835,1839,0,3
8,5,17644,20281,17644,20281,15,7,2393,1376,0,3
19,31,18249,21043,18249,21043,13,7,2058,1249,0,3
9,14,19591,22103,18732,22006,9,8,1609,1595,0,3
10,7,17270,21681,17270,21681,15,9,2289,1487,0,3
15,31,17455,21932,15970,21625,9,7,1432,1634,0,3
20,33,17803,22438,17830,22423,13,7,2235,1310,0,3
23,35,22476,23800,22476,23800,15,8,2635,1832,0,3
13,8,17119,23019,17119,23019,19,10,2677,1560,0,3
13,28,19213,21874,19213,21874,11,9,1632,1480,0,3
9,7,19199,21988,19199,21988,13,9,1809,1424,0,3
9,5,19522,21922,19522,21922,14,7,2165,1245,0,3
10,6,23360,24205,23360,24205,13,9,1970,1478,0,3
31,53,17957,21934,17340,22063,9,6,1664,1675,0,3
26,19,24739,24751,24739,24751,16,5,3232,2207,0,3
8,7,16326,20823,16326,20823,13,9,1942,1433,0,3
11,8,17725,21072,17725,21072,11,7,2078,1480,0,3
24,36,20582,23038,20582,23038,13,9,2121,1689,0,3
9,7,16418,21148,16418,21148,14,9,2167,1557,0,3
17,35,20842,23465,20135,23025,7,7,1135,1256,0,10
21,35,18672,21160,18672,21160,12,8,1790,1357,0,3
31,47,15590,19692,15248,19332,7,7,1438,1812,0,3
23,38,17758,21585,17050,21779,12,9,1741,1503,0,3
22,35,15858,23538,15141,22327,13,8,2220,1456,0,3
42,44,15667,18761,15667,18761,14,8,2407,1865,0,3
30,46,20121,21986,20121,21986,11,9,1621,1671,0,3
15,32,14442,19862,14442,19862,8,9,1087,1432,0,2
25,39,20312,22921,20312,22921,13,8,2298,1888,0,3
25,38,21148,24218,21149,24218,16,8,2496,1489,0,3
27,38,16524,20765,16524,20765,10,9,2002,2421,0,3
32,38,16797,22875,16797,22875,16,7,2740,1801,0,3
10,7,17581,21719,17581,21719,14,7,2077,1169,0,3
6,7,12030,16163,12030,16163,10,8,1551,1387,0,3
13,17,18375,22349,18375,22349,14,10,2127,1657,0,3
0,0,32355,24624,32355,24624,6,0,600,61,1,3
46,90,17437,20645,15211,19238,11,9,1553,1444,0,3
8,8,24996,26809,24996,26809,12,8,1703,1363,0,3
6,7,19768,21017,19768,21017,11,9,1569,1419,0,3
19,23,19625,21419,19625,21419,15,10,2008,1542,0,3
19,30,15266,20227,15266,20227,12,8,2051,1882,0,3
6,7,22494,24606,22494,24606,10,10,1564,1665,0,3
31,44,22242,24920,22242,24920,11,6,1988,1833,0,3
11,6,22552,25328,22552,25328,17,8,2836,1538,0,3
9,8,19645,21139,19645,21139,14,10,1935,1418,0,3
27,37,17382,22279,17378,22282,13,9,2195,1749,0,3
11,13,18752,19656,18752,19656,11,8,1647,1367,0,3
15,22,16753,20492,16215,20507,13,9,2095,1480,0,3
14,30,17726,18101,17716,18107,7,8,1165,1290,0,3
25,42,23789,25616,23789,25616,12,10,1906,1781,0,3
29,41,20655,21846,20655,21846,9,8,1373,1563,0,3
24,37,16239,20783,14599,19754,14,8,2485,1856,0,3
18,15,19654,23316,19654,23316,8,7,1189,1354,0,3
16,29,17126,21696,17126,21696,13,9,2166,2005,0,3
16,30,16062,21113,16062,21113,8,8,1185,1321,0,3
