B1,B2,B3,A1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,A2,class
20 ,35 ,1251 ,1 ,21427 ,23877 ,570090900 ,21427 ,23876 ,570085663 ,13 ,9 ,86 ,1837 ,1397 ,1951165 ,3 ,0 
18 ,34 ,1158 ,1 ,22027 ,24277 ,589393850 ,22027 ,24277 ,589393850 ,10 ,8 ,65 ,1678 ,2023 ,4091565 ,3 ,0 
17 ,33 ,1081 ,1 ,14514 ,18576 ,345067763 ,14514 ,18576 ,345067763 ,10 ,7 ,47 ,1855 ,2027 ,4110452 ,3 ,0 
39 ,53 ,2794 ,1 ,19647 ,22328 ,498545319 ,19647 ,22328 ,498545319 ,9 ,9 ,76 ,1562 ,1867 ,3484001 ,3 ,0 
0 ,0 ,0 ,1 ,32369 ,25067 ,628347308 ,32369 ,25067 ,628347308 ,7 ,1 ,0 ,586 ,57 ,3286 ,3 ,1 
28 ,39 ,1544 ,1 ,16633 ,20594 ,424103800 ,16605 ,20609 ,424726338 ,10 ,8 ,66 ,2013 ,2062 ,4250571 ,3 ,0 
25 ,42 ,1800 ,1 ,16034 ,20952 ,438992204 ,16035 ,20952 ,438988540 ,14 ,7 ,51 ,2264 ,1270 ,1612924 ,3 ,0 
20 ,28 ,765 ,1 ,20870 ,24045 ,578140147 ,20870 ,24045 ,578140147 ,11 ,9 ,74 ,1557 ,1419 ,2012521 ,3 ,0 
20 ,33 ,1079 ,1 ,17753 ,22685 ,514623403 ,17753 ,22685 ,514623403 ,12 ,9 ,82 ,1894 ,1672 ,2794914 ,3 ,0 
7 ,7 ,53 ,1 ,19684 ,23865 ,569543775 ,19684 ,23865 ,569543775 ,12 ,9 ,74 ,1880 ,1333 ,1777086 ,3 ,0 
9 ,11 ,128 ,1 ,13864 ,18343 ,336479633 ,13864 ,18343 ,336481394 ,11 ,10 ,96 ,1705 ,1839 ,3381719 ,3 ,0 
11 ,15 ,231 ,1 ,19732 ,21529 ,463511450 ,19944 ,21820 ,476121374 ,12 ,8 ,60 ,2001 ,1485 ,2203998 ,3 ,0 
9 ,10 ,91 ,1 ,17711 ,21573 ,465386419 ,16326 ,21024 ,442028720 ,12 ,10 ,101 ,1685 ,1625 ,2640201 ,3 ,0 
9 ,10 ,94 ,1 ,14449 ,20091 ,403632116 ,14449 ,20091 ,403641378 ,13 ,10 ,106 ,2148 ,1780 ,3168131 ,3 ,0 
8 ,9 ,73 ,1 ,18085 ,23034 ,530545895 ,18085 ,23034 ,530542306 ,13 ,10 ,101 ,2017 ,1570 ,2464908 ,3 ,0 
33 ,43 ,1809 ,1 ,19601 ,22549 ,508441479 ,19601 ,22549 ,508441479 ,14 ,7 ,51 ,2591 ,2152 ,4630958 ,3 ,0 
15 ,22 ,476 ,1 ,18662 ,21572 ,465360669 ,15783 ,19528 ,381346106 ,13 ,10 ,109 ,1959 ,1793 ,3215527 ,3 ,0 
13 ,15 ,231 ,1 ,20101 ,22067 ,486932049 ,20101 ,22067 ,486932049 ,10 ,8 ,57 ,1831 ,1861 ,3462156 ,3 ,0 
17 ,30 ,899 ,2 ,10587 ,16804 ,282380738 ,10587 ,16804 ,282380738 ,12 ,10 ,92 ,2103 ,1936 ,3748825 ,3 ,0 
20 ,32 ,1049 ,3 ,14971 ,20320 ,412887024 ,14972 ,20320 ,412882988 ,14 ,8 ,69 ,2286 ,1568 ,2457977 ,3 ,0 
12 ,28 ,802 ,1 ,15544 ,20858 ,435061402 ,15544 ,20858 ,435059619 ,10 ,8 ,65 ,1568 ,1490 ,2219213 ,3 ,0 
22 ,30 ,882 ,1 ,19184 ,21934 ,481101765 ,19184 ,21934 ,481101765 ,17 ,8 ,58 ,2651 ,1720 ,2957036 ,3 ,0 
14 ,30 ,921 ,1 ,19215 ,21480 ,461387405 ,19215 ,21480 ,461387405 ,12 ,8 ,57 ,1844 ,1323 ,1749460 ,3 ,0 
54 ,69 ,4792 ,1 ,21528 ,26046 ,678375355 ,21528 ,26046 ,678375355 ,10 ,8 ,65 ,2076 ,2376 ,5644218 ,3 ,0 
16 ,21 ,460 ,1 ,19690 ,23725 ,562883371 ,19690 ,23725 ,562883371 ,14 ,8 ,67 ,2255 ,1646 ,2709221 ,3 ,0 
11 ,16 ,254 ,1 ,20123 ,22699 ,515248091 ,20123 ,22699 ,515248091 ,11 ,9 ,73 ,1809 ,1602 ,2566649 ,3 ,0 
9 ,9 ,79 ,1 ,22901 ,25864 ,668942087 ,20955 ,25452 ,647791207 ,13 ,11 ,122 ,1931 ,1829 ,3343965 ,3 ,0 
23 ,36 ,1300 ,1 ,20252 ,23524 ,553381766 ,20252 ,23524 ,553381766 ,12 ,9 ,77 ,2187 ,1928 ,3718493 ,3 ,0 
10 ,8 ,67 ,3 ,17237 ,19657 ,386411835 ,17237 ,19657 ,386411835 ,12 ,10 ,102 ,1681 ,1431 ,2048240 ,3 ,0 
28 ,52 ,2693 ,3 ,16277 ,20884 ,436132091 ,16274 ,20885 ,436194179 ,12 ,9 ,83 ,1784 ,1675 ,2807172 ,3 ,0 
22 ,33 ,1078 ,1 ,17474 ,22120 ,489302410 ,17474 ,22120 ,489302410 ,13 ,9 ,87 ,1885 ,1762 ,3103793 ,3 ,0 
7 ,8 ,66 ,1 ,21591 ,24560 ,603174485 ,19737 ,23868 ,569676580 ,12 ,9 ,77 ,1819 ,1355 ,1835284 ,3 ,0 
16 ,17 ,291 ,1 ,19028 ,20998 ,440903605 ,19028 ,20998 ,440903605 ,15 ,8 ,68 ,2203 ,1219 ,1484752 ,3 ,0 
14 ,26 ,686 ,1 ,18211 ,22293 ,496983741 ,18211 ,22293 ,496983741 ,11 ,9 ,88 ,1577 ,1496 ,2239298 ,3 ,0 
35 ,103 ,10526 ,1 ,19986 ,22722 ,516276380 ,18409 ,22276 ,496231518 ,10 ,10 ,91 ,1436 ,1475 ,2175116 ,3 ,0 
4 ,6 ,39 ,1 ,9486 ,16170 ,261457100 ,9487 ,16169 ,261444457 ,7 ,8 ,72 ,1055 ,1329 ,1765880 ,3 ,0 
10 ,7 ,53 ,1 ,20093 ,22197 ,492691846 ,20093 ,22197 ,492691846 ,14 ,11 ,115 ,1891 ,1539 ,2370037 ,3 ,0 
7 ,4 ,15 ,1 ,14283 ,18282 ,334217087 ,14283 ,18282 ,334217087 ,12 ,7 ,54 ,1882 ,1230 ,1512405 ,3 ,0 
19 ,29 ,821 ,1 ,15754 ,21342 ,455491576 ,15754 ,21342 ,455491576 ,14 ,9 ,80 ,2085 ,1527 ,2330890 ,3 ,0 
15 ,26 ,665 ,1 ,16566 ,19965 ,398594757 ,16566 ,19965 ,398594757 ,11 ,10 ,96 ,1627 ,1550 ,2402840 ,3 ,0 
13 ,32 ,1001 ,1 ,18566 ,19991 ,399642991 ,18563 ,19993 ,399715972 ,7 ,7 ,55 ,1317 ,1627 ,2647631 ,3 ,0 
27 ,32 ,996 ,1 ,15088 ,20461 ,418650650 ,15088 ,20461 ,418650650 ,16 ,8 ,60 ,3011 ,1807 ,3266847 ,3 ,0 
7 ,30 ,912 ,1 ,32466 ,24738 ,611972181 ,32466 ,24738 ,611972181 ,6 ,1 ,1 ,576 ,173 ,30001 ,3 ,1 
15 ,40 ,1639 ,1 ,32598 ,24816 ,615810711 ,32598 ,24816 ,615810711 ,6 ,1 ,1 ,1025 ,617 ,380521 ,3 ,1 
29 ,47 ,2172 ,1 ,20924 ,22901 ,524476605 ,20924 ,22901 ,524476605 ,10 ,8 ,69 ,1533 ,1580 ,2494875 ,3 ,0 
26 ,42 ,1787 ,1 ,16518 ,21467 ,460811600 ,16516 ,21467 ,460841509 ,12 ,9 ,86 ,1814 ,1924 ,3700574 ,3 ,0 
15 ,29 ,839 ,1 ,15483 ,20447 ,418086647 ,15483 ,20447 ,418083351 ,11 ,10 ,101 ,1880 ,2009 ,4038022 ,3 ,0 
13 ,20 ,418 ,1 ,19321 ,21338 ,455322891 ,18186 ,20874 ,435719892 ,13 ,9 ,81 ,2229 ,1810 ,3277656 ,3 ,0 
9 ,10 ,96 ,1 ,12709 ,17283 ,298686578 ,10315 ,16171 ,261497227 ,11 ,10 ,107 ,1667 ,1779 ,3165788 ,3 ,0 
22 ,38 ,1434 ,1 ,18935 ,21692 ,470541870 ,18935 ,21692 ,470541870 ,11 ,8 ,68 ,1866 ,1549 ,2398919 ,3 ,0 
18 ,31 ,958 ,1 ,22653 ,24879 ,618972269 ,22653 ,24879 ,618972269 ,10 ,11 ,111 ,1645 ,2257 ,5096244 ,3 ,0 
9 ,11 ,125 ,1 ,17620 ,20161 ,406485038 ,17620 ,20161 ,406485038 ,10 ,10 ,104 ,1531 ,1736 ,3013319 ,3 ,0 
7 ,6 ,42 ,1 ,18689 ,23336 ,544587116 ,18685 ,23339 ,544686809 ,12 ,9 ,80 ,1768 ,1357 ,1840435 ,3 ,0 
18 ,31 ,937 ,1 ,15223 ,19952 ,398087949 ,15185 ,19971 ,398823834 ,13 ,9 ,81 ,2239 ,1641 ,2693546 ,3 ,0 
11 ,9 ,79 ,1 ,12465 ,17292 ,299011650 ,12465 ,17292 ,299011650 ,16 ,11 ,114 ,2201 ,1448 ,2097168 ,3 ,0 
14 ,20 ,390 ,1 ,20926 ,23772 ,565127175 ,20926 ,23772 ,565127175 ,14 ,8 ,70 ,2403 ,1730 ,2993915 ,3 ,0 
15 ,30 ,898 ,1 ,20146 ,23482 ,551384688 ,20146 ,23482 ,551384688 ,12 ,8 ,63 ,1624 ,1329 ,1766748 ,3 ,0 
5 ,7 ,44 ,1 ,22099 ,23481 ,551375428 ,22099 ,23481 ,551375428 ,9 ,9 ,81 ,1334 ,1514 ,2292833 ,3 ,0 
40 ,47 ,2245 ,1 ,14332 ,18616 ,346563617 ,14297 ,18639 ,347425648 ,13 ,9 ,87 ,2608 ,2428 ,5893095 ,3 ,0 
22 ,40 ,1612 ,1 ,16299 ,20768 ,431294079 ,16299 ,20768 ,431294079 ,7 ,7 ,50 ,1091 ,1524 ,2322502 ,3 ,0 
19 ,30 ,925 ,1 ,16392 ,21238 ,451064279 ,16392 ,21238 ,451061376 ,12 ,9 ,81 ,1864 ,1622 ,2630469 ,3 ,0 
13 ,20 ,381 ,1 ,15694 ,20483 ,419561472 ,14019 ,19178 ,367814705 ,12 ,8 ,62 ,2101 ,1824 ,3326374 ,3 ,0 
26 ,40 ,1595 ,1 ,12924 ,16980 ,288336593 ,12924 ,16980 ,288336593 ,9 ,7 ,49 ,1872 ,2393 ,5726348 ,3 ,0 
12 ,13 ,175 ,1 ,15717 ,19838 ,393564440 ,14198 ,18855 ,355502043 ,10 ,10 ,96 ,1585 ,1847 ,3411160 ,3 ,0 
21 ,35 ,1191 ,1 ,20614 ,22995 ,528757152 ,20614 ,22995 ,528757152 ,15 ,8 ,64 ,2295 ,1486 ,2207061 ,3 ,0 
26 ,38 ,1428 ,1 ,20156 ,22229 ,494123895 ,20156 ,22229 ,494123895 ,13 ,9 ,83 ,2399 ,2188 ,4789360 ,3 ,0 
18 ,34 ,1131 ,1 ,20642 ,22411 ,502248152 ,20642 ,22411 ,502248152 ,12 ,8 ,66 ,1808 ,1313 ,1723649 ,3 ,0 
25 ,33 ,1104 ,1 ,18886 ,22396 ,501600111 ,18886 ,22396 ,501600111 ,15 ,10 ,101 ,2125 ,1784 ,3181650 ,3 ,0 
8 ,8 ,57 ,1 ,20588 ,22684 ,514545492 ,20588 ,22684 ,514545492 ,14 ,9 ,80 ,1993 ,1325 ,1756875 ,3 ,0 
8 ,6 ,41 ,1 ,16295 ,20600 ,424379584 ,16295 ,20600 ,424379584 ,11 ,7 ,52 ,1588 ,1279 ,1635777 ,3 ,0 
12 ,7 ,43 ,1 ,14157 ,19792 ,391703992 ,14157 ,19792 ,391703992 ,18 ,8 ,60 ,2665 ,1140 ,1300678 ,3 ,0 
10 ,12 ,138 ,1 ,19222 ,23299 ,542861397 ,19222 ,23299 ,542847421 ,11 ,9 ,89 ,1935 ,1805 ,3259438 ,3 ,0 
41 ,50 ,2500 ,1 ,18359 ,22503 ,506372178 ,18359 ,22503 ,506372178 ,8 ,6 ,38 ,2058 ,2882 ,8303459 ,3 ,0 
19 ,32 ,1053 ,1 ,20216 ,21418 ,458744765 ,18693 ,20946 ,438749804 ,10 ,9 ,78 ,1708 ,1811 ,3278835 ,3 ,0 
14 ,27 ,729 ,1 ,19328 ,22958 ,527070434 ,19328 ,22958 ,527070434 ,12 ,10 ,100 ,1709 ,1686 ,2841538 ,3 ,0 
27 ,35 ,1243 ,1 ,17521 ,21320 ,454544391 ,17521 ,21320 ,454544391 ,16 ,9 ,78 ,2286 ,1513 ,2287705 ,3 ,0 
23 ,36 ,1292 ,1 ,20591 ,23949 ,573531929 ,20591 ,23949 ,573531929 ,10 ,9 ,75 ,1323 ,1376 ,1892062 ,3 ,0 
14 ,24 ,564 ,1 ,14802 ,19307 ,372776321 ,14802 ,19307 ,372776321 ,12 ,9 ,80 ,1872 ,1562 ,2439227 ,3 ,0 
16 ,31 ,939 ,1 ,17762 ,20099 ,403970865 ,17762 ,20099 ,403970865 ,12 ,7 ,45 ,1940 ,1375 ,1890574 ,3 ,0 
24 ,35 ,1226 ,1 ,15024 ,19725 ,389056771 ,15024 ,19725 ,389056771 ,10 ,9 ,82 ,1833 ,2307 ,5323640 ,3 ,0 
26 ,37 ,1387 ,1 ,18896 ,21996 ,483835185 ,18896 ,21996 ,483835185 ,14 ,8 ,60 ,2673 ,2165 ,4686324 ,3 ,0 
7 ,6 ,36 ,1 ,17267 ,21782 ,474453445 ,17267 ,21782 ,474453849 ,8 ,7 ,56 ,1305 ,1268 ,1606677 ,3 ,0 
5 ,6 ,31 ,1 ,21690 ,24157 ,583542404 ,21690 ,24157 ,583542404 ,9 ,8 ,67 ,1292 ,1350 ,1821303 ,3 ,0 
16 ,27 ,727 ,1 ,21563 ,22445 ,503778741 ,21563 ,22445 ,503778741 ,13 ,9 ,80 ,2036 ,1804 ,3252886 ,3 ,0 
15 ,11 ,126 ,1 ,20379 ,24741 ,612096241 ,20379 ,24741 ,612096241 ,11 ,9 ,79 ,1673 ,1566 ,2452433 ,3 ,0 
10 ,9 ,79 ,1 ,17979 ,21492 ,461894554 ,17979 ,21492 ,461894554 ,13 ,9 ,88 ,1888 ,1491 ,2221803 ,3 ,0 
17 ,34 ,1137 ,1 ,19806 ,22270 ,495947006 ,17935 ,21635 ,468084583 ,8 ,7 ,55 ,1457 ,1740 ,3029287 ,3 ,0 
27 ,43 ,1886 ,1 ,14435 ,18527 ,343231655 ,14435 ,18527 ,343231655 ,12 ,9 ,83 ,1739 ,1723 ,2968611 ,3 ,0 
9 ,9 ,75 ,1 ,18507 ,21698 ,470791963 ,18507 ,21698 ,470791963 ,13 ,10 ,101 ,1786 ,1698 ,2883146 ,3 ,0 
23 ,34 ,1165 ,1 ,16599 ,19569 ,382928854 ,16599 ,19569 ,382928854 ,14 ,9 ,75 ,2304 ,1577 ,2487231 ,3 ,0 
11 ,7 ,54 ,1 ,19527 ,22579 ,509810921 ,19527 ,22579 ,509810921 ,16 ,9 ,87 ,2128 ,1398 ,1954486 ,3 ,0 
6 ,6 ,31 ,1 ,13909 ,18704 ,349835534 ,13909 ,18704 ,349835534 ,8 ,7 ,45 ,1124 ,1180 ,1392239 ,3 ,0 
13 ,13 ,162 ,1 ,18420 ,22671 ,513989232 ,18420 ,22671 ,513989232 ,12 ,9 ,79 ,1873 ,1560 ,2434330 ,3 ,0 
12 ,17 ,274 ,1 ,18194 ,22589 ,510284508 ,16843 ,22579 ,509801357 ,9 ,7 ,50 ,1661 ,1657 ,2745079 ,3 ,0 
10 ,8 ,71 ,1 ,20492 ,22563 ,509079095 ,20492 ,22563 ,509079095 ,13 ,10 ,91 ,2168 ,1869 ,3492698 ,3 ,0 
28 ,45 ,1998 ,1 ,12695 ,16967 ,287879410 ,12695 ,16967 ,287879410 ,13 ,8 ,64 ,2215 ,1999 ,3995783 ,3 ,0 
16 ,30 ,924 ,1 ,14245 ,21479 ,461329707 ,14240 ,21480 ,461404171 ,10 ,8 ,70 ,1689 ,1468 ,2153884 ,3 ,0 
23 ,34 ,1176 ,1 ,21760 ,23008 ,529387094 ,21760 ,23008 ,529387094 ,14 ,10 ,91 ,2289 ,1908 ,3640570 ,3 ,0 
19 ,31 ,941 ,1 ,19595 ,21410 ,458376649 ,19595 ,21410 ,458376649 ,12 ,9 ,83 ,1696 ,1607 ,2583641 ,3 ,0 
19 ,31 ,957 ,1 ,14832 ,19457 ,378593468 ,14832 ,19458 ,378604522 ,10 ,10 ,99 ,1605 ,1702 ,2897105 ,3 ,0 
10 ,8 ,60 ,1 ,16520 ,21473 ,461097039 ,16520 ,21473 ,461097039 ,15 ,9 ,90 ,2220 ,1519 ,2306459 ,3 ,0 
13 ,31 ,946 ,1 ,20067 ,21728 ,472085674 ,20067 ,21728 ,472085674 ,9 ,7 ,56 ,1743 ,2041 ,4163669 ,3 ,0 
24 ,35 ,1215 ,1 ,16845 ,19612 ,384621158 ,16845 ,19612 ,384621158 ,15 ,8 ,63 ,2382 ,1277 ,1630273 ,3 ,0 
2 ,4 ,16 ,1 ,21043 ,22862 ,522683023 ,15446 ,20304 ,412238661 ,4 ,7 ,46 ,582 ,1091 ,1190950 ,2 ,0 
26 ,40 ,1590 ,1 ,17253 ,21788 ,474716244 ,17253 ,21788 ,474716244 ,14 ,7 ,50 ,2297 ,1753 ,3073426 ,3 ,0 
12 ,9 ,75 ,1 ,17845 ,21474 ,461121375 ,17845 ,21474 ,461121375 ,15 ,8 ,65 ,2311 ,1240 ,1537639 ,3 ,0 
15 ,31 ,988 ,1 ,20221 ,24501 ,600301693 ,19998 ,24654 ,607832945 ,7 ,8 ,68 ,1107 ,1765 ,3114590 ,3 ,0 
19 ,37 ,1368 ,1 ,16048 ,19181 ,367893926 ,16048 ,19181 ,367893926 ,9 ,10 ,99 ,1648 ,2202 ,4849183 ,3 ,0 
26 ,31 ,962 ,1 ,16098 ,20495 ,420034595 ,16098 ,20495 ,420034595 ,14 ,8 ,62 ,2439 ,1795 ,3222014 ,3 ,0 
9 ,11 ,117 ,1 ,22592 ,23627 ,558256780 ,22592 ,23627 ,558256780 ,9 ,9 ,80 ,1371 ,1618 ,2617517 ,3 ,0 
27 ,37 ,1400 ,1 ,18554 ,22160 ,491082581 ,18554 ,22160 ,491082581 ,10 ,9 ,86 ,1944 ,2428 ,5894867 ,3 ,0 
18 ,35 ,1230 ,1 ,21900 ,23886 ,570518072 ,21899 ,23886 ,570536202 ,9 ,9 ,79 ,1343 ,1438 ,2068845 ,3 ,0 
14 ,22 ,493 ,1 ,17403 ,21740 ,472639279 ,17401 ,21741 ,472668043 ,12 ,8 ,66 ,2064 ,1761 ,3102661 ,3 ,0 
32 ,48 ,2333 ,1 ,21347 ,23870 ,569798614 ,21347 ,23870 ,569798614 ,10 ,7 ,45 ,2078 ,2465 ,6078479 ,3 ,0 
16 ,28 ,763 ,1 ,18443 ,21370 ,456671039 ,18443 ,21370 ,456671039 ,13 ,9 ,88 ,1869 ,1394 ,1944571 ,3 ,0 
12 ,25 ,639 ,1 ,18026 ,20362 ,414631325 ,17375 ,20501 ,420276566 ,11 ,8 ,62 ,1779 ,1711 ,2927525 ,3 ,0 
6 ,9 ,72 ,1 ,21035 ,23625 ,558125125 ,21029 ,23629 ,558319033 ,10 ,10 ,102 ,1268 ,1401 ,1964045 ,3 ,0 
11 ,44 ,1898 ,1 ,26848 ,22306 ,497547481 ,26848 ,22306 ,497547481 ,7 ,2 ,3 ,624 ,168 ,28196 ,3 ,1 
15 ,29 ,845 ,1 ,18611 ,22366 ,500243790 ,20116 ,23126 ,534794863 ,12 ,9 ,88 ,1684 ,1407 ,1979357 ,3 ,0 
15 ,20 ,402 ,1 ,15514 ,21016 ,441683473 ,14277 ,21063 ,443630486 ,9 ,8 ,65 ,1731 ,2015 ,4059322 ,10 ,0 
24 ,39 ,1532 ,1 ,18488 ,21129 ,446415261 ,18488 ,21129 ,446415261 ,14 ,11 ,118 ,1896 ,1536 ,2359731 ,3 ,0 
29 ,39 ,1523 ,1 ,22649 ,24291 ,590049172 ,22649 ,24291 ,590049172 ,13 ,9 ,82 ,2125 ,1660 ,2755170 ,3 ,0 
19 ,33 ,1087 ,1 ,21831 ,23686 ,561045597 ,21831 ,23686 ,561045597 ,11 ,9 ,85 ,1972 ,2094 ,4384319 ,3 ,0 
23 ,38 ,1471 ,1 ,16596 ,20828 ,433800239 ,16596 ,20828 ,433800239 ,13 ,12 ,132 ,1889 ,1998 ,3992775 ,3 ,0 
4 ,4 ,17 ,1 ,19127 ,21903 ,479747040 ,19079 ,21933 ,481037012 ,7 ,7 ,50 ,1199 ,1323 ,1751277 ,3 ,0 
16 ,27 ,718 ,1 ,21026 ,24553 ,602825525 ,20429 ,24805 ,615304971 ,13 ,7 ,53 ,2058 ,1232 ,1516884 ,3 ,0 
32 ,43 ,1821 ,1 ,17978 ,22990 ,528526111 ,17977 ,22990 ,528546243 ,14 ,10 ,101 ,2189 ,1911 ,3652035 ,3 ,0 
18 ,24 ,576 ,1 ,15766 ,19214 ,369159601 ,15766 ,19213 ,369148138 ,13 ,9 ,85 ,2095 ,1930 ,3724432 ,3 ,0 
22 ,37 ,1333 ,1 ,20451 ,22951 ,526729911 ,20451 ,22951 ,526729911 ,13 ,9 ,88 ,1957 ,1417 ,2008869 ,3 ,0 
0 ,0 ,0 ,1 ,32612 ,24825 ,616278785 ,32612 ,24825 ,616278785 ,7 ,1 ,0 ,591 ,70 ,4843 ,3 ,1 
0 ,0 ,0 ,1 ,32811 ,25041 ,627039492 ,32811 ,25041 ,627039492 ,6 ,1 ,0 ,591 ,69 ,4794 ,3 ,1 
0 ,0 ,0 ,1 ,32717 ,24939 ,621933277 ,32717 ,24939 ,621933277 ,6 ,1 ,0 ,625 ,17 ,276 ,3 ,1 
0 ,0 ,0 ,1 ,33090 ,25273 ,638742921 ,33090 ,25273 ,638742921 ,7 ,1 ,0 ,623 ,22 ,473 ,3 ,1 
9 ,7 ,50 ,1 ,20965 ,23140 ,535454496 ,20965 ,23140 ,535454496 ,12 ,8 ,62 ,1828 ,1429 ,2043213 ,3 ,0 
23 ,30 ,902 ,1 ,20850 ,21900 ,479619017 ,20850 ,21900 ,479619017 ,16 ,7 ,54 ,2751 ,1470 ,2161135 ,3 ,0 
31 ,41 ,1703 ,1 ,21942 ,25555 ,653060533 ,21942 ,25555 ,653060533 ,14 ,8 ,71 ,2426 ,1731 ,2995628 ,3 ,0 
6 ,8 ,58 ,1 ,16922 ,20655 ,426618251 ,16913 ,20660 ,426831298 ,10 ,10 ,97 ,1485 ,1539 ,2368938 ,3 ,0 
33 ,42 ,1778 ,1 ,10588 ,16663 ,277661008 ,10588 ,16663 ,277661008 ,17 ,7 ,55 ,2813 ,1758 ,3089045 ,3 ,0 
31 ,44 ,1951 ,1 ,18962 ,22911 ,524899757 ,18962 ,22911 ,524899757 ,13 ,9 ,87 ,2071 ,1995 ,3979525 ,3 ,0 
9 ,9 ,74 ,1 ,17971 ,21692 ,470536605 ,17971 ,21692 ,470536605 ,14 ,11 ,110 ,1864 ,1514 ,2291330 ,3 ,0 
6 ,6 ,38 ,1 ,23431 ,25533 ,651910187 ,21021 ,25120 ,631014109 ,10 ,9 ,75 ,1482 ,1347 ,1814751 ,3 ,0 
14 ,21 ,442 ,1 ,19500 ,23290 ,542443622 ,19500 ,23290 ,542440673 ,14 ,9 ,78 ,2140 ,1432 ,2050068 ,3 ,0 
27 ,49 ,2397 ,1 ,22432 ,23915 ,571930717 ,22432 ,23915 ,571930717 ,19 ,51 ,2609 ,47537 ,299761 ,89856441288 ,3 ,0 
20 ,36 ,1270 ,1 ,18542 ,21919 ,480458222 ,18542 ,21919 ,480444740 ,10 ,8 ,68 ,1290 ,1393 ,1939252 ,3 ,0 
11 ,7 ,48 ,1 ,19397 ,22843 ,521816122 ,19397 ,22843 ,521816122 ,16 ,7 ,55 ,2539 ,1387 ,1924355 ,3 ,0 
8 ,8 ,64 ,1 ,19825 ,23728 ,563026570 ,19825 ,23728 ,563026570 ,12 ,10 ,100 ,1842 ,1751 ,3067121 ,3 ,0 
10 ,6 ,37 ,1 ,19491 ,23634 ,558569808 ,17153 ,22173 ,491658304 ,12 ,9 ,77 ,2057 ,1605 ,2575676 ,3 ,0 
18 ,28 ,787 ,1 ,16465 ,20984 ,440342852 ,16465 ,20984 ,440342852 ,15 ,8 ,58 ,2326 ,1266 ,1601865 ,3 ,0 
10 ,7 ,52 ,1 ,18143 ,20912 ,437321312 ,18143 ,20912 ,437321312 ,15 ,8 ,69 ,2149 ,1234 ,1523304 ,3 ,0 
30 ,43 ,1890 ,1 ,20362 ,21311 ,454151521 ,20362 ,21311 ,454151521 ,11 ,8 ,67 ,2074 ,2191 ,4802588 ,3 ,0 
10 ,8 ,60 ,1 ,19771 ,22231 ,494207371 ,19765 ,22235 ,494395812 ,15 ,8 ,69 ,2191 ,1232 ,1517946 ,3 ,0 
20 ,34 ,1170 ,1 ,15212 ,21140 ,446901609 ,15211 ,21140 ,446902912 ,9 ,8 ,64 ,1724 ,1971 ,3884860 ,3 ,0 
8 ,7 ,53 ,1 ,18304 ,21438 ,459607373 ,18304 ,21438 ,459607373 ,13 ,10 ,97 ,1774 ,1465 ,2147125 ,3 ,0 
6 ,6 ,41 ,1 ,16294 ,19819 ,392800900 ,16294 ,19819 ,392800900 ,10 ,9 ,79 ,1491 ,1497 ,2239540 ,3 ,0 
18 ,31 ,936 ,1 ,15508 ,18966 ,359720048 ,15508 ,18966 ,359720048 ,13 ,9 ,89 ,2122 ,1775 ,3150353 ,3 ,0 
24 ,38 ,1409 ,1 ,18955 ,24277 ,589384107 ,18955 ,24277 ,589371473 ,10 ,9 ,74 ,1775 ,1713 ,2934281 ,3 ,0 
31 ,43 ,1812 ,1 ,22070 ,25612 ,655982320 ,22070 ,25612 ,655982320 ,13 ,7 ,46 ,2204 ,1861 ,3464287 ,3 ,0 
6 ,7 ,51 ,1 ,16431 ,20414 ,416746409 ,16427 ,20417 ,416834865 ,10 ,10 ,92 ,1415 ,1440 ,2074421 ,3 ,0 
16 ,32 ,1033 ,1 ,20873 ,23700 ,561669451 ,20873 ,23700 ,561669451 ,10 ,8 ,65 ,1794 ,1860 ,3458601 ,3 ,0 
15 ,26 ,702 ,1 ,23089 ,23139 ,535402328 ,23089 ,23139 ,535402328 ,14 ,8 ,69 ,2174 ,1518 ,2303096 ,3 ,0 
12 ,6 ,42 ,1 ,16325 ,22509 ,506647073 ,16325 ,22509 ,506647073 ,17 ,7 ,43 ,2615 ,948 ,899405 ,3 ,0 
17 ,32 ,993 ,1 ,19621 ,21275 ,452614305 ,19621 ,21275 ,452614305 ,12 ,10 ,93 ,1833 ,1614 ,2606130 ,3 ,0 
10 ,9 ,73 ,1 ,21207 ,23222 ,539251022 ,21207 ,23222 ,539251022 ,13 ,9 ,87 ,1995 ,1571 ,2466505 ,3 ,0 
28 ,50 ,2492 ,1 ,19908 ,22963 ,527284353 ,17713 ,22213 ,493402286 ,12 ,8 ,70 ,1886 ,1547 ,2394017 ,3 ,0 
14 ,31 ,932 ,1 ,21476 ,23987 ,575362169 ,21476 ,23987 ,575362169 ,11 ,9 ,90 ,1480 ,1406 ,1976689 ,3 ,0 
20 ,30 ,872 ,1 ,20031 ,22442 ,503655077 ,20031 ,22442 ,503655077 ,16 ,7 ,54 ,2482 ,1256 ,1577697 ,3 ,0 
4 ,5 ,21 ,2 ,13558 ,17420 ,303467736 ,13558 ,17420 ,303467736 ,9 ,8 ,72 ,1481 ,1564 ,2447179 ,3 ,0 
