B1,B2,B3,A1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,A2,class
14.5 ,8.5 ,71.5 ,1,22161.0 ,24893.7 ,619695872.7 ,22161.0 ,24893.7 ,619695872.7 ,17.4 ,8.1 ,66.3 ,2508.6 ,1328.8 ,1765777.7 ,3,0
8.2 ,7.1 ,50.1 ,1,20566.8 ,23127.6 ,534886253.4 ,20566.8 ,23127.6 ,534886253.4 ,12.6 ,9.2 ,85.4 ,1858.0 ,1441.4 ,2077492.0 ,3,0
24.8 ,33.0 ,1091.2 ,1,17305.4 ,20228.3 ,409183111.2 ,16516.1 ,20232.3 ,409344457.5 ,13.7 ,7.7 ,60.0 ,2538.9 ,2147.1 ,4609883.6 ,3,0
9.0 ,6.2 ,38.9 ,1,16004.0 ,20881.8 ,436048545.5 ,16004.0 ,20881.8 ,436048545.5 ,13.2 ,8.0 ,64.0 ,2119.2 ,1384.5 ,1916749.6 ,3,0
13.4 ,27.6 ,760.9 ,1,18286.2 ,21889.7 ,479158844.9 ,17348.7 ,21747.6 ,472957611.0 ,11.8 ,9.5 ,89.4 ,1717.1 ,1525.7 ,2327806.9 ,3,0
30.7 ,47.7 ,2271.5 ,1,16765.4 ,20070.4 ,402820863.6 ,17405.1 ,20885.3 ,436194789.8 ,10.6 ,7.6 ,57.7 ,1836.2 ,1790.0 ,3204047.4 ,3,0
10.5 ,13.3 ,176.4 ,1,16624.2 ,19040.8 ,362551680.3 ,16624.2 ,19040.8 ,362551680.3 ,11.2 ,8.2 ,67.3 ,1847.0 ,1707.2 ,2914629.3 ,3,0
22.2 ,35.9 ,1290.2 ,1,18202.0 ,21864.0 ,478035053.7 ,18202.0 ,21864.0 ,478035053.7 ,14.1 ,8.9 ,78.5 ,1990.4 ,1383.3 ,1913518.1 ,3,0
31.5 ,46.8 ,2191.0 ,1,17729.1 ,22424.0 ,502836300.8 ,17729.1 ,22424.0 ,502836300.8 ,11.5 ,8.8 ,77.7 ,2107.8 ,2146.9 ,4609323.7 ,3,0
13.5 ,28.5 ,810.8 ,1,21313.8 ,23663.3 ,559949737.7 ,21313.8 ,23663.3 ,559949737.7 ,10.4 ,8.3 ,69.1 ,1481.3 ,1321.1 ,1745320.2 ,3,0
8.1 ,6.0 ,35.4 ,1,23006.6 ,23412.6 ,548147481.5 ,23006.6 ,23412.6 ,548147481.5 ,11.8 ,8.3 ,69.1 ,1849.3 ,1447.9 ,2096448.1 ,3,0
18.8 ,26.7 ,715.2 ,1,20908.6 ,21919.0 ,480442261.1 ,20908.6 ,21919.0 ,480442261.1 ,13.7 ,8.7 ,75.6 ,2253.4 ,1776.7 ,3156576.1 ,3,0
9.5 ,7.6 ,58.0 ,1,14893.4 ,19264.6 ,371125932.4 ,14893.2 ,19264.7 ,371127246.3 ,13.6 ,10.0 ,98.9 ,1887.7 ,1446.6 ,2092645.4 ,3,0
17.2 ,12.8 ,163.4 ,1,23577.7 ,24904.4 ,620229541.4 ,23577.7 ,24904.4 ,620229541.4 ,18.9 ,5.9 ,34.9 ,2930.4 ,1132.8 ,1283280.7 ,3,0
13.0 ,26.4 ,697.8 ,1,20014.8 ,23609.8 ,557421724.4 ,20014.8 ,23609.8 ,557421724.4 ,11.6 ,8.7 ,74.9 ,1690.9 ,1336.1 ,1785213.6 ,3,0
8.9 ,11.5 ,133.2 ,1,14899.6 ,19357.4 ,374707475.5 ,13860.8 ,18963.8 ,359624116.3 ,10.0 ,9.0 ,81.2 ,1662.5 ,1984.2 ,3937114.6 ,3,0
27.4 ,38.1 ,1449.8 ,1,19561.4 ,22927.7 ,525680931.2 ,19561.4 ,22927.7 ,525680931.2 ,11.4 ,6.8 ,46.8 ,2237.1 ,1878.5 ,3528683.5 ,3,0
39.4 ,51.3 ,2628.0 ,1,21370.0 ,22207.5 ,493172683.5 ,21370.0 ,22207.5 ,493172683.5 ,12.9 ,5.4 ,29.4 ,2690.5 ,2273.8 ,5169926.2 ,3,0
13.8 ,28.6 ,819.9 ,1,18301.1 ,21136.1 ,446736013.9 ,18300.6 ,21136.4 ,446748778.3 ,11.5 ,8.7 ,75.3 ,1739.3 ,1336.2 ,1785477.3 ,3,0
21.4 ,34.7 ,1202.3 ,1,19663.4 ,22449.6 ,503983953.1 ,18655.5 ,22500.3 ,506261989.5 ,10.7 ,9.9 ,97.9 ,1732.5 ,1970.8 ,3884149.6 ,3,0
15.8 ,26.3 ,690.8 ,1,18147.4 ,21537.0 ,463843609.8 ,18147.4 ,21537.0 ,463843609.8 ,14.7 ,8.3 ,68.5 ,2347.3 ,1723.9 ,2971827.2 ,3,0
9.8 ,7.6 ,58.1 ,1,20459.0 ,23375.9 ,546434059.6 ,20459.0 ,23375.9 ,546434059.6 ,14.8 ,8.6 ,74.1 ,2193.5 ,1292.5 ,1670633.5 ,3,0
8.6 ,7.0 ,48.8 ,1,24471.1 ,25579.1 ,654290274.4 ,24471.1 ,25579.1 ,654290274.4 ,14.1 ,8.9 ,78.7 ,2040.8 ,1332.2 ,1774722.5 ,3,0
11.1 ,7.3 ,53.2 ,1,17835.0 ,22506.4 ,506535597.6 ,17835.4 ,22506.1 ,506523710.2 ,16.5 ,7.9 ,62.7 ,2417.6 ,1189.4 ,1414545.3 ,3,0
15.6 ,29.3 ,859.3 ,1,19174.7 ,26072.0 ,679750761.2 ,19175.2 ,26071.6 ,679730312.2 ,12.4 ,8.4 ,71.2 ,2097.4 ,1935.2 ,3744868.3 ,3,0
27.0 ,41.9 ,1751.1 ,1,15501.9 ,20482.7 ,419542704.4 ,15501.9 ,20482.7 ,419542704.4 ,12.2 ,8.8 ,77.6 ,2033.9 ,1904.5 ,3627249.6 ,3,0
21.3 ,34.2 ,1167.2 ,1,18658.4 ,22388.2 ,501229876.3 ,17741.8 ,22263.2 ,495648930.1 ,12.1 ,9.0 ,81.0 ,1775.1 ,1572.0 ,2471224.1 ,3,0
16.4 ,31.7 ,1002.3 ,1,22941.8 ,22880.2 ,523502784.5 ,22941.8 ,22880.2 ,523502784.5 ,10.1 ,9.9 ,98.6 ,1434.6 ,1506.1 ,2268462.5 ,3,0
14.3 ,10.6 ,113.0 ,1,22220.5 ,23535.2 ,553905418.6 ,22220.5 ,23535.2 ,553905418.6 ,13.6 ,8.7 ,75.2 ,2269.0 ,1836.4 ,3372469.6 ,3,0
8.9 ,6.6 ,43.8 ,1,19983.7 ,23362.1 ,545785870.0 ,19983.7 ,23362.1 ,545785870.0 ,12.7 ,8.9 ,79.3 ,1970.3 ,1665.5 ,2773848.2 ,3,0
8.3 ,5.7 ,32.1 ,1,21046.3 ,23820.8 ,567429105.6 ,21046.3 ,23820.8 ,567429105.6 ,14.3 ,7.4 ,54.7 ,2140.6 ,1223.4 ,1496613.4 ,3,0
18.7 ,28.9 ,832.4 ,1,22158.5 ,23625.9 ,558181326.6 ,20640.7 ,23528.8 ,553605124.2 ,15.4 ,10.0 ,99.8 ,2334.0 ,1802.3 ,3248421.2 ,3,0
22.1 ,37.0 ,1366.5 ,1,22884.9 ,24035.8 ,577720395.7 ,22884.9 ,24035.8 ,577720395.7 ,12.9 ,9.3 ,85.9 ,2137.6 ,1790.5 ,3205768.2 ,3,0
15.4 ,24.5 ,600.7 ,1,21802.9 ,23968.0 ,574467120.7 ,21802.9 ,23968.0 ,574467120.7 ,12.8 ,8.2 ,66.4 ,2107.6 ,1742.8 ,3037471.3 ,3,0
16.9 ,34.1 ,1159.9 ,1,19574.4 ,21737.0 ,472495017.7 ,19574.4 ,21737.0 ,472495017.7 ,7.1 ,6.0 ,35.5 ,969.3 ,1103.9 ,1218647.4 ,3,0
10.5 ,10.3 ,105.9 ,1,20135.8 ,22519.3 ,507118991.5 ,17502.6 ,22219.5 ,493705127.1 ,11.6 ,10.2 ,104.9 ,1524.7 ,1480.7 ,2192315.2 ,3,0
11.5 ,22.4 ,503.2 ,1,16514.5 ,20378.5 ,415283005.2 ,15615.5 ,20290.3 ,411695766.8 ,10.4 ,11.0 ,120.6 ,1471.4 ,1676.2 ,2809775.3 ,3,0
29.9 ,46.5 ,2161.6 ,1,19877.7 ,23631.5 ,558445841.5 ,19877.7 ,23631.5 ,558445841.5 ,7.7 ,6.1 ,36.9 ,1509.2 ,1933.3 ,3737561.9 ,3,0
18.8 ,33.1 ,1098.4 ,1,20597.7 ,23762.6 ,564661639.9 ,20596.8 ,23763.2 ,564687924.2 ,13.1 ,8.6 ,73.1 ,2025.1 ,1356.0 ,1838610.6 ,3,0
18.9 ,30.6 ,935.3 ,1,20455.7 ,23615.8 ,557707049.6 ,20455.7 ,23615.8 ,557707049.6 ,14.8 ,9.6 ,92.3 ,2182.5 ,1704.6 ,2905748.3 ,3,0
10.9 ,12.3 ,151.3 ,1,20469.7 ,23522.6 ,553311142.0 ,20469.7 ,23522.6 ,553311142.0 ,13.3 ,7.2 ,51.9 ,1986.0 ,1217.6 ,1482574.5 ,3,0
14.7 ,21.8 ,473.4 ,1,14348.6 ,19633.8 ,385484894.7 ,14348.6 ,19633.8 ,385484894.7 ,12.5 ,9.1 ,83.5 ,1996.3 ,1919.9 ,3686103.5 ,3,0
26.7 ,38.3 ,1469.9 ,1,19400.5 ,21888.8 ,479118693.3 ,19400.5 ,21888.8 ,479118693.3 ,14.3 ,6.9 ,47.1 ,2265.0 ,1729.3 ,2990326.4 ,3,0
11.8 ,12.7 ,162.3 ,1,16585.2 ,22960.5 ,527183876.0 ,16586.2 ,22959.8 ,527152435.8 ,13.0 ,10.1 ,102.6 ,1924.0 ,1586.2 ,2516033.9 ,3,0
19.1 ,31.0 ,959.6 ,1,19486.3 ,23464.6 ,550588544.3 ,19486.3 ,23464.6 ,550588544.3 ,10.6 ,8.1 ,66.2 ,1495.4 ,1333.3 ,1777775.4 ,3,0
8.0 ,7.3 ,53.7 ,1,18515.1 ,21201.7 ,449511395.7 ,18515.1 ,21201.7 ,449511395.7 ,11.9 ,9.9 ,98.9 ,1834.4 ,1724.6 ,2974384.2 ,3,0
32.0 ,43.6 ,1903.1 ,1,20233.4 ,24294.9 ,590241311.5 ,20233.4 ,24294.9 ,590241311.5 ,11.3 ,8.4 ,70.7 ,1933.5 ,1924.0 ,3701877.6 ,3,0
11.8 ,8.0 ,63.2 ,1,18710.9 ,21468.5 ,460894147.5 ,18710.9 ,21468.5 ,460894147.5 ,17.5 ,9.4 ,88.9 ,2392.0 ,1361.7 ,1854088.6 ,3,0
16.6 ,28.8 ,828.3 ,1,16795.0 ,20992.7 ,440694505.4 ,16795.0 ,20992.7 ,440694505.4 ,11.5 ,8.8 ,78.2 ,1990.8 ,1790.8 ,3206958.2 ,3,0
18.2 ,32.6 ,1062.6 ,1,21247.8 ,24314.0 ,591170132.9 ,21247.8 ,24314.0 ,591170132.9 ,9.8 ,8.2 ,66.4 ,1431.9 ,1415.6 ,2003844.9 ,3,0
14.4 ,20.1 ,402.9 ,1,18654.0 ,22577.8 ,509756047.9 ,18654.0 ,22577.8 ,509756047.9 ,13.2 ,10.5 ,109.5 ,2197.0 ,1915.5 ,3669193.0 ,3,0
15.6 ,27.3 ,743.8 ,1,22651.6 ,24930.4 ,621523246.2 ,22651.6 ,24930.4 ,621523246.2 ,12.8 ,7.5 ,56.4 ,1877.3 ,1235.6 ,1526736.0 ,3,0
9.7 ,7.0 ,48.7 ,1,19493.8 ,22986.1 ,528358797.7 ,19493.8 ,22986.1 ,528358797.7 ,15.3 ,9.5 ,90.1 ,2217.2 ,1464.0 ,2143254.7 ,3,0
9.6 ,4.2 ,17.4 ,1,17649.9 ,19395.0 ,376166601.1 ,17649.9 ,19395.0 ,376166601.1 ,16.6 ,4.9 ,23.8 ,2677.1 ,855.4 ,731738.5 ,3,0
26.4 ,38.2 ,1455.6 ,2,20736.3 ,24962.9 ,623144867.1 ,20736.3 ,24962.9 ,623144867.1 ,15.4 ,9.5 ,90.3 ,2577.4 ,2134.4 ,4555790.0 ,3,0
14.7 ,22.2 ,492.7 ,3,21208.0 ,25258.2 ,637975897.5 ,21207.3 ,25258.6 ,637997742.5 ,11.3 ,8.3 ,69.5 ,1880.2 ,1567.5 ,2457094.5 ,3,0
13.8 ,19.7 ,386.8 ,1,18914.0 ,20980.7 ,440189769.5 ,20296.2 ,22172.3 ,491610911.8 ,12.8 ,7.1 ,50.7 ,2188.8 ,1661.2 ,2759412.5 ,3,0
25.9 ,39.6 ,1570.5 ,1,13912.2 ,17170.9 ,294840668.0 ,13912.2 ,17170.9 ,294840668.0 ,12.3 ,8.7 ,75.9 ,2044.5 ,2288.8 ,5238679.0 ,3,0
0.1 ,0.0 ,0.0 ,1,26891.1 ,22351.9 ,499607249.7 ,26891.1 ,22351.9 ,499607249.7 ,6.5 ,0.5 ,0.3 ,589.8 ,69.5 ,4835.2 ,3,1
22.4 ,45.9 ,2109.2 ,1,17727.7 ,21297.0 ,453561860.4 ,17727.7 ,21297.0 ,453561860.4 ,12.3 ,9.1 ,83.3 ,1989.5 ,1835.0 ,3367029.7 ,3,0
22.9 ,37.3 ,1391.8 ,1,20140.7 ,22951.0 ,526746520.2 ,20140.7 ,22951.0 ,526746520.2 ,12.1 ,7.9 ,62.6 ,2311.4 ,2118.5 ,4487877.8 ,3,0
16.9 ,25.2 ,636.1 ,1,20567.1 ,22539.3 ,508021848.5 ,20567.1 ,22539.3 ,508021848.5 ,11.8 ,8.0 ,64.2 ,2304.0 ,2232.0 ,4981639.4 ,3,0
16.7 ,29.7 ,884.5 ,1,20000.9 ,23358.4 ,545613551.6 ,20000.9 ,23358.4 ,545613551.6 ,12.5 ,8.4 ,71.0 ,2103.2 ,1839.6 ,3384050.0 ,3,0
8.6 ,6.6 ,43.3 ,1,16819.6 ,21250.5 ,451583993.6 ,16819.6 ,21250.5 ,451583993.6 ,13.1 ,8.9 ,79.5 ,1985.9 ,1498.6 ,2245641.1 ,3,0
29.6 ,39.3 ,1546.4 ,1,20822.2 ,23471.6 ,550916586.2 ,19562.2 ,23384.5 ,546834291.2 ,9.9 ,9.0 ,81.1 ,1682.6 ,1862.4 ,3468403.3 ,3,0
21.3 ,35.7 ,1272.0 ,1,23291.2 ,25743.6 ,662731393.8 ,23291.2 ,25743.6 ,662731393.8 ,13.4 ,9.1 ,83.1 ,2322.2 ,1947.0 ,3790742.8 ,3,0
7.1 ,7.5 ,56.8 ,1,18131.3 ,22733.3 ,516800935.0 ,18131.5 ,22733.1 ,516794287.4 ,10.4 ,9.0 ,81.0 ,1474.0 ,1352.0 ,1827931.8 ,3,0
9.0 ,8.4 ,70.6 ,1,20251.7 ,22834.1 ,521395859.7 ,20251.7 ,22834.1 ,521395859.7 ,13.6 ,10.6 ,112.5 ,1972.9 ,1676.3 ,2809809.8 ,3,0
20.8 ,31.1 ,970.0 ,2,19554.4 ,23596.2 ,556778752.9 ,20028.7 ,24420.9 ,596380248.6 ,13.5 ,11.2 ,125.8 ,1868.6 ,1606.6 ,2581045.1 ,3,0
14.3 ,27.2 ,741.6 ,3,19751.6 ,22968.2 ,527537088.2 ,16657.0 ,21309.9 ,454109837.7 ,11.2 ,9.5 ,89.6 ,1727.1 ,1510.1 ,2280408.1 ,3,0
0.1 ,0.3 ,0.1 ,1,32743.7 ,24945.7 ,622288107.4 ,32743.7 ,24945.7 ,622288107.4 ,6.5 ,0.6 ,0.3 ,706.2 ,357.1 ,127514.2 ,3,1
3.0 ,19.4 ,376.1 ,1,32703.1 ,24938.0 ,621905573.0 ,32703.1 ,24938.0 ,621905573.0 ,6.4 ,0.7 ,0.5 ,579.0 ,85.3 ,7266.7 ,3,1
0.1 ,0.0 ,0.0 ,1,32723.6 ,24952.0 ,622599918.5 ,32723.6 ,24952.0 ,622599918.5 ,6.5 ,0.6 ,0.3 ,811.0 ,426.0 ,181500.5 ,3,1
0.1 ,0.0 ,0.0 ,1,32404.7 ,24606.5 ,605478221.6 ,32404.7 ,24606.5 ,605478221.6 ,6.5 ,0.5 ,0.3 ,755.3 ,364.4 ,132791.6 ,3,1
17.6 ,29.2 ,850.8 ,2,15685.9 ,20925.3 ,437865996.6 ,15685.9 ,20925.3 ,437865996.6 ,14.3 ,8.3 ,68.8 ,2207.7 ,1505.9 ,2267749.4 ,3,0
14.6 ,29.5 ,869.1 ,3,19327.0 ,21957.5 ,482133095.8 ,19326.4 ,21957.9 ,482148559.1 ,10.5 ,9.4 ,89.1 ,1584.6 ,1473.7 ,2171716.9 ,3,0
12.6 ,34.6 ,1195.3 ,1,15507.2 ,18781.2 ,352732953.8 ,15507.2 ,18781.2 ,352732953.8 ,4.7 ,5.5 ,30.1 ,731.3 ,1124.3 ,1264070.6 ,3,0
14.5 ,28.5 ,811.1 ,1,19718.9 ,22527.1 ,507471486.6 ,19718.9 ,22527.1 ,507471486.6 ,11.5 ,9.3 ,87.0 ,1861.0 ,1732.7 ,3002162.3 ,3,0
12.2 ,28.6 ,819.5 ,1,18965.6 ,24313.4 ,591139075.7 ,18965.6 ,24313.4 ,591139075.7 ,7.8 ,7.7 ,59.9 ,1260.3 ,1539.2 ,2369079.5 ,3,0
18.0 ,28.8 ,830.4 ,1,18957.0 ,22458.2 ,504372150.6 ,18957.0 ,22458.2 ,504372150.6 ,13.3 ,8.6 ,74.2 ,2215.7 ,1902.0 ,3617721.1 ,3,0
20.2 ,31.5 ,990.2 ,1,20610.7 ,23584.3 ,556216785.6 ,20610.7 ,23584.3 ,556216785.6 ,12.4 ,7.9 ,63.0 ,2321.5 ,1997.0 ,3987788.5 ,3,0
7.6 ,7.3 ,53.8 ,1,17356.8 ,21045.3 ,442903109.5 ,17356.8 ,21045.3 ,442903109.5 ,12.0 ,9.6 ,92.1 ,1710.4 ,1472.9 ,2169338.0 ,3,0
12.4 ,4.3 ,18.4 ,1,20734.7 ,23022.3 ,530024022.5 ,20734.7 ,23022.3 ,530024022.5 ,18.3 ,5.2 ,27.3 ,2714.3 ,871.2 ,759043.2 ,3,0
7.9 ,6.1 ,37.8 ,1,18404.2 ,22462.6 ,504567315.0 ,17681.1 ,22562.6 ,509071764.1 ,12.4 ,8.9 ,79.0 ,1911.5 ,1526.8 ,2331133.7 ,3,0
19.5 ,31.6 ,995.7 ,1,20339.5 ,23009.7 ,529445186.9 ,19636.1 ,23281.4 ,542021905.8 ,13.7 ,8.6 ,74.0 ,2046.4 ,1349.0 ,1819682.7 ,3,0
13.7 ,33.5 ,1121.0 ,1,19137.5 ,21918.4 ,480415775.8 ,19135.1 ,21919.9 ,480483081.1 ,7.5 ,7.7 ,59.7 ,1132.7 ,1269.0 ,1610226.4 ,3,0
10.4 ,7.4 ,55.3 ,1,21584.9 ,23607.5 ,557313208.5 ,21584.9 ,23607.5 ,557313208.5 ,14.0 ,10.0 ,99.5 ,2166.5 ,1521.6 ,2315366.9 ,3,0
12.9 ,21.9 ,478.9 ,1,19699.1 ,22899.8 ,524401963.9 ,19699.1 ,22899.8 ,524401963.9 ,10.7 ,9.2 ,84.7 ,1732.3 ,1910.6 ,3650502.5 ,3,0
7.6 ,7.5 ,55.6 ,1,17575.4 ,21253.8 ,451723463.4 ,17575.4 ,21253.8 ,451723463.4 ,8.2 ,7.4 ,54.0 ,1354.7 ,1619.1 ,2621591.3 ,3,0
18.5 ,29.2 ,850.3 ,1,21171.4 ,24614.3 ,605865421.3 ,21171.4 ,24614.3 ,605865421.3 ,15.4 ,9.0 ,81.3 ,2504.6 ,1763.4 ,3109722.1 ,3,0
11.7 ,8.0 ,63.4 ,1,15720.0 ,20355.1 ,414328703.9 ,16756.0 ,20299.9 ,412086949.1 ,16.2 ,9.5 ,90.6 ,2565.7 ,1670.2 ,2789688.0 ,3,0
16.4 ,27.6 ,758.9 ,1,18869.9 ,23155.1 ,536157674.5 ,18869.9 ,23155.1 ,536157674.5 ,14.6 ,8.8 ,77.5 ,2243.3 ,1696.2 ,2876933.0 ,3,0
18.9 ,27.1 ,735.6 ,1,20352.1 ,21892.4 ,479276143.9 ,20352.1 ,21892.4 ,479276143.9 ,14.0 ,9.0 ,81.6 ,2130.1 ,1487.8 ,2213603.6 ,3,0
23.8 ,40.7 ,1654.8 ,1,22298.9 ,23742.6 ,563712122.7 ,19464.7 ,23075.8 ,532490513.7 ,8.8 ,7.4 ,54.5 ,1713.3 ,2017.1 ,4068834.1 ,3,0
19.9 ,31.8 ,1009.7 ,1,19039.9 ,22910.9 ,524907979.2 ,19039.9 ,22910.9 ,524907979.2 ,13.2 ,9.2 ,84.9 ,1807.4 ,1441.1 ,2076851.9 ,3,0
22.3 ,40.8 ,1663.4 ,1,18327.8 ,22753.2 ,517707346.5 ,18327.8 ,22753.2 ,517707346.5 ,9.2 ,8.0 ,64.6 ,1481.8 ,1528.9 ,2337483.0 ,3,0
20.3 ,35.4 ,1249.9 ,1,22664.7 ,24180.3 ,584684676.6 ,21527.8 ,23898.6 ,571143253.6 ,26.8 ,58.3 ,3401.4 ,66458.1 ,346571.7 ,120000000000.0 ,3,0
13.7 ,17.9 ,320.7 ,1,16545.8 ,21274.2 ,452592491.1 ,16546.1 ,21274.0 ,452583668.7 ,13.0 ,9.6 ,91.2 ,1932.6 ,1565.0 ,2449153.0 ,3,0
