B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,class,A1,A2
12.936,21.8844946,19699.11111,22899.82454,19699.11111,22899.82454,10.69444444,9.203922607,1732.277778,1910.628832,0,1,3
7.563736842,7.455546306,17575.36842,21253.78704,17575.36842,21253.78704,8.210526316,7.345452925,1354.657895,1619.132878,0,1,6
18.49378571,29.15899641,21171.42857,24614.33366,21171.42857,24614.33366,15.39285714,9.017202947,2504.571429,1763.440416,0,1,3
11.6757931,7.964107502,15720.03448,20355.0658,16755.96552,20299.92486,16.24137931,9.518240827,2565.689655,1670.235914,0,1,11
16.38428571,27.54823728,18869.90476,23155.07881,18869.90476,23155.07881,14.64285714,8.801572989,2243.333333,1696.152406,0,1,3
18.89263158,27.12199997,20352.05263,21892.37639,20352.05263,21892.37639,13.97368421,9.030611223,2130.131579,1487.818399,0,1,3
23.76368571,40.67868244,22298.91429,23742.62249,19464.66571,23075.75597,8.828571429,7.38138862,1713.314286,2017.135122,0,1,3
19.8625,31.77568766,19039.875,22910.87033,19039.875,22910.87033,13.16666667,9.213516641,1807.375,1441.12869,0,1,3
22.34313333,40.78430403,18327.76667,22753.18322,18327.76667,22753.18322,9.2,8.034923771,1481.833333,1528.882927,0,1,3
20.31656522,35.35448893,22664.71739,24180.25386,21527.83261,23898.60359,26.7826087,58.3217884,66458.13043,346571.7331,0,1,3
13.6964,17.90740833,16545.8,21274.22128,16546.06667,21274.01393,13.03333333,9.54806554,1932.633333,1564.976986,0,1,3
5.949363636,6.317996536,20173.36364,23690.35882,20173.36364,23690.35882,10.18181818,9.143484335,1459.136364,1468.504598,0,1,7
12.85446667,13.6516063,19395.76667,21904.0684,19395.76667,21904.0684,8.4,8.006663891,1427.866667,1884.861051,0,1,8
12.93058824,27.71847991,22130.76471,22344.25331,20810.03824,22173.04758,9.323529412,7.876699026,1526.558824,1438.44007,0,1,1
20.36630769,33.09641458,22421.88462,25667.2665,22421.88462,25667.2665,10.96153846,7.261493644,2088.923077,1988.299891,0,1,2
20.52790909,32.24663991,20098.09091,22849.85279,20098.09091,22849.85279,15.68181818,8.357829011,2617.863636,1880.485099,0,1,5
24.01293333,40.41807673,18378.5,21509.07854,18280.27667,21562.83819,9.4,9.765927162,1448.4,1588.496618,0,1,3
28.1925625,39.4285308,17638.375,21895.769,17638.625,21895.56766,15.1875,8.907291606,2405.5625,1747.996692,0,1,2
5.209,5.343914398,14756.86364,20987.9725,14744.46818,20993.48398,9.863636364,7.938945743,1527.727273,1317.62704,0,1,1
18.89736,35.66621051,19683.16,22365.74869,17482.432,21341.25822,12.52,20.72799074,15585.9,98475.12309,0,1,1
30.73275,43.93744427,19996.625,22443.04676,20638.79063,23086.63755,12.5625,9.229495856,2170.21875,2178.63707,0,1,2
28.50846154,70.81325219,21768.34615,25403.20333,21768.34615,25403.20333,9.384615385,7.859716784,1424.307692,1517.528552,0,1,1
18.85125,28.87955882,20989.0625,22508.06157,20989.0625,22508.06157,12.375,9.16088833,2185.625,2016.712249,0,1,8
16.35252381,24.48821003,16692.78571,20947.62777,16692.97619,20947.47602,16.19047619,8.625096536,2457.119048,1421.044488,0,1,6
15.50688889,28.88775026,21693.52778,24281.12447,21693.52778,24281.12447,13.47222222,9.187812311,2067.416667,1448.279485,0,1,4
20.1055,34.39693719,16616.28125,20492.47969,16616.28125,20492.47969,11.375,9.62662324,1687.75,1811.971423,0,1,3
22.21471429,41.25228083,18406.85714,21977.49815,18407.42857,21977.01966,7.714285714,6.540298938,1350.571429,1438.687483,0,1,6
8.444083333,6.369628868,18550.5,20627.91548,18550.5,20627.91548,14.04166667,8.909167407,2007.541667,1427.870004,0,1,1
18.64966667,24.54930572,18036.66667,22473.59277,18036.93333,22473.3788,14.8,8.964373932,2174.6,1584.982557,0,1,8
8.412666667,6.30631208,19754.83333,21754.6635,19754.83333,21754.6635,14.45833333,8.475352336,2162.25,1370.853513,0,1,3
17.76291667,31.90122188,17651.33333,21319.45697,17651.33333,21319.45697,12.33333333,9.258629608,1883.083333,1698.136477,0,1,6
11.83564286,12.85207194,17410.25,21935.20417,15791.08214,21338.065,10.46428571,8.440895953,1453.321429,1361.868046,0,1,3
17.54541176,27.1821664,18094.05882,20682.85492,18094.05882,20682.85492,15.52941176,9.13376185,2457.970588,1740.229692,0,1,6
14.64593333,28.98678269,21184.06667,22533.60844,19225.74333,21707.24612,10.33333333,7.489251557,1902.433333,1881.024981,0,1,3
3.7905,3.683993836,15297.16667,17474.06755,15297.16667,17474.06755,6.583333333,5.7221548,928.3333333,987.8345284,0,1,3
2.305125,3.353362061,21388,24294.44499,21388,24294.44499,6.9375,7.917297124,1117.0625,1618.803241,0,1,7
14.61773077,31.76215434,21478.40385,23808.32777,20666.51154,23737.89761,9.192307692,8.691371631,1349.557692,1462.632393,0,1,8
27.8089375,40.33614927,18634.75,22966.22627,18634.75,22966.22627,12.96875,9.149741714,2034.71875,1850.289069,0,1,3
1057.597012,9458.732006,32494.20988,24816.9013,32494.20988,24816.9013,90.90740741,756.3164453,102198.6667,1245792.889,1,1,6
0.070512195,0.034268041,32905.13415,25156.63195,32905.13415,25156.63195,6.487804878,0.568350254,895.3658537,488.1196753,1,1,3
15.26344444,26.89639761,21103.86111,22313.37037,21103.86111,22313.37037,11.30555556,8.572629068,1848.638889,1757.855814,0,1,3
17.14192857,23.98019149,18755.96429,22953.07521,18754.68929,22953.80879,14.10714286,10.25858277,2186.392857,1673.194621,0,1,5
18.2935,34.974997,18914.8,21773.17988,18913.515,21773.95821,10.4,6.93108938,1845.25,1671.19777,0,1,3
24.01742857,31.21596321,19936.57143,22300.86149,19936.57143,22300.86149,16.97619048,9.820988446,2703.404762,1839.768646,0,1,2
17.54852632,26.04089273,19513.94737,22208.71531,19513.94737,22208.71531,13.23684211,7.912129963,2089,1501.080295,0,1,1
6.40825,7.686599282,18760.125,19402.35336,18760.125,19402.35336,9.416666667,10.05367539,1290.666667,1497.722512,0,1,1
18.7624375,28.62146541,20078.84375,23312.3949,19049.41563,23364.87452,13,8.671072598,1822.40625,1354.499858,0,1,2
24.32038462,41.76091036,18737.03846,22661.68769,18736.74231,22661.83799,10.73076923,7.618589069,2113.769231,2153.314928,0,1,3
37.46133333,45.62553182,19114.16667,24653.25644,18708.40556,24875.34369,16.11111111,10.57191714,2898.5,2548.956829,0,1,3
31.89181818,37.4893041,21629.81818,23094.5843,21629.81818,23094.5843,14.36363636,7.492696168,2321.636364,1702.288234,0,1,3
6.779444444,6.064595473,19536.72222,22751.91125,19536.72222,22751.91125,10.05555556,8.637593686,1412.055556,1369.847375,0,1,3
10.51451613,8.640612885,19437.67742,23444.26953,19437.67742,23444.26953,15.03225806,10.59970745,2152.419355,1599.127641,0,1,8
25.12506667,44.09126806,20768.5,21810.7637,20768.5,21810.7637,16.3,8.153322431,2382.866667,1525.024169,0,1,3
21.88071429,52.56890934,15311.10714,20058.56476,15308.23571,20059.96782,12.03571429,9.741231012,1729.714286,1373.942915,0,1,3
13.76788889,8.503707981,13797.11111,19868.72233,13797.11111,19868.72233,15.61111111,7.718224385,2259.555556,1247.950953,0,1,3
20.19125,35.27185288,16207.725,21211.36493,15156.0575,20938.01376,11.85,9.722525392,1699.425,1629.523441,0,1,3
7.677,8.252682002,20671.16667,23235.52705,20671.16667,23235.52705,10.47222222,9.157529116,1594,1530.716263,0,1,3
14.34244444,19.14825648,14529.22222,19303.13863,14527.03611,19304.12283,10.30555556,8.448600951,1648.388889,1727.647956,0,1,1
34.6126,43.82715081,17579.46667,22291.15264,17579.46667,22291.15264,14.13333333,8.31758512,2276.766667,1729.927584,0,1,2
8.076,7.520122689,17649.34211,21885.63517,17258.00789,22057.08378,11.68421053,9.176931213,1709.394737,1436.558434,0,1,3
15.696,29.98674903,15810.32143,20413.12139,15810.32143,20413.12139,11.25,8.703960511,1844.107143,1874.283279,0,1,3
16.81885714,22.13828872,20464.96429,22828.06212,20464.96429,22828.06212,13.17857143,10.09969438,2031.535714,1785.50184,0,2,10
26.90023529,44.44952651,22279.38235,24318.13861,22279.38235,24318.13861,11.61764706,7.07112898,2259.235294,2075.819626,0,3,10
13.14545,26.18529448,20077.45,21022.71959,20077.45,21022.71959,11.325,10.68266704,1631.825,1720.805333,0,1,3
8.625846154,7.594420055,19064.30769,22845.82729,19053.93462,22852.09185,12.88461538,9.600989224,1895.384615,1383.528518,0,1,3
12.08195238,19.66332406,16012.30952,21125.5478,16012.38571,21125.49006,11.33333333,9.493523273,1692.666667,1662.777018,0,1,3
23.124,50.98905871,21135.26471,24374.47651,21135.26471,24374.47651,11.67647059,10.23753356,1872.117647,1847.727742,0,1,3
9.623555556,6.574634761,19137.55556,23472.39374,19137.55556,23472.39374,12.44444444,9.056748388,1802.555556,1515.118302,0,1,7
11.091125,9.022386761,19722.84375,23285.13524,19721.66563,23285.85354,15.09375,7.767558235,2314.53125,1228.229645,0,1,2
21.73518182,33.09943047,16302.95455,20502.33421,16301.51364,20503.08593,11.63636364,8.725852157,2324.409091,2241.052749,0,1,1
21.99091667,39.11317191,14946.41667,19206.1231,14946.75,19205.86376,8.166666667,8.112062349,1591,2173.903363,0,1,2
27.015,39.9884031,17119.33333,20600.74047,17118.175,20601.39462,13.25,9.1420123,2361.888889,1937.242281,0,1,3
30.11545455,45.23454085,16015.95455,21509.55109,16016.31818,21509.28039,11.90909091,7.279542262,2080.136364,1935.73663,0,1,6
18.85905263,28.86705935,19158.26316,21018.80964,19158.26316,21018.80964,8.131578947,7.416805429,1193.815789,1257.201149,0,1,3
16.25023529,28.65988989,22172.08824,24541.43411,21799.80294,24048.52662,9.764705882,10.0734328,1408.764706,1540.655133,0,1,3
25.8840625,50.69345412,16926.71875,20584.92898,16926.71875,20584.92898,10.5,9.896337706,1520.5,1567.783447,0,1,3
1045.281098,9406.365993,32064.20732,24714.05503,32064.20732,24714.05503,58.24390244,472.8159819,32506.44512,382096.032,1,1,3
0.73083871,0.550216034,30491.74194,25650.15601,30491.74194,25650.15601,6.435483871,0.612266222,927.8709677,511.9311157,1,3,10
0.0641875,0.011528328,32856.40625,25147.42349,32856.40625,25147.42349,6.5,0.5,758.0625,366.5249768,1,3,10
9.939263158,7.542894934,16396.84211,21620.29182,15676.63158,21923.45958,15.26315789,9.552305345,2169.315789,1378.653273,0,1,3
7.728636364,5.473341763,21458.18182,24250.10227,21458.18182,24250.10227,13.13636364,8.656555343,1895,1432.781909,0,1,3
33.69484211,45.83711991,20788.63158,21708.72774,20067.68421,22154.3868,12.94736842,9.511619953,2197.315789,1971.821708,0,1,6
7.200285714,7.383646819,19332.39286,22672.98005,18112.04643,22658.65225,12.5,9.306295872,1801,1373.890591,0,1,3
25.8038,36.5926088,19278.5,22203.93266,19278.5,22203.93266,12.4,8.248636251,2077.75,1626.302736,0,1,1
2.997846154,4.54862613,21614.26923,23336.51956,21614.26923,23336.51956,6.153846154,7.88226982,867.1538462,1271.633616,0,1,2
9.6166,7.453011533,18586.8,22463.19614,17449.87333,22919.38115,15.03333333,8.757790183,2204.966667,1328.72642,0,1,4
10.3945,7.536842169,20928.84375,25673.50082,19153.41563,24952.65675,14.875,9.5451231,2190.84375,1400.696726,0,1,3
22.10779167,39.49915152,19824.8125,21820.3356,18566.04792,21167.86912,8.854166667,8.976797831,1449.958333,2043.483056,0,1,3
23.80730769,34.17137043,22205.61538,24049.32562,22205.61538,24049.32562,11.07692308,7.961073937,1639.5,1290.753157,0,1,3
40.30066667,49.43842269,20493.58333,23034.57245,20493.58333,23034.57245,14.5,8.062257748,2666.666667,1886.971199,0,1,3
16.47258824,28.40829177,18846.88235,21747.27301,18846.88235,21747.27301,11.73529412,8.451622968,1898.382353,1681.892159,0,1,3
8.698846154,9.058077338,18350.69231,24534.72111,18347.63846,24536.31842,10.88461538,10.08169294,1638.307692,1511.393569,0,1,5
3.518714286,3.979752387,21698.14286,22404.97257,21698.14286,22404.97257,10.14285714,7.079720968,1548.071429,1188.221268,0,1,4
18.71034783,32.93236999,15647.08696,19896.64538,13090.4913,19295.91704,12.91304348,10.04733598,2050.130435,1701.971652,0,1,3
13.43477273,25.02825321,17923.31818,21951.28343,17923.5,21951.13501,11.70454545,9.521696625,1837.613636,1830.129034,0,1,3
18.64427273,33.7064045,21676.5,25219.10633,19182.60455,24514.50807,11.40909091,10.55573558,1511.636364,1609.940415,0,1,1
18.14917647,27.90673338,19256.38235,23139.58392,19256.38235,23139.58392,16.64705882,8.619002102,2368.5,1369.790135,0,1,8
6.9933,6.465044641,21084.95,21081.20047,18760.465,20697.47007,8.6,7.262231062,1652.2,1804.373952,0,1,3
