B1,B2,B3,A1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,A2,class
12.58 ,7.25 ,52.53 ,1,15981.83 ,20809.53 ,433036545.70 ,15981.10 ,20809.88 ,433051245.50 ,17.83 ,8.45 ,71.47 ,2609.83 ,1206.29 ,1455142.14 ,3,0
11.87 ,5.67 ,32.09 ,1,21795.83 ,24263.80 ,588731877.60 ,21795.83 ,24263.80 ,588731877.60 ,17.92 ,6.51 ,42.41 ,2613.69 ,1031.94 ,1064907.77 ,3,0
8.33 ,7.99 ,63.86 ,1,16420.21 ,20728.33 ,429663797.10 ,14769.18 ,20234.91 ,409451520.00 ,12.54 ,10.12 ,102.33 ,1766.92 ,1494.20 ,2232634.08 ,3,0
3.57 ,24.76 ,613.20 ,1,32096.51 ,24992.50 ,624625059.90 ,32096.51 ,24992.50 ,624625059.90 ,6.62 ,1.05 ,1.10 ,602.74 ,108.94 ,11867.45 ,3,1
16.07 ,27.03 ,730.75 ,1,19342.65 ,23681.66 ,560820780.70 ,19342.88 ,23681.46 ,560811680.10 ,13.47 ,8.20 ,67.25 ,2064.85 ,1740.95 ,3030894.60 ,3,0
43.89 ,43.71 ,1910.92 ,1,18561.55 ,23796.11 ,566254925.60 ,16843.87 ,23824.94 ,567627512.90 ,12.15 ,9.06 ,82.03 ,2536.10 ,2642.93 ,6985082.79 ,3,0
20.03 ,30.89 ,954.02 ,1,17891.04 ,22409.69 ,502194343.00 ,17891.04 ,22409.69 ,502194343.00 ,13.58 ,8.07 ,65.09 ,2362.73 ,1965.51 ,3863247.12 ,3,0
11.03 ,9.21 ,84.87 ,1,18600.19 ,23182.25 ,537416497.50 ,18598.98 ,23182.93 ,537448379.90 ,12.22 ,9.77 ,95.51 ,2055.14 ,1701.14 ,2893879.34 ,3,0
0.98 ,10.30 ,106.08 ,1,32656.19 ,24859.99 ,618019326.00 ,32656.19 ,24859.99 ,618019326.00 ,6.48 ,0.54 ,0.29 ,866.79 ,500.09 ,250089.76 ,3,1
0.06 ,0.01 ,0.00 ,1,32713.79 ,24946.56 ,622331066.00 ,32713.79 ,24946.56 ,622331066.00 ,6.47 ,0.55 ,0.30 ,811.05 ,465.53 ,216718.25 ,3,1
14.72 ,11.53 ,133.02 ,1,23374.65 ,24455.74 ,598083271.40 ,23374.65 ,24455.74 ,598083271.40 ,14.00 ,6.75 ,45.50 ,2090.50 ,1130.18 ,1277294.85 ,3,0
17.56 ,25.17 ,633.29 ,1,19849.05 ,23586.61 ,556327935.40 ,19849.05 ,23586.61 ,556327935.40 ,15.60 ,7.08 ,50.09 ,2409.73 ,1313.66 ,1725708.95 ,3,0
33.33 ,34.95 ,1221.40 ,1,15125.50 ,17754.22 ,315212301.30 ,15125.50 ,17754.22 ,315212301.30 ,8.79 ,6.38 ,40.74 ,2158.71 ,2657.23 ,7060891.06 ,3,0
9.19 ,8.01 ,64.10 ,1,19470.79 ,22161.24 ,491120580.40 ,19470.79 ,22161.24 ,491120580.40 ,13.13 ,10.22 ,104.36 ,1801.13 ,1515.91 ,2297991.86 ,3,0
16.25 ,20.49 ,419.91 ,1,17836.33 ,21584.81 ,465904131.90 ,17836.33 ,21584.81 ,465904131.90 ,13.25 ,8.82 ,77.77 ,2150.42 ,1994.02 ,3976130.41 ,3,0
9.06 ,21.67 ,469.38 ,1,20489.21 ,24668.09 ,608514473.30 ,20489.21 ,24668.09 ,608514473.30 ,7.00 ,7.05 ,49.71 ,992.18 ,1190.28 ,1416776.65 ,3,0
26.33 ,41.57 ,1728.04 ,1,18468.04 ,21438.49 ,459608968.30 ,18468.04 ,21438.49 ,459608968.30 ,10.50 ,9.33 ,87.02 ,1607.12 ,1661.83 ,2761675.10 ,3,0
34.02 ,41.67 ,1736.67 ,1,17531.25 ,18767.12 ,352204615.20 ,17520.73 ,18773.96 ,352461610.60 ,11.75 ,9.84 ,96.81 ,2341.47 ,2419.50 ,5853999.44 ,3,0
9.87 ,8.59 ,73.77 ,1,19930.68 ,23249.69 ,540548009.00 ,19865.81 ,23152.47 ,536036744.20 ,12.18 ,8.91 ,79.43 ,1734.00 ,1392.96 ,1940338.21 ,3,0
22.34 ,32.36 ,1046.86 ,1,19334.15 ,21798.38 ,475169460.20 ,19334.15 ,21798.38 ,475169460.20 ,14.50 ,9.11 ,83.07 ,2345.24 ,1871.21 ,3501431.47 ,3,0
8.04 ,4.97 ,24.70 ,1,21242.17 ,22243.34 ,494766241.10 ,21242.17 ,22243.34 ,494766241.10 ,13.03 ,7.94 ,63.03 ,2014.07 ,1270.09 ,1613128.93 ,3,0
16.06 ,32.32 ,1044.77 ,1,19756.13 ,24041.33 ,577985711.30 ,18695.36 ,24243.42 ,587743147.30 ,9.54 ,9.38 ,87.92 ,1683.42 ,2027.64 ,4111314.33 ,3,0
8.33 ,6.60 ,43.51 ,1,15701.89 ,17749.06 ,315029212.30 ,15701.89 ,17749.06 ,315029212.30 ,14.08 ,8.58 ,73.61 ,2051.73 ,1311.01 ,1718741.12 ,3,0
8.90 ,7.59 ,57.60 ,1,18243.25 ,24542.62 ,602340199.50 ,18243.25 ,24542.62 ,602340199.50 ,14.10 ,9.61 ,92.39 ,1930.75 ,1438.16 ,2068302.19 ,3,0
16.54 ,24.20 ,585.60 ,1,15908.46 ,19358.19 ,374739368.30 ,15903.07 ,19361.15 ,374854077.10 ,13.83 ,10.36 ,107.23 ,1963.15 ,1528.88 ,2337469.43 ,3,0
19.23 ,29.36 ,862.09 ,2,24043.81 ,25271.09 ,638627956.80 ,24043.81 ,25271.09 ,638627956.80 ,13.81 ,8.70 ,75.65 ,2267.75 ,1786.55 ,3191763.06 ,3,0
14.21 ,25.73 ,661.82 ,3,15749.75 ,19214.47 ,369196026.70 ,15749.06 ,19214.84 ,369209972.90 ,12.05 ,8.80 ,77.50 ,1732.48 ,1420.02 ,2016459.75 ,3,0
21.37 ,36.17 ,1307.89 ,1,18803.31 ,22326.30 ,498463618.80 ,18803.31 ,22326.30 ,498463618.80 ,9.55 ,9.01 ,81.15 ,1583.86 ,1751.92 ,3069215.60 ,3,0
14.99 ,19.37 ,375.14 ,1,21863.66 ,23568.02 ,555451329.90 ,21863.66 ,23568.02 ,555451329.90 ,14.97 ,8.38 ,70.22 ,2341.13 ,1637.39 ,2681040.48 ,3,0
21.30 ,36.56 ,1336.43 ,1,19726.93 ,22399.52 ,501738639.40 ,19726.93 ,22399.52 ,501738639.40 ,11.50 ,6.80 ,46.25 ,1777.50 ,1276.06 ,1628331.25 ,3,0
29.34 ,40.66 ,1653.40 ,1,20389.69 ,22708.07 ,515656531.00 ,20389.69 ,22708.07 ,515656531.00 ,14.25 ,9.16 ,83.81 ,2293.31 ,1920.02 ,3686482.65 ,3,0
20.51 ,36.68 ,1345.16 ,1,17245.17 ,20750.05 ,430564550.40 ,17245.17 ,20750.05 ,430564550.40 ,12.00 ,8.97 ,80.44 ,2079.78 ,2136.49 ,4564582.95 ,3,0
10.27 ,10.06 ,101.28 ,1,17039.65 ,21494.72 ,462022964.00 ,17039.65 ,21494.72 ,462022964.00 ,13.89 ,8.42 ,70.95 ,2061.19 ,1319.33 ,1740643.16 ,3,0
18.36 ,27.45 ,753.63 ,1,21546.69 ,23277.12 ,541824352.50 ,21546.69 ,23277.12 ,541824352.50 ,10.97 ,8.24 ,67.91 ,2016.91 ,2075.44 ,4307452.71 ,3,0
14.48 ,27.35 ,748.22 ,1,20518.12 ,23386.99 ,546951305.00 ,20518.12 ,23386.99 ,546951305.00 ,12.91 ,7.93 ,62.90 ,2146.18 ,1759.71 ,3096562.15 ,3,0
9.12 ,17.87 ,319.20 ,1,10696.50 ,17332.64 ,300420489.30 ,10697.16 ,17332.16 ,300403790.30 ,5.50 ,8.40 ,70.50 ,728.00 ,1134.04 ,1286049.38 ,10,0
12.35 ,12.79 ,163.68 ,1,22725.86 ,23917.86 ,572064227.30 ,21470.12 ,24054.72 ,578629632.10 ,12.79 ,11.11 ,123.53 ,2163.11 ,2289.97 ,5243978.02 ,3,0
17.21 ,29.74 ,884.19 ,1,19137.60 ,22322.81 ,498307833.20 ,19137.60 ,22322.81 ,498307833.20 ,13.90 ,8.79 ,77.22 ,2066.53 ,1497.14 ,2241414.85 ,3,0
7.01 ,7.43 ,55.25 ,1,18200.06 ,20359.12 ,414493764.80 ,17377.87 ,20402.93 ,416279718.50 ,10.42 ,9.44 ,89.19 ,1458.44 ,1447.66 ,2095718.58 ,3,0
19.16 ,29.15 ,849.84 ,1,22779.62 ,24194.75 ,585385955.30 ,22779.62 ,24194.75 ,585385955.30 ,14.12 ,8.66 ,75.06 ,2122.60 ,1492.31 ,2226999.96 ,3,0
9.07 ,7.33 ,53.73 ,1,19633.21 ,23133.05 ,535137849.20 ,19633.21 ,23133.05 ,535137849.20 ,13.57 ,9.56 ,91.46 ,1942.46 ,1502.27 ,2256812.25 ,3,0
7.98 ,20.30 ,411.92 ,1,32943.93 ,25204.94 ,635288831.00 ,32943.93 ,25204.94 ,635288831.00 ,6.48 ,0.54 ,0.29 ,584.89 ,65.42 ,4280.06 ,3,1
17.64 ,29.64 ,878.79 ,1,16188.18 ,20319.14 ,412867595.10 ,15244.83 ,20347.26 ,414011153.60 ,13.29 ,9.69 ,93.92 ,1871.71 ,1512.20 ,2286757.85 ,3,0
17.62 ,31.28 ,978.30 ,1,17723.44 ,21050.00 ,443102555.10 ,17722.70 ,21050.43 ,443120727.70 ,12.00 ,8.96 ,80.31 ,1931.23 ,1629.61 ,2655625.14 ,3,0
7.81 ,7.27 ,52.85 ,1,20014.91 ,22480.12 ,505355983.00 ,18535.30 ,22081.38 ,487587210.60 ,12.50 ,9.34 ,87.31 ,1782.12 ,1411.33 ,1991856.10 ,3,0
26.71 ,33.71 ,1136.35 ,1,18738.46 ,23095.30 ,533392823.00 ,18738.46 ,23095.30 ,533392823.00 ,15.14 ,9.91 ,98.12 ,2392.18 ,1899.68 ,3608795.50 ,3,0
15.81 ,35.60 ,1267.66 ,1,13802.29 ,17614.18 ,310259343.40 ,13864.13 ,17589.29 ,309382967.40 ,7.31 ,9.21 ,84.83 ,1203.55 ,1769.80 ,3132176.58 ,3,0
13.36 ,32.08 ,1029.22 ,1,24265.43 ,22413.81 ,502378928.40 ,24265.43 ,22413.81 ,502378928.40 ,7.93 ,8.38 ,70.20 ,1182.10 ,1421.54 ,2020778.69 ,3,0
9.42 ,6.55 ,42.89 ,1,17878.38 ,22407.41 ,502091836.70 ,17878.38 ,22407.41 ,502091836.70 ,14.68 ,8.76 ,76.81 ,2283.38 ,1676.66 ,2811181.00 ,3,0
17.05 ,28.61 ,818.41 ,1,15730.75 ,19669.28 ,386880701.30 ,15657.82 ,19703.98 ,388246618.50 ,11.75 ,9.37 ,87.85 ,2042.42 ,1943.23 ,3776152.30 ,3,0
6.68 ,6.84 ,46.71 ,1,14791.37 ,19537.30 ,381706226.00 ,14787.11 ,19539.38 ,381787369.30 ,10.30 ,9.30 ,86.41 ,1470.93 ,1382.40 ,1911032.66 ,3,0
8.30 ,6.71 ,44.97 ,1,23377.80 ,24347.82 ,592816393.90 ,23377.80 ,24347.82 ,592816393.90 ,13.40 ,8.24 ,67.94 ,1910.00 ,1273.13 ,1620852.80 ,3,0
20.98 ,30.48 ,928.70 ,1,21467.54 ,23744.75 ,563813148.20 ,21467.54 ,23744.75 ,563813148.20 ,11.57 ,8.95 ,80.03 ,1623.04 ,1472.27 ,2167590.25 ,3,0
27.62 ,42.57 ,1812.32 ,1,17451.08 ,20848.82 ,434673096.80 ,17451.08 ,20848.82 ,434673096.80 ,10.69 ,8.42 ,70.91 ,1668.39 ,1579.47 ,2494714.47 ,3,0
32.53 ,48.26 ,2328.98 ,1,24254.33 ,24396.84 ,595205826.20 ,24254.33 ,24396.84 ,595205826.20 ,11.61 ,7.32 ,53.57 ,1776.06 ,1313.80 ,1726068.05 ,3,0
19.40 ,37.15 ,1379.75 ,1,21460.63 ,21064.42 ,443709947.90 ,21460.63 ,21064.42 ,443709947.90 ,9.30 ,8.67 ,75.08 ,1664.77 ,2100.09 ,4410373.51 ,3,0
35.19 ,46.62 ,2173.60 ,1,18330.09 ,22392.16 ,501408736.90 ,18330.09 ,22392.16 ,501408736.90 ,11.16 ,10.83 ,117.32 ,1766.97 ,2062.50 ,4253886.53 ,3,0
28.43 ,42.12 ,1774.20 ,1,18142.25 ,22263.59 ,495667212.60 ,18142.25 ,22263.59 ,495667212.60 ,14.50 ,7.31 ,53.42 ,2436.75 ,1826.41 ,3335755.85 ,3,0
8.90 ,7.27 ,52.83 ,1,17764.25 ,21190.78 ,449049236.30 ,17764.25 ,21190.78 ,449049236.30 ,13.38 ,9.70 ,94.11 ,1962.15 ,1490.08 ,2220343.08 ,3,0
15.43 ,23.59 ,556.61 ,1,20602.00 ,24170.92 ,584233420.60 ,18255.85 ,23116.27 ,534361979.60 ,13.08 ,8.28 ,68.49 ,2088.75 ,1542.86 ,2380406.94 ,3,0
16.10 ,31.50 ,992.28 ,1,17312.85 ,23050.64 ,531332161.20 ,17302.59 ,23056.00 ,531579339.90 ,9.89 ,9.60 ,92.18 ,1343.54 ,1408.29 ,1983285.86 ,3,0
15.21 ,30.25 ,914.91 ,3,23114.11 ,25906.11 ,671126367.20 ,23114.11 ,25906.11 ,671126367.20 ,10.21 ,8.82 ,77.74 ,1740.32 ,1908.41 ,3642022.00 ,3,0
16.56 ,29.55 ,873.07 ,3,16365.03 ,19605.77 ,384386140.00 ,16365.03 ,19605.77 ,384386140.00 ,12.90 ,8.82 ,77.76 ,1881.07 ,1406.83 ,1979171.13 ,3,0
0.07 ,0.01 ,0.00 ,1,32756.79 ,25038.18 ,626910382.70 ,32756.79 ,25038.18 ,626910382.70 ,6.50 ,0.50 ,0.25 ,863.85 ,498.10 ,248105.48 ,3,1
19.08 ,27.65 ,764.68 ,1,17310.03 ,19464.62 ,378871221.50 ,17310.03 ,19464.62 ,378871221.50 ,17.16 ,9.24 ,85.32 ,2584.19 ,1800.90 ,3243241.28 ,3,0
14.62 ,26.04 ,677.85 ,2,18966.03 ,21852.87 ,477547943.10 ,18966.03 ,21852.87 ,477547943.10 ,13.82 ,9.65 ,93.03 ,2027.91 ,1556.75 ,2423476.61 ,3,0
20.75 ,28.43 ,808.15 ,3,17921.47 ,21475.00 ,461175445.40 ,17921.47 ,21475.00 ,461175445.40 ,17.83 ,7.51 ,56.34 ,2814.17 ,1380.93 ,1906964.34 ,3,0
17.88 ,20.63 ,425.49 ,1,23283.07 ,25524.91 ,651521000.50 ,23283.07 ,25524.91 ,651521000.50 ,14.13 ,7.75 ,60.12 ,2423.00 ,1840.47 ,3387327.80 ,3,0
17.06 ,31.79 ,1010.80 ,1,22470.25 ,24986.26 ,624312934.10 ,22470.25 ,24986.26 ,624312934.10 ,13.33 ,8.05 ,64.81 ,2210.58 ,1859.36 ,3457204.83 ,3,0
12.50 ,32.31 ,1043.91 ,1,16422.96 ,18790.57 ,353085608.60 ,14983.65 ,18427.56 ,339575076.30 ,6.96 ,8.34 ,69.50 ,988.23 ,1243.40 ,1546033.10 ,3,0
5.94 ,7.15 ,51.13 ,1,24188.68 ,25682.29 ,659580090.70 ,24188.68 ,25682.29 ,659580090.70 ,8.82 ,9.68 ,93.69 ,1295.77 ,1547.63 ,2395155.99 ,3,0
21.09 ,37.14 ,1379.11 ,1,19821.06 ,20506.42 ,420513422.50 ,19821.06 ,20506.42 ,420513422.50 ,12.29 ,9.13 ,83.27 ,2363.38 ,2374.16 ,5636616.77 ,3,0
6.89 ,6.53 ,42.67 ,1,23852.38 ,25992.53 ,675611565.20 ,23852.38 ,25992.53 ,675611565.20 ,11.00 ,8.86 ,78.42 ,1610.00 ,1373.13 ,1885497.50 ,3,0
18.52 ,28.04 ,786.38 ,1,19960.33 ,21992.23 ,483658046.40 ,19960.33 ,21992.23 ,483658046.40 ,15.00 ,7.07 ,50.00 ,2228.07 ,1177.73 ,1387046.53 ,3,0
18.55 ,18.50 ,342.42 ,1,24912.50 ,25653.61 ,658107476.10 ,24912.50 ,25653.61 ,658107476.10 ,13.90 ,8.11 ,65.69 ,1927.20 ,1255.79 ,1577018.36 ,3,0
30.07 ,41.44 ,1717.04 ,1,18449.25 ,20961.91 ,439401549.70 ,18449.25 ,20961.91 ,439401549.70 ,16.17 ,7.19 ,51.72 ,2301.04 ,1103.95 ,1218694.96 ,3,0
20.07 ,36.20 ,1310.26 ,1,20287.14 ,22652.65 ,513142696.00 ,18834.68 ,22101.24 ,488464886.60 ,11.31 ,8.16 ,66.60 ,2031.94 ,1991.24 ,3965042.55 ,3,0
9.91 ,8.25 ,68.04 ,1,19856.29 ,24316.37 ,591285841.90 ,19856.29 ,24316.37 ,591285841.90 ,12.47 ,9.06 ,82.01 ,1774.88 ,1408.91 ,1985025.22 ,3,0
17.05 ,31.29 ,979.11 ,1,13004.46 ,15992.60 ,255763103.90 ,13004.46 ,15992.60 ,255763103.90 ,11.89 ,10.67 ,113.79 ,1561.12 ,1526.88 ,2331356.87 ,3,0
17.91 ,25.02 ,625.88 ,1,23221.95 ,24192.46 ,585274905.70 ,23221.95 ,24192.46 ,585274905.70 ,10.75 ,7.06 ,49.89 ,2103.30 ,2097.42 ,4399161.21 ,3,0
24.74 ,35.13 ,1233.78 ,1,21178.68 ,24996.94 ,624846873.90 ,21178.68 ,24996.94 ,624846873.90 ,11.50 ,9.77 ,95.39 ,2049.64 ,2231.84 ,4981119.66 ,3,0
37.01 ,44.31 ,1963.64 ,1,21552.73 ,24763.89 ,613250248.40 ,21552.73 ,24763.89 ,613250248.40 ,11.23 ,8.97 ,80.41 ,2240.19 ,2333.79 ,5446560.31 ,3,0
8.69 ,5.89 ,34.63 ,1,20540.77 ,22813.27 ,520445231.70 ,20541.08 ,22812.99 ,520432593.60 ,14.08 ,8.11 ,65.76 ,2269.42 ,1465.07 ,2146423.63 ,3,0
20.30 ,28.85 ,832.01 ,1,18253.43 ,22052.74 ,486323393.70 ,18253.43 ,22052.74 ,486323393.70 ,17.93 ,8.13 ,66.14 ,2495.50 ,1160.97 ,1347852.25 ,3,0
8.61 ,7.54 ,56.90 ,1,16120.10 ,20861.20 ,435189573.50 ,16120.10 ,20861.20 ,435189573.50 ,12.63 ,9.52 ,90.63 ,1773.03 ,1414.01 ,1999432.12 ,3,0
9.86 ,8.26 ,68.22 ,1,19277.11 ,23725.75 ,562911351.90 ,19277.19 ,23725.68 ,562907823.80 ,14.46 ,10.62 ,112.75 ,2035.50 ,1492.95 ,2228911.54 ,3,0
13.87 ,20.80 ,432.43 ,1,17385.25 ,21403.84 ,458124161.30 ,17385.23 ,21403.82 ,458123656.80 ,13.50 ,8.08 ,65.31 ,2176.97 ,1584.45 ,2510492.16 ,3,0
20.44 ,16.73 ,279.77 ,1,19943.89 ,22719.52 ,516176627.60 ,19943.89 ,22719.52 ,516176627.60 ,17.62 ,7.62 ,58.08 ,2668.50 ,1338.74 ,1792217.10 ,3,0
23.53 ,49.18 ,2418.28 ,1,19256.21 ,23011.70 ,529538305.30 ,19256.41 ,23011.54 ,529530971.10 ,11.76 ,9.65 ,93.09 ,1642.88 ,1468.76 ,2157241.82 ,3,0
27.11 ,41.81 ,1748.39 ,1,24228.27 ,24750.72 ,612598115.40 ,24228.27 ,24750.72 ,612598115.40 ,9.19 ,7.15 ,51.16 ,1528.42 ,1866.77 ,3484835.86 ,3,0
13.45 ,21.46 ,460.33 ,1,14863.81 ,19560.75 ,382622811.30 ,14863.91 ,19560.67 ,382619838.90 ,8.22 ,7.98 ,63.73 ,1292.13 ,1533.60 ,2351924.80 ,3,0
30.63 ,44.88 ,2013.96 ,1,21050.62 ,23609.12 ,557390542.70 ,21050.62 ,23609.12 ,557390542.70 ,10.92 ,7.22 ,52.15 ,1811.08 ,1614.16 ,2605507.30 ,3,0
18.46 ,30.09 ,905.63 ,1,22316.89 ,24721.34 ,611144547.40 ,22316.89 ,24721.34 ,611144547.40 ,15.54 ,8.02 ,64.39 ,2378.75 ,1316.11 ,1732142.62 ,3,0
5.59 ,4.58 ,21.01 ,2,20348.81 ,22520.82 ,507187195.20 ,18414.27 ,22820.58 ,520778715.90 ,12.69 ,7.30 ,53.22 ,1956.00 ,1268.78 ,1609809.50 ,3,0
9.14 ,7.89 ,62.20 ,3,16258.35 ,20996.55 ,440854999.60 ,16258.59 ,20996.37 ,440847350.50 ,12.47 ,10.05 ,100.90 ,1956.88 ,1733.69 ,3005665.87 ,3,0
22.44 ,35.12 ,1233.63 ,2,18854.50 ,21164.69 ,447943938.40 ,18854.50 ,21164.69 ,447943938.40 ,15.67 ,4.64 ,21.56 ,2804.67 ,1661.50 ,2760568.11 ,3,0
15.02 ,22.80 ,519.72 ,3,18045.29 ,21996.50 ,483845885.00 ,18045.29 ,21996.50 ,483845885.00 ,14.61 ,8.39 ,70.34 ,2132.42 ,1288.12 ,1659264.40 ,3,0
39.71 ,44.19 ,1952.41 ,1,16412.04 ,23600.01 ,556960539.50 ,14719.43 ,23248.84 ,540508604.70 ,16.63 ,9.38 ,87.98 ,2441.75 ,1523.45 ,2320889.10 ,3,0
25.13 ,36.83 ,1356.71 ,1,23073.60 ,24513.25 ,600899278.30 ,23073.60 ,24513.25 ,600899278.30 ,10.20 ,7.55 ,56.96 ,2051.60 ,2233.93 ,4990420.24 ,3,0
7.32 ,7.11 ,50.56 ,1,21808.50 ,22449.51 ,503980360.40 ,19122.72 ,21434.08 ,459419646.10 ,11.85 ,9.68 ,93.63 ,1739.80 ,1452.53 ,2109833.96 ,3,0
14.39 ,26.98 ,728.12 ,1,21051.22 ,24019.97 ,576958744.70 ,19623.23 ,23697.43 ,561568065.20 ,10.33 ,7.89 ,62.17 ,1584.67 ,1379.71 ,1903592.94 ,3,0
16.19 ,31.64 ,1000.99 ,1,17690.57 ,19282.19 ,371803001.10 ,17690.57 ,19282.19 ,371803001.10 ,11.67 ,9.60 ,92.09 ,1964.80 ,1817.60 ,3303663.96 ,3,0
0.08 ,0.01 ,0.00 ,1,32334.58 ,24612.57 ,605778818.60 ,32334.58 ,24612.57 ,605778818.60 ,6.50 ,0.50 ,0.25 ,1152.73 ,573.73 ,329165.36 ,3,1
26.70 ,36.81 ,1355.07 ,1,21072.06 ,23566.57 ,555383190.40 ,21072.06 ,23566.57 ,555383190.40 ,13.38 ,9.88 ,97.67 ,1809.88 ,1474.41 ,2173892.48 ,3,0
12.28 ,17.28 ,298.41 ,1,22597.76 ,25018.01 ,625900797.60 ,22597.76 ,25018.01 ,625900797.60 ,13.95 ,9.55 ,91.14 ,2213.50 ,1824.37 ,3328328.06 ,3,0
17.38 ,42.11 ,1773.58 ,1,18942.00 ,21166.23 ,448009321.60 ,18941.78 ,21166.35 ,448014521.90 ,13.33 ,8.81 ,77.57 ,1954.83 ,1335.66 ,1783993.39 ,3,0
27.54 ,44.41 ,1972.11 ,1,21216.75 ,23454.73 ,550124551.20 ,21216.75 ,23454.73 ,550124551.20 ,11.42 ,9.08 ,82.41 ,1755.75 ,1528.22 ,2335466.02 ,3,0
7.96 ,7.55 ,57.04 ,1,17470.85 ,20929.03 ,438024350.70 ,17470.85 ,20929.03 ,438024350.70 ,10.92 ,9.03 ,81.46 ,1650.42 ,1423.23 ,2025585.32 ,3,0
12.08 ,18.70 ,349.71 ,1,16404.72 ,21350.13 ,455828001.90 ,16399.43 ,21352.90 ,455946192.10 ,10.44 ,10.13 ,102.58 ,1747.56 ,2005.89 ,4023575.91 ,3,0
9.60 ,7.15 ,51.15 ,1,22781.78 ,24123.93 ,581963798.90 ,22781.78 ,24123.93 ,581963798.90 ,12.94 ,9.55 ,91.25 ,1927.75 ,1481.08 ,2193601.75 ,3,0
16.62 ,31.08 ,966.01 ,1,19435.85 ,21735.94 ,472451199.70 ,19435.85 ,21735.94 ,472451199.70 ,10.31 ,8.15 ,66.37 ,1542.42 ,1460.19 ,2132158.86 ,3,0
27.02 ,33.51 ,1122.80 ,1,19952.08 ,23913.34 ,571848021.10 ,17999.51 ,23368.57 ,546090185.90 ,10.15 ,8.19 ,67.05 ,2185.23 ,2222.15 ,4937966.49 ,3,0
25.31 ,41.68 ,1737.57 ,1,19884.75 ,23203.19 ,538388068.00 ,19884.75 ,23203.19 ,538388068.00 ,9.70 ,7.88 ,62.06 ,1386.75 ,1318.76 ,1739130.79 ,3,0
12.43 ,21.86 ,477.62 ,1,18205.25 ,20345.45 ,413937237.50 ,18196.92 ,20350.75 ,414152961.50 ,11.97 ,8.71 ,75.78 ,2092.50 ,1908.09 ,3640806.06 ,3,0
23.68 ,36.20 ,1310.67 ,1,20685.85 ,23739.94 ,563584851.80 ,20685.85 ,23739.94 ,563584851.80 ,15.21 ,9.03 ,81.58 ,2160.41 ,1348.49 ,1818420.36 ,3,0
18.35 ,28.19 ,794.43 ,1,19976.32 ,22704.99 ,515516476.80 ,19970.60 ,22708.70 ,515685144.80 ,15.06 ,7.87 ,62.00 ,2430.71 ,1661.05 ,2759074.74 ,3,0
7.73 ,35.94 ,1291.55 ,1,27772.63 ,22121.38 ,489355407.80 ,27772.63 ,22121.38 ,489355407.80 ,6.77 ,1.40 ,1.97 ,708.00 ,334.22 ,111705.58 ,3,1
23.82 ,37.80 ,1428.52 ,1,18239.67 ,21033.78 ,442419846.70 ,18239.67 ,21033.78 ,442419846.70 ,11.78 ,9.73 ,94.73 ,1803.31 ,1982.72 ,3931178.99 ,3,0
13.25 ,9.84 ,96.75 ,1,22714.17 ,24236.25 ,587395574.50 ,22714.17 ,24236.25 ,587395574.50 ,15.61 ,7.78 ,60.46 ,2556.39 ,1485.37 ,2206324.46 ,3,0
21.12 ,37.96 ,1440.87 ,1,17988.71 ,20368.98 ,414895506.10 ,17988.71 ,20368.98 ,414895506.10 ,10.74 ,7.94 ,62.96 ,1557.27 ,1490.81 ,2222522.90 ,3,0
15.68 ,31.01 ,961.74 ,1,22469.58 ,23650.97 ,559368553.20 ,22469.58 ,23650.97 ,559368553.20 ,10.96 ,9.17 ,84.11 ,1886.62 ,2053.22 ,4215716.93 ,3,0
23.78 ,40.37 ,1629.71 ,1,22415.32 ,22295.11 ,497071705.50 ,20854.56 ,22596.90 ,510619958.50 ,8.91 ,8.55 ,73.17 ,1738.77 ,2102.28 ,4419585.45 ,3,0
16.16 ,29.13 ,848.49 ,1,17605.57 ,20205.53 ,408263532.20 ,17605.57 ,20205.53 ,408263532.20 ,13.53 ,7.85 ,61.58 ,1971.03 ,1224.95 ,1500489.17 ,3,0
10.38 ,10.35 ,107.11 ,1,13893.29 ,18947.03 ,358989997.60 ,13891.01 ,18948.05 ,359028653.80 ,11.17 ,10.18 ,103.72 ,1568.71 ,1487.81 ,2213574.87 ,3,0
10.26 ,7.28 ,53.03 ,1,20105.20 ,21950.18 ,481810194.10 ,19115.83 ,21721.44 ,471821043.30 ,14.85 ,8.72 ,75.96 ,2224.91 ,1367.26 ,1869387.60 ,3,0
21.05 ,27.79 ,772.19 ,1,20496.38 ,23480.72 ,551344094.10 ,19491.39 ,23523.72 ,553365238.40 ,17.91 ,7.99 ,63.79 ,2760.62 ,1543.61 ,2382725.88 ,3,0
10.04 ,11.83 ,139.88 ,1,16574.50 ,20976.65 ,440019969.30 ,16574.50 ,20976.65 ,440019969.30 ,8.14 ,7.59 ,57.55 ,1491.36 ,1647.70 ,2714914.09 ,3,0
14.16 ,26.07 ,679.73 ,1,19061.63 ,23295.32 ,542671862.90 ,19061.63 ,23295.32 ,542671862.90 ,11.68 ,9.58 ,91.85 ,1865.61 ,1877.41 ,3524683.56 ,3,0
