B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,A1,A2,class
11.28928571,14.21618228,202.0998385,15656.28571,20019.82089,400793228.5,15440.83214,20148.6113,405966537.1,11.82142857,9.169255973,84.0752551,1807.535714,1615.492748,2609816.82,1,3,0
15.9922,29.01450797,841.841673,19346.23333,21065.50112,443755337.4,19346.23333,21065.50112,443755337.4,11.8,9.816312953,96.36,1733.2,1578.336179,2491145.093,1,3,0
31.37111765,45.79661642,2097.330076,20693.61765,23195.98336,538053643.9,20693.61765,23195.98336,538053643.9,13.97058824,8.215785717,67.49913495,2183.264706,1664.212856,2769604.43,1,3,0
19.328,33.52365066,1123.835154,16847.5,18465.02105,340957002.5,16847.5,18465.02105,340957002.5,13.72727273,8.263731373,68.2892562,2104.863636,1452.477047,2109689.572,1,3,0
9.847538462,7.466270685,55.74519794,16084.23077,21439.68171,459659951.6,16084.23077,21439.68171,459659951.6,12.42307692,9.009281867,81.16715976,2006.346154,1630.555355,2658710.765,1,3,0
17.98672727,23.89938164,571.1804427,15578.81818,18853.66508,355460686.8,15578.81818,18853.66508,355460686.8,11.63636364,8.498906104,72.23140496,2412.818182,2249.358467,5059613.512,1,3,0
20.091875,33.20589947,1102.631759,20712.1875,23753.76937,564241559.2,20712.29063,23753.67946,564237287.7,13.78125,8.099901138,65.60839844,2415.71875,2060.875515,4247207.89,1,3,0
15.67678571,30.89875759,954.7332205,18150.17857,20634.29246,425774025.3,16049.58214,19327.00522,373533130.9,10.64285714,9.528956942,90.80102041,1634.928571,1880.540517,3536432.638,1,3,0
24.60578571,40.19730288,1615.823159,20397.78571,22415.78107,502467241,20397.78571,22415.78107,502467241,12.82142857,7.905936158,62.50382653,2240.642857,2185.269029,4775400.73,1,3,0
22.54758824,31.49361094,991.84753,20303.26471,22339.06451,499033803.3,20303.26471,22339.06451,499033803.3,15.58823529,8.506459992,72.35986159,2373,1694.732028,2872116.647,1,3,0
23.86878571,41.01002797,1681.822394,17585.89286,20645.25622,426226604.5,17585.89286,20645.25622,426226604.5,10.14285714,9.257098765,85.69387755,1432.357143,1564.799376,2448597.087,1,3,0
14.7738,13.50736452,182.4488962,19715.05,24763.86711,613249114.3,19715.05,24763.86711,613249114.3,14.95,7.179658766,51.5475,2471.4,1468.202145,2155617.54,1,3,0
11.07529412,9.372391708,87.84172633,18196.26471,20303.35566,412226251.1,18195.45,20303.85788,412246644.6,14.67647059,8.302092536,68.92474048,2240.352941,1438.189198,2068388.17,1,3,0
10.6091,8.437207114,71.18646389,17122.95,21226.40442,450560244.5,17122.265,21226.75403,450575086.6,15.5,9.378166132,87.95,2157.85,1328.038828,1763687.128,1,3,0
13.03114286,19.42684811,377.4024276,14115.92857,18864.89244,355884166.9,14115.92857,18864.89244,355884166.9,8.714285714,9.203482038,84.70408163,1385.5,1712.294211,2931951.464,1,1,0
5.219272727,4.190893051,17.56358456,19737.04545,24090.89168,580371062,19737.04545,24090.89168,580371062,10.72727273,7.274999645,52.92561983,1731.727273,1373.10273,1885411.107,1,3,0
45.31046667,56.91264145,3239.048757,20123.06667,20992.64583,440691179.1,20123.06667,20992.64583,440691179.1,9.633333333,8.142412965,66.29888889,1679.666667,2036.886158,4148905.222,1,3,0
9.769222222,6.914438417,47.80945862,18836.13889,22293.49356,496999854.9,19238.90556,22379.34876,500835250.7,12.88888889,9.538744903,90.98765432,1915.638889,1430.865572,2047376.286,1,3,0
26.11565,48.22486252,2325.637365,19287.05,21693.22829,470596153.8,19287.05,21693.22829,470596153.8,13.15,7.910594162,62.5775,1943.075,1314.077859,1726800.619,1,3,0
7.922714286,9.984703883,99.69431163,17618.57143,19280.49557,371737509.5,17618.57143,19280.49557,371737509.5,11.14285714,11.94545426,142.6938776,1569.928571,1804.196674,3255125.638,1,2,0
24.27311111,38.06926136,1449.268661,16699.55556,21737.56666,472521804.2,16699.55556,21737.56666,472521804.2,9.333333333,8.608781047,74.11111111,1478.111111,1577.627117,2488907.321,1,3,0
12.5195,24.46849001,598.7070032,19443.47917,22838.57088,521600319.8,18550.69375,22741.18005,517161270,12.29166667,8.482723455,71.95659722,1818.125,1426.757653,2035637.401,1,3,0
15.92542857,29.73063081,883.9104082,18879.28571,22166.52293,491354739,18879.28571,22166.52293,491354739,11.57142857,8.406751417,70.67346939,2108.428571,1932.689289,3735287.888,1,3,0
11.08693333,10.18260054,103.6853538,19504.43333,22763.48783,518176378,19504.43333,22763.48783,518176378,14.46666667,11.13473045,123.9822222,1978.166667,1562.150699,2440314.806,1,3,0
6.727090909,6.362691861,40.48384772,9132.681818,13277.96622,176304387,9132.681818,13277.96622,176304387,10.90909091,8.51687678,72.53719008,1812.727273,1559.369254,2431632.471,1,3,0
15.32185714,30.51597562,931.2247683,18599.71429,21369.46116,456653870.3,18599.71429,21369.46116,456653870.3,12.35714286,8.702275095,75.72959184,1867.357143,1458.714875,2127849.087,1,3,0
7.688647059,8.993011986,80.87426458,21255.23529,23735.16245,563357936.5,19391.86176,22815.61125,520552116.6,9.852941176,9.938435055,98.77249135,1412.882353,1529.160857,2338332.927,1,3,0
16.28211429,26.77780235,717.0506984,20543.97143,24744.18054,612274470.8,21247.48571,24501.19953,600308778.2,13.37142857,8.545962169,73.03346939,2207.257143,1847.710681,3414034.762,1,3,0
23.22273684,46.66298471,2177.434142,20619.94737,22805.12569,520073757.6,20619.94737,22805.12569,520073757.6,13.05263158,8.19482304,67.15512465,2063.289474,1607.265918,2583303.732,1,3,0
9.888761905,11.28937537,127.4499962,14023.28571,16579.39895,274876469.6,14455.80952,16325.83977,266533044.2,11.57142857,9.317527919,86.81632653,1967.714286,2046.492892,4188133.156,1,3,0
11.964,6.909153783,47.736406,18132.58824,22868.12522,522951150.9,18132.82353,22867.93869,522942619.8,17.44117647,7.54278454,56.89359862,2641.5,1179.415066,1391019.897,1,3,0
21.76494444,31.54646133,995.1792226,17846.13889,22430.74347,503138252.4,17846.13889,22430.74347,503138252.4,12.83333333,8.417904199,70.86111111,2272.083333,2077.539134,4316168.854,1,3,0
5.850166667,5.909321885,34.92008514,20144.79167,21941.10434,481412059.5,20144.79167,21941.10434,481412059.5,11.83333333,8.279828232,68.55555556,1740.583333,1293.60056,1673402.41,1,3,0
17.87983333,31.94616685,1020.557576,18461.5,21615.0942,467212297.4,18461.5,21615.0942,467212297.4,12.16666667,10.0650661,101.3055556,1674.708333,1455.437749,2118299.04,1,3,0
11.62277778,6.480438853,41.99608773,19879.33333,22682.22208,514483198.7,19879.33333,22682.22208,514483198.7,17.66666667,8.027729719,64.44444444,2681.833333,1284.574303,1650131.139,1,3,0
5.55025,8.212794633,67.44999569,22214.75,21879.82263,478726638.4,22214.75,21879.82263,478726638.4,8.125,10.52897787,110.859375,998.6875,1431.903441,2050347.465,1,2,0
18.19176471,33.38818984,1114.771221,20619.66667,23329.25286,544254039,20681.43137,23295.80246,542694412.4,9.549019608,7.512900606,56.44367551,1795.392157,1937.791456,3755035.729,1,3,0
6.4875,6.179957679,38.19187692,18844.54167,23709.30895,562131330.9,18841.7625,23710.8909,562206347.1,11.875,9.558209822,91.359375,1803.791667,1562.66919,2441934.998,1,3,0
15.35342857,30.28946107,917.451452,16318.53571,22127.79294,489639220.4,16318.53571,22127.79294,489639220.4,11.39285714,8.702788082,75.73852041,1588.428571,1399.227323,1957837.102,1,3,0
19.52306667,28.72012334,824.8454845,19722.63333,22776.17487,518754141.7,19722.63333,22776.17487,518754141.7,15.43333333,8.236841358,67.84555556,2345.2,1396.980324,1951554.027,1,3,0
24.4396,44.52239888,1982.244002,18734.57143,21560.08992,464837477.2,18734.18,21560.29568,464846349.8,7.971428571,7.576224896,57.39918367,1339.857143,1797.11682,3229628.865,1,3,0
22.27327273,31.81226692,1012.020327,16491.90909,22901.16225,524463232.3,16491.90909,22901.16225,524463232.3,16.54545455,8.206024797,67.33884298,2268.909091,1292.522337,1670613.992,1,3,0
49.57490909,56.61890431,3205.700326,17075.54545,20085.56134,403429774.2,17075.54545,20085.56134,403429774.2,9.318181818,7.928007681,62.85330579,1634.909091,2009.499415,4038087.901,1,3,0
7.241,7.306806933,53.38942756,23683.44444,23496.6478,552092457.7,23683.44444,23496.6478,552092457.7,11.77777778,8.910390661,79.39506173,1663.833333,1377.627278,1897856.917,1,3,0
18.71805556,30.62141766,937.6712197,16057.94444,21121.6518,446124174.8,14373.06389,19865.00609,394618467.1,10.22222222,9.678472995,93.67283951,1571.055556,1754.322803,3077648.497,1,3,0
8.461647059,5.791239885,33.5384594,19395.61765,24217.35653,586480357.5,18698.86765,24420.00256,596336525.1,11.38235294,8.626275544,74.41262976,1696.588235,1574.527382,2479136.478,1,3,0
17.83714286,31.61254396,999.3529354,15674.60714,21323.46494,454690157,13596.01071,19848.75072,393972905.1,9.25,8.550793614,73.11607143,1341.035714,1381.086515,1907399.963,1,3,0
11.43335714,7.958270483,63.33406909,21763.10714,25233.33491,636721190.8,21763.10714,25233.33491,636721190.8,15.28571429,10.4158435,108.4897959,2064.785714,1546.047688,2390263.454,1,3,0
12.71664286,13.57823275,184.3684047,19333.14286,24416.4182,596161477.5,19333.14286,24416.4182,596161477.5,10.71428571,9.399305228,88.34693878,1806.892857,1830.084372,3349208.81,1,3,0
27.52647059,43.89503249,1926.773877,18248.29412,21105.60308,445446481.6,16619.62647,20145.66202,405847698.3,11.64705882,7.319925879,53.58131488,2134.323529,2033.051585,4133298.748,1,3,0
24.36470588,41.6128944,1731.63298,19998,22148.38475,490550946.9,19998,22148.38475,490550946.9,13.08823529,8.816320585,77.72750865,2070.117647,1581.326784,2500594.398,1,3,0
22.39706667,39.16407229,1533.824559,19324.06667,23488.17779,551694496.1,19324.06667,23488.17779,551694496.1,9.3,8.474078121,71.81,1582.466667,1678.859508,2818569.249,1,3,0
20.94683333,30.83563218,950.8362121,18123.875,22371.21886,500471433.4,18124.0125,22371.10748,500466449.8,16.95833333,9.11262479,83.03993056,2363.833333,1300.395698,1691028.972,1,3,0
11.01511111,9.245919976,85.48703621,18550.66667,22356.4219,499809600.4,18550.66667,22356.4219,499809600.4,13.86111111,9.874638609,97.50848765,1911.194444,1450.571704,2104158.268,1,3,0
16.98585,28.39132764,806.067485,20438.575,23298.99015,542842942.1,20438.575,23298.99015,542842942.1,13.15,8.719374978,76.0275,2187.95,1930.43767,3726589.598,1,3,0
20.9531,21.44887427,460.0542075,17320.15,19282.32889,371808207.3,17320.15,19282.32889,371808207.3,14.65,9.477737072,89.8275,2553.25,2019.48357,4078313.888,1,3,0
7.209125,6.992132721,48.88991998,16531.8125,21005.72287,441240393.5,16531.63438,21005.79526,441243434.5,11.78125,9.12323399,83.23339844,1753.3125,1426.80194,2035763.777,1,3,0
25.61508333,43.8993806,1927.155617,13722.20833,17702.44481,313376552.3,13722.20833,17702.44481,313376552.3,8.083333333,8.077317349,65.24305556,1489.208333,2139.659844,4578144.248,1,3,0
22.31517647,32.15359038,1033.853375,23254.88235,25021.33418,626067164.2,23254.88235,25021.33418,626067164.2,13.55882353,8.58244164,73.6583045,2638,2350.275153,5523793.294,1,3,0
17.08958333,31.78942154,1010.567322,17329.83333,20695.38223,428298845.8,15891.73333,20650.31889,426435670.4,13.08333333,6.769519103,45.82638889,2137.708333,1347.902552,1816841.29,1,3,0
11.02781818,10.44462514,109.0901943,15299.77273,20561.36845,422769872.6,15299.77273,20561.36845,422769872.6,10.04545455,8.149050546,66.40702479,1482.363636,1311.239128,1719348.05,1,3,0
50.582,58.97748786,3478.344075,19546.75,23709.19443,562125900.5,19546.415,23709.36381,562133932.2,9.8,8.176796439,66.86,1914.35,2264.868634,5129629.927,1,3,0
31.9486,46.06410123,2121.901422,16689.73333,18781.40642,352741226.9,16689.73333,18781.40642,352741226.9,9.733333333,7.659126727,58.66222222,2226.1,2493.394839,6217017.823,1,3,0
12.97492308,6.663536477,44.40271838,19188.84615,22881.4508,523560790.9,19188.84615,22881.4508,523560790.9,18.46153846,7.099462435,50.40236686,2563.730769,1108.245202,1228207.428,1,3,0
6.326434783,6.696490449,44.84298433,11226.73913,15060.89168,226830458.2,11226.88261,15060.78474,226827237.1,6.956521739,7.165607841,51.34593573,1169.26087,1645.478052,2707598.019,1,4,0
18.34888235,28.19244317,794.813852,15786.67647,20037.88457,401516817.9,15786.67647,20037.88457,401516817.9,10.94117647,8.231721914,67.76124567,1589.823529,1320.727105,1744320.087,1,3,0
0.061466667,0.009611567,9.24E-05,28222.3,22123.78566,489461892,28222.3,22123.78566,489461892,6.5,0.5,0.25,586.1333333,68.73123178,4723.982222,1,3,1
12.60542857,8.729001782,76.1954721,14446.89286,17314.7303,299799885.4,14446.89286,17314.7303,299799885.4,17.82142857,7.426081313,55.14668367,2671.321429,1168.556957,1365525.361,1,3,0
12.48808333,10.33863268,106.8873257,16902.95833,20573.69769,423277036.8,16902.95833,20573.69769,423277036.8,12.83333333,9.053851237,81.97222222,1794.708333,1402.912788,1968164.29,1,3,0
8.8201,7.653122493,58.57028389,19760.05,22191.65387,492469501.5,19760.05,22191.65387,492469501.5,9.95,9.682329265,93.7475,1473.6,1497.143594,2241438.94,1,3,0
22.5467619,33.5502136,1125.616832,19686.85714,23384.58688,546838903.6,19686.85714,23384.58688,546838903.6,13.78571429,9.064676903,82.16836735,2219.809524,1655.352519,2740191.964,1,3,0
16.69615385,22.98842276,528.4675812,18241.73077,20698.31283,428420154,18241.73077,20698.31283,428420154,14.73076923,11.40363536,130.0428994,2231.538462,1954.331702,3819412.402,1,3,0
15.40063636,17.64114906,311.21014,16218.72727,18229.12906,332301146.1,16218.72727,18229.12906,332301146.1,16.81818182,6.886326133,47.4214876,2707.545455,1443.836012,2084662.43,1,3,0
20.92276471,37.75982487,1425.804374,20970.64706,23915.85813,571968270.2,20092.97941,24051.54821,578476971.2,10.91176471,9.33169062,87.08044983,1572.352941,1487.503235,2212665.875,1,3,0
11.38892857,6.644157245,44.14482549,17130.10714,19629.38119,385312606,17130.10714,19629.38119,385312606,16.35714286,8.775836491,77.01530612,2428.214286,1567.144181,2455940.883,1,3,0
12.90635484,11.03246309,121.7152418,18633.64516,20892.18256,436483292,18633.74516,20892.09338,436479565.6,11.12903226,7.87295057,61.98335068,1895.935484,1745.812999,3047863.028,1,3,0
10.7178,9.69242502,93.94310276,20850.3,23419.16748,548457405.3,20850.3,23419.16748,548457405.3,15.2,10.72660244,115.06,2212.1,1670.188729,2789530.39,1,3,0
9.156,7.298964803,53.2748872,16508.25,19880.64593,395240082.5,16508.25,19880.64593,395240082.5,14.325,9.80149861,96.069375,2021.825,1467.042261,2152212.994,1,3,0
0.293867925,3.670556015,13.47298146,32719.1,24919.40446,620976718.5,32719.1,24919.40446,620976718.5,6.496226415,0.507477024,0.25753293,589.5207547,69.57054614,4840.06089,1,3,1
0.057431818,0.021779262,0.000474336,32701.5322,24935.35,621771679.5,32701.5322,24935.35,621771679.5,6.5,0.564076075,0.318181818,590.25,71.76689169,5150.486742,1,3,1
23.68528571,41.65873625,1735.450306,18397.21429,23451.05994,549952212.3,18394.80714,23452.37585,550013933.2,6.642857143,8.164445068,66.65816327,1024.071429,1314.21038,1727148.923,1,6,0
13.00415385,31.8938752,1017.219275,18698.84615,19828.42951,393166616.7,18698.84615,19828.42951,393166616.7,5.615384615,6.409589709,41.08284024,763.4230769,1122.216357,1259369.552,1,3,0
9.946086957,12.84478255,164.9884387,18972.73913,23622.2795,558012088.7,18902.01304,23673.48986,560434122.1,12.65217391,9.122874717,83.2268431,2075.108696,1752.392578,3070879.749,1,3,0
9.142,7.555068277,57.07905667,21327.66667,23624.74043,558128360.6,21327.66667,23624.74043,558128360.6,10.16666667,7.563435433,57.20555556,1436.1,1341.619031,1799941.623,1,3,0
25.75057143,39.44578585,1555.970021,18955.07143,21091.659,444858079.5,18955.07143,21091.659,444858079.5,12.57142857,8.050858745,64.81632653,2369.928571,2169.431047,4706431.066,1,3,0
25.86694737,38.65494141,1494.204496,18673.76316,21997.29579,483881022.3,18673.76316,21997.29579,483881022.3,12.13157895,9.784980576,95.74584488,2146.921053,2292.647865,5256234.231,1,3,0
9.2558125,9.942738778,98.8580544,19551.03125,22869.07751,522994706.3,20328.1125,24194.29861,585364085.5,9.375,8.894345114,79.109375,1354.59375,1441.143402,2076894.304,1,3,0
32.82742857,46.7736198,2187.771509,16870.75,19644.71396,385914786.7,16870.86429,19644.61582,385910930.9,11.03571429,7.725108149,59.67729592,1984.535714,1871.150744,3501205.106,1,3,0
15.35938889,28.03255545,785.8241648,21722.83333,24560.60828,603223479,21723.05556,24560.41177,603213826.1,10.83333333,8.66185764,75.02777778,1813.555556,1725.585978,2977646.969,1,3,0
14.82988889,26.47325218,700.8330811,14517.97222,20648.3422,426354035.7,14517.97222,20648.3422,426354035.7,10.72222222,8.773733245,76.97839506,1564.916667,1425.104935,2030924.076,1,3,0
20.47477778,27.314749,746.0955131,15080.61111,21148.62089,447264165.7,15079.86944,21148.94978,447278076.7,15.08333333,9.79902206,96.02083333,2327.472222,1750.98178,3065937.194,1,3,0
13.95125,29.06164602,844.5792693,15389.90625,20178.37832,407166951.6,15390.15625,20178.18769,407159258.6,10.34375,8.597272006,73.91308594,1637.09375,1558.080698,2427615.46,1,3,0
16.70481579,35.84397763,1284.790733,18012.47368,22671.76013,514008707.5,17885.38421,22749.21431,517526751.6,10.52631579,10.07795103,101.565097,1668.763158,1765.634543,3117465.339,1,3,0
20.01938462,31.30105797,979.7562298,18085.34615,19941.52902,397664579.8,18085.34615,19941.52902,397664579.8,16.03846154,9.192307692,84.49852071,2233.192308,1341.047152,1798407.463,1,3,0
23.45946667,39.78398332,1582.765329,20048.56667,20914.22471,437404795.2,17439.36667,20793.06408,432351514,12.96666667,7.960248461,63.36555556,2198.633333,1898.603109,3604693.766,1,3,0
15.948375,30.12623549,907.5900649,19311.96875,21815.33169,475908696.8,19311.96875,21815.33169,475908696.8,9.53125,8.011649233,64.18652344,1480.8125,1344.934697,1808849.34,1,3,0
11.25784615,6.647008718,44.1827249,19354.69231,23837.49851,568226335.1,19354.69231,23837.49851,568226335.1,15.38461538,9.127628907,83.31360947,2323.653846,1522.064664,2316680.842,1,3,0
9.769,9.769363281,95.44045891,16086.40909,19904.13838,396174724.8,16086.40909,19904.13838,396174724.8,14.04545455,11.52655934,132.8615702,1918.863636,1669.401371,2786900.936,1,3,0
14.41407143,13.62805923,185.7239985,17009.28571,20233.81514,409407275.3,17009.28571,20233.81514,409407275.3,14.71428571,14.12408567,199.4897959,2537.285714,2586.263878,6688760.847,1,3,0
8.758133333,10.62908209,112.9773861,18663.26667,20850.23296,434732214.5,18663.26667,20850.23296,434732214.5,12.46666667,8.341595904,69.58222222,2059,1536.173797,2359829.933,1,3,0
15.99578571,19.9726613,398.9071995,13461.14286,18263.21024,333544848.3,13461.14286,18263.21024,333544848.3,13.28571429,7.941109777,63.06122449,2186.464286,1504.85411,2264585.892,1,3,0
29.058,45.83923638,2101.235592,19179.35,20668.87003,427202188.2,19179.35,20668.87003,427202188.2,12.1,6.869497798,47.19,2372.9,2066.757482,4271486.49,1,3,0
6.4608,4.419959611,19.53604296,16470.4,19948.32823,397935799,16383.33,19995.88705,399835498.8,13.5,6.652067348,44.25,2146.2,988.4501808,977033.76,1,3,0
11.91416667,16.81019819,282.5827633,16900.70833,18386.30096,338056063.1,16900.70833,18386.30096,338056063.1,10.79166667,7.963349205,63.41493056,1895.791667,1715.493709,2942918.665,1,3,0
25.98566667,43.1440013,1861.404848,20117.08333,22660.05351,513478025.2,20117.08333,22660.05351,513478025.2,10.58333333,9.123763234,83.24305556,1605.5,1381.696512,1909085.25,1,3,0
32.6769375,41.91685934,1757.023097,18614.3125,22816.3161,520584280.4,18614.3125,22816.3161,520584280.4,14.34375,7.515024014,56.47558594,2569.40625,1941.123947,3767962.179,1,3,0
13.659,13.48033177,181.7193447,27997.5,28407.71053,806998017.6,27997.5,28407.71053,806998017.6,7.833333333,7.492588931,56.13888889,1013,1246.395871,1553502.667,1,3,0
27.89885714,38.9874312,1520.019792,17798.80952,21415.4398,458621061.8,17798.80952,21415.4398,458621061.8,15.47619048,7.976865643,63.63038549,2742.166667,1917.579512,3677111.187,1,3,0
14.80328571,30.0453236,902.7214702,21291.82143,22105.45301,488651052.9,21291.82143,22105.45301,488651052.9,11.28571429,8.493094434,72.13265306,1948.25,2042.730834,4172749.259,1,3,0
9.281173913,8.605389043,74.05272058,19048.45652,21403.59079,458113698.9,19048.45652,21403.59079,458113698.9,12.80434783,9.799333529,96.02693762,1912.717391,1613.661845,2603904.551,1,3,0
23.18447059,40.21995182,1617.644525,23379,23315.39305,543607552.9,23379,23315.39305,543607552.9,9.911764706,10.5031302,110.3157439,1786.147059,2223.878133,4945633.949,1,3,0
19.45821053,36.40234381,1325.130635,21466.71053,22567.91802,509310923.9,20309.40263,22413.328,502357271.9,11.15789474,9.20676615,84.76454294,1677.789474,1494.407384,2233253.429,1,3,0
13.23626667,18.32281685,335.7256173,20212.9,22944.58898,526454163.4,20212.9,22944.58898,526454163.4,14.1,8.588170158,73.75666667,2148.266667,1444.105858,2085441.729,1,3,0
18.78961111,28.32796055,802.4733487,21917.88889,24054.62707,578625083.5,21917.88889,24054.62707,578625083.5,13.88888889,9.386094259,88.09876543,1984.111111,1380.552985,1905926.543,1,3,0
20.06046154,29.91249838,894.7575592,16596.38462,21579.96006,465694676.2,16596.69231,21579.72348,465684465.4,15.07692308,9.289874873,86.30177515,2416.230769,1853.825054,3436667.331,1,3,0
4.224413793,4.189883889,17.555127,18546.55172,22309.73433,497724246,18546.08276,22309.96748,497734648.8,8.034482759,7.554321707,57.06777646,1313.034483,1413.085801,1996811.482,1,3,0
20.82411111,31.05020721,964.1153675,16775.63889,22278.39141,496326723.7,16774.78611,22278.81831,496345745.2,14.27777778,10.00725046,100.1450617,1973.138889,1443.658819,2084150.786,1,3,0
7.288,8.940893076,79.939569,22655.83333,24473.47981,598951214.2,22655.83333,24473.47981,598951214.2,10.5,9.823441352,96.5,1396.708333,1382.706268,1911876.623,1,3,0
19.55761538,30.68067284,941.3036856,21570.26923,24351.26262,592983991.4,21570.26923,24351.26262,592983991.4,11.80769231,8.922828246,79.61686391,2030.269231,1927.72723,3716132.274,1,3,0
9.37325,7.602297395,57.79492569,17629,19831.73313,393297638.9,17629.1375,19831.61091,393292791.4,13.45833333,9.630590007,92.74826389,2015.458333,1357.614635,1843117.498,1,3,0
21.82944444,36.11505021,1304.296852,21947.05556,24861.8358,618110879.1,21947.27778,24861.63966,618101126.6,11.19444444,7.855710748,61.71219136,1913.388889,1775.648915,3152929.071,1,3,0
30.43355556,48.51675536,2353.87555,18556.83333,20870.24201,435567001.6,18556.83333,20870.24201,435567001.6,9.5,6.370504951,40.58333333,1987.166667,2329.203661,5425189.694,1,3,0
14.76741176,27.20577995,740.1544626,19175.97059,22873.79244,523210380.6,19175.97059,22873.79244,523210380.6,13.02941176,7.362405673,54.2050173,2038.441176,1278.621666,1634873.364,1,3,0
29.33533333,44.93072333,2018.769899,17985.2381,20986.92072,440450841.2,18154.19048,20855.96975,434971474.2,10.52380952,8.516756859,72.53514739,2112.809524,2341.882873,5484415.392,1,3,0
25.225875,32.50643002,1056.667992,21242.03125,24336.41379,592261036.2,21242.03125,24336.41379,592261036.2,14.15625,7.546147092,56.94433594,2372.125,1523.218934,2320195.922,1,3,0
6.7627,5.82009012,33.87344901,21352.5,22790.05934,519386804.9,21352.5,22790.05934,519386804.9,11.45,8.974825904,80.5475,1669.55,1424.452999,2029066.348,1,3,0
15.12875,24.54192359,602.3060134,19480.58333,23298.66186,542827644.6,19480.58333,23298.66186,542827644.6,9.25,9.412978629,88.60416667,1650.708333,2192.063972,4805144.457,1,3,0
11.274,7.453380426,55.55287978,17775.22222,21620.5181,467446802.8,17775.22222,21620.5181,467446802.8,16.44444444,8.908312112,79.35802469,2323.055556,1309.598177,1715047.386,1,3,0
23.2642,36.404842,1325.312521,16105.15,18999.86856,360995005.4,16105.15,18999.86856,360995005.4,10.5,9.641058033,92.95,1640.3,1661.84795,2761738.61,1,3,0
25.38815385,41.13101429,1691.760336,20991,23139.45491,535434373.6,20991,23139.45491,535434373.6,12.42307692,9.340454102,87.24408284,1897.384615,1732.199049,3000513.544,1,3,0
12.57991667,7.247440979,52.52540074,15981.83333,20809.53017,433036545.7,15981.09583,20809.88336,433051245.5,17.83333333,8.454124569,71.47222222,2609.833333,1206.292725,1455142.139,1,3,0
11.86538889,5.664844346,32.09046146,21795.83333,24263.79768,588731877.6,21795.83333,24263.79768,588731877.6,17.91666667,6.512274735,42.40972222,2613.694444,1031.943684,1064907.768,1,3,0
8.329833333,7.99103047,63.85656797,16420.20833,20728.3332,429663797.1,14769.17917,20234.90845,409451520,12.54166667,10.11590813,102.3315972,1766.916667,1494.200146,2232634.076,1,3,0
3.569686275,24.76292611,613.2025096,32096.5098,24992.50007,624625059.9,32096.5098,24992.50007,624625059.9,6.617647059,1.048286348,1.098904268,602.7352941,108.9378242,11867.44954,1,3,1
16.07082353,27.03242491,730.7519963,19342.64706,23681.65494,560820780.7,19342.88235,23681.46279,560811680.1,13.47058824,8.20055699,67.24913495,2064.852941,1740.946466,3030894.596,1,3,0
43.8885,43.71406078,1910.91911,18561.55,23796.11157,566254925.6,16843.865,23824.93469,567627512.9,12.15,9.056903444,82.0275,2536.1,2642.93072,6985082.79,1,3,0
20.03438462,30.88721928,954.0203145,17891.03846,22409.69306,502194343,17891.03846,22409.69306,502194343,13.57692308,8.067852049,65.09023669,2362.730769,1965.514467,3863247.12,1,3,0
11.02522222,9.212621665,84.87239795,18600.19444,23182.24531,537416497.5,18598.98056,23182.93294,537448379.9,12.22222222,9.772725968,95.50617284,2055.138889,1701.1406,2893879.342,1,3,0
0.975085502,10.29952536,106.0802226,32656.18587,24859.99449,618019326,32656.18587,24859.99449,618019326,6.483271375,0.542521722,0.294329819,866.7881041,500.08975,250089.7581,1,3,1
0.059138393,0.009459196,8.95E-05,32713.78571,24946.56421,622331066,32713.78571,24946.56421,622331066,6.473214286,0.550321682,0.302853954,811.0513393,465.5300738,216718.2496,1,3,1
14.7159,11.53320508,133.0148195,23374.65,24455.74107,598083271.4,23374.65,24455.74107,598083271.4,14,6.745368782,45.5,2090.5,1130.174699,1277294.85,1,3,0
17.5572,25.16525372,633.2899948,19849.05,23586.605,556327935.4,19849.05,23586.605,556327935.4,15.6,7.077428912,50.09,2409.725,1313.662418,1725708.949,1,3,0
33.32785714,34.94852879,1221.399664,15125.5,17754.21925,315212301.3,15125.5,17754.21925,315212301.3,8.785714286,6.382773372,40.73979592,2158.714286,2657.233723,7060891.061,1,3,0
9.193916667,8.006396958,64.10239224,19470.79167,22161.2405,491120580.4,19470.79167,22161.2405,491120580.4,13.125,10.21564364,104.359375,1801.125,1515.91288,2297991.859,1,3,0
16.25008333,20.49163997,419.9073086,17836.33333,21584.81253,465904131.9,17836.33333,21584.81253,465904131.9,13.25,8.818777315,77.77083333,2150.416667,1994.023673,3976130.41,1,3,0
9.057857143,21.66524746,469.3829476,20489.21429,24668.08613,608514473.3,20489.21429,24668.08613,608514473.3,7,7.050835817,49.71428571,992.1785714,1190.284271,1416776.647,1,3,0
26.32615385,41.56974797,1728.043946,18468.03846,21438.49268,459608968.3,18468.03846,21438.49268,459608968.3,10.5,9.328409874,87.01923077,1607.115385,1661.828843,2761675.102,1,3,0
34.023625,41.67335417,1736.668448,17531.25,18767.11526,352204615.2,17520.72813,18773.96097,352461610.6,11.75,9.839334327,96.8125,2341.46875,2419.503965,5853999.437,1,3,0
9.871285714,8.588734311,73.76635706,19930.67857,23249.68836,540548009,19865.80714,23152.46735,536036744.2,12.17857143,8.91248551,79.43239796,1734,1392.960234,1940338.214,1,3,0
